Day,Reported_Cases
0,0
1,20
2,38
3,43
4,49
5,65
6,75
7,78
8,80
9,77
10,97
11,96
12,109
13,138
14,149
15,149
16,150
17,180
18,204
19,189
20,216
21,228
22,264
23,281
24,277
25,305
26,355
27,386
28,348
29,388
30,433
31,469
32,492
33,524
34,576
35,616
36,670
37,677
38,723
39,750
40,793
41,836
42,883
43,922
44,1033
45,1099
46,1089
47,1214
48,1241
49,1272
50,1332
51,1472
52,1586
53,1565
54,1633
55,1720
56,1748
57,1831
58,1720
59,1688
60,1553
61,1618
62,1524
63,1537
64,1475
65,1425
66,1513
67,1383
68,1388
69,1396
70,1399
71,1434
72,1334
73,1370
74,1322
75,1292
76,1241
77,1220
78,1182
79,1210
80,1189
81,1105
82,1063
83,1029
84,913
85,913
86,927
87,864
88,849
89,800
90,760
91,826
92,821
93,772
94,781
95,714
96,698
97,678
98,625
99,593
100,567
101,506
102,464
103,437
104,393
105,365
106,340
107,305
108,301
109,268
110,226
111,231
112,212
113,205
114,185
115,173
116,160
117,156
118,140
119,127
120,110
121,92
122,75
123,85
124,74
125,55
126,67
127,69
128,58
129,58
130,49
131,49
132,44
133,37
134,34
135,30
136,28
137,39
138,26
139,34
140,28
141,16
142,22
143,17
144,18
145,13
146,8
147,12
148,12
149,14
150,10
151,10
152,6
153,9
154,6
155,7
156,3
157,10
158,6
159,5
160,2
161,8
162,2
163,2
164,5
165,1
166,0
167,1
168,0
169,2
170,3
171,1
172,1
173,0
174,2
175,2
176,2
177,2
178,1
179,3
180,0
181,0
182,0
183,1
184,0
185,2
186,1
187,1
188,3
189,7
190,3
191,5
192,4
193,6
194,3
195,0
196,7
197,5
198,2
199,7
200,1
201,3
202,4
203,6
204,7
205,3
206,6
207,4
208,1
209,5
210,13
211,6
212,6
213,3
214,7
215,6
216,3
217,12
218,10
219,7
220,10
221,4
222,7
223,4
224,14
225,8
226,3
227,5
228,2
229,2
230,3
231,3
232,0
233,1
234,1
235,1
236,1
237,2
238,5
239,5
