Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,47451,1359,90,332,90,124,0.309610962353634,1.0,0,0.0,0.3953594785385166,0
1,47009,1685,206,442,116,167,0.32467571315099036,1.0261321158169134,0,0.0,0.40194415568349523,0
2,46366,2192,342,643,136,302,0.3645836974463684,1.05197792270444,0,0.0,0.47658152634073975,0
3,45687,2696,517,679,175,244,0.3465480957917467,1.0772542485937369,0,0.0,0.33926134701768,0
4,44858,3322,720,829,203,298,0.32434875819269027,1.10168416076895,0,0.0,0.38056445461709637,0
5,43632,4290,978,1226,258,443,0.40216872034205886,1.125,0,0.0,0.3708942259961692,0
6,42129,5451,1320,1503,342,543,0.4093519500247447,1.1469463130731183,0,0.0,0.36263014413343075,0
7,40530,6643,1727,1599,407,497,0.356265331780539,1.1672826515897146,0,0.0,0.3050150778112199,0
8,38401,8250,2249,2129,522,932,0.39141913141662615,1.1857862063693485,0,0.0,0.4442098012638464,0
9,35752,10266,2882,2649,633,1118,0.41105580344974824,1.2022542485937369,0,0.0,0.4149595317115888,0
10,32755,12427,3718,2997,836,1127,0.4213425045788423,1.2165063509461096,0,0.0,0.3812797429396789,0
11,29394,14838,4668,3361,950,1731,0.40519472347683394,1.2283863644106503,0,0.0,0.5140158783182764,0
12,25614,17480,5806,3780,1138,1773,0.45303891050583367,1.2377641290737884,0,0.0,0.47464727044278143,0
13,21740,20026,7134,3874,1328,1277,0.47135076227102307,1.2445369001834514,0,0.0,0.3299869803583749,0
14,17906,22390,8604,3834,1470,1735,0.47628356945013794,1.2486304738420684,0,0.0,0.45785690479574537,0
15,14624,23995,10281,3282,1677,1427,0.4514250571042513,1.25,0,0.0,0.42477610339665917,0
16,11675,25057,12168,2949,1803,1222,0.4548805640468625,1.2486304738420684,0,0.0,0.42997601881636766,0
17,9236,25563,14101,2439,1933,1161,0.4361838819878157,1.2445369001834514,0,0.0,0.4863251876588939,0
18,7331,25428,16141,1905,2040,982,0.45391968221643925,1.2377641290737884,0,0.0,0.5037252602550415,0
