Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
0,24618,143,466,38,140,1,38,0,0.259544720526067,1.0,0.25437663555616824
1,24490,245,458,73,128,27,35,12,0.259551587115114,1.0,0.25294489416887206
2,24370,337,469,98,120,36,25,19,0.2595595078682231,1.0,0.25163739945737634
3,24242,403,495,139,128,67,41,38,0.25956864456769724,1.0,0.25041320090712094
4,24107,473,518,182,135,66,43,31,0.2595791838067489,1.0,0.24910805486097962
5,23971,531,562,224,136,86,42,55,0.2595913407886186,1.0,0.24773241171732033
6,23847,574,611,262,124,87,38,45,0.25960536370548143,1.0,0.24634813243276574
7,23686,650,666,294,161,87,32,52,0.2596215387849791,1.0,0.24508906359231214
8,23528,680,765,328,158,133,34,81,0.25964019610531325,1.0,0.24345186987650727
9,23351,738,813,399,177,119,71,69,0.25966171629480567,1.0,0.24184794192566358
10,23155,787,907,457,196,152,58,78,0.2596865382489382,1.0,0.24005147676857433
11,22922,898,960,533,233,129,76,83,0.25971516801738215,1.0,0.2380628128515294
12,22680,995,1025,620,242,152,87,87,0.259748189035717,1.0,0.23569724037356815
13,22419,1094,1103,705,261,163,85,96,0.2597862739017336,1.0,0.23324305023915592
14,22157,1160,1211,794,262,197,89,114,0.25983019792474277,1.0,0.23059788635742084
15,21858,1265,1316,887,299,198,93,115,0.25988085470850725,1.0,0.2279474327135266
16,21551,1341,1438,997,307,232,110,139,0.25993927406461964,1.0,0.22492192124240754
17,21236,1457,1518,1122,315,205,125,130,0.26000664259366085,1.0,0.22182032201955523
18,20873,1592,1645,1228,363,233,106,144,0.26008432731656295,1.0,0.21864339396280952
19,20551,1639,1808,1346,322,281,118,161,0.2601739027884373,1.0,0.21498000367772657
20,20150,1744,1977,1474,401,297,128,168,0.26027718218173,1.0,0.21174760979441565
21,19717,1876,2127,1627,433,303,153,171,0.2603962528847737,1.0,0.20771087825613355
22,19267,2010,2270,1807,450,323,180,184,0.26053351722508616,1.0,0.20335455283349924
23,18788,2192,2428,1948,479,299,141,164,0.26069173899320536,1.0,0.19883408159542723
24,18353,2259,2610,2142,435,376,194,214,0.2608740965108521,1.0,0.1940264647181778
25,18058,2175,2794,2341,295,383,199,240,0.26108424305435335,1.0,0.18968683396447278
26,17751,2104,2982,2532,307,379,191,242,0.2613263755069504,1.0,0.18681096112206608
27,17444,2074,3132,2725,307,343,193,208,0.26160531216669897,1.0,0.18383103979537918
28,17170,2024,3244,2939,274,326,214,176,0.2619265806729416,1.0,0.18087357085067074
29,16855,2005,3348,3174,315,339,235,196,0.2622965170239345,1.0,0.1782839633150293
30,16549,1984,3423,3429,306,330,255,210,0.2627223766277975,1.0,0.17529732227788003
31,16260,1922,3506,3700,289,354,271,224,0.26321245824086675,1.0,0.17243588818447822
32,15936,1952,3523,3982,324,299,282,158,0.2637762414786104,1.0,0.16978748610277525
33,15659,1912,3577,4249,277,321,267,190,0.2644245383047373,1.0,0.16681324739417655
34,15344,1903,3603,4548,315,325,299,196,0.26516965847620694,1.0,0.1643755861636089
35,15067,1854,3658,4826,277,333,278,212,0.2660255882986115,1.0,0.1615888771962272
36,14766,1862,3671,5109,301,296,283,174,0.2670081811706902,1.0,0.15925783879097383
37,14485,1832,3715,5381,281,316,272,176,0.268135357200948,1.0,0.15673515238625543
38,14168,1864,3697,5687,317,288,306,176,0.26942730758618977,1.0,0.15449327225311582
39,13905,1836,3701,5975,263,292,288,177,0.2709066973672198,1.0,0.15194196937171012
40,13612,1815,3765,6230,293,319,255,191,0.27259885753625085,1.0,0.150052931952083
41,13321,1801,3774,6531,291,310,301,192,0.2745319541891291,1.0,0.14793274060498102
42,13046,1778,3797,6809,275,301,278,177,0.27673711844622834,1.0,0.14593306499434733
43,12722,1802,3823,7087,324,304,278,190,0.2792485162155964,1.0,0.144217415880158
44,12423,1809,3820,7389,299,299,302,189,0.2821033316382257,1.0,0.14207349610472694
45,12147,1768,3837,7693,276,321,304,209,0.28534163247572725,1.0,0.1403269506451035
46,11878,1728,3848,7993,269,311,300,193,0.2890060802127877,1.0,0.13897141270514754
47,11606,1715,3839,8293,272,291,300,169,0.29314144295474603,1.0,0.13783833020927413
48,11325,1731,3805,8599,281,272,306,175,0.2977938663366448,1.0,0.13681942966244803
49,11074,1700,3790,8900,251,286,301,155,0.3030098580207324,1.0,0.13584524136355625
50,10797,1684,3794,9197,277,301,297,191,0.3088349466845543,1.0,0.1353880764650946
51,10579,1630,3760,9510,218,279,313,172,0.3153119886541575,1.0,0.13476994345033602
52,10312,1642,3724,9807,267,261,297,151,0.32247911643311694,1.0,0.13505033738751215
53,10035,1647,3739,10071,277,279,264,170,0.33036735473177264,1.0,0.13486196753865798
54,9774,1635,3681,10406,261,277,335,177,0.3389979714718003,1.0,0.1346678533597053
