Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
0,195471,2184,2158,187,2184,0,187,0,0.9312735760847782,1.4669464553088574,0.9203543934051842
1,193403,3658,2584,357,2068,596,170,129,0.9282560351436883,1.4608345319024996,0.9072356772278595
2,190987,5150,3304,563,2416,926,206,225,0.9237978050398618,1.45226385687783,0.8933263344406219
3,187915,6970,4318,804,3072,1255,241,297,0.917940113383423,1.4412801584944042,0.876573142173799
4,184050,9114,5731,1115,3865,1724,311,453,0.9107333277899402,1.4279420395354463,0.8557022664582331
5,179169,11790,7512,1542,4881,2208,427,545,0.9022367792335436,1.4123206646366453,0.8302833960896685
6,172970,15050,9908,2088,6199,2942,546,722,0.8925185302411226,1.3944993805920312,0.7995582627238584
7,165148,19211,12874,2783,7822,3661,695,881,0.8816550861590294,1.3745732716627688,0.7624994012646367
8,155803,23815,16681,3718,9345,4742,935,1153,0.8697310476054098,1.3526486522614831,0.718171715249691
9,144596,29126,21286,5009,11207,5896,1291,1421,0.8568387021218856,1.3288424997188688,0.6674902015334807
10,138066,28343,26942,6666,6530,7313,1657,1758,0.8430775529855193,1.303281830159017,0.6095282092574708
11,130244,29143,31874,8757,7822,7023,2091,1732,0.8285537831743417,1.2761030208134392,0.5719755331387433
12,121649,30463,36793,11115,8595,7277,2358,1825,0.8133796526493725,1.2474510823895277,0.5296890973983244
13,112506,31986,41603,13925,9143,7620,2810,1903,0.7976728274918433,1.2174788853756917,0.48518050895777626
14,103308,33312,46193,17207,9198,7872,3282,1989,0.7815556401043596,1.186346344411157,0.4396484942279054
15,94073,34075,51183,20689,9235,8472,3482,2145,0.7651542807588524,1.154219565072176,0.39523279218317764
16,85155,34487,55724,24654,8918,8506,3965,2147,0.7485979223840357,1.1212699576269092,0.3521142617621669
17,76205,34907,60028,28882,8950,8532,4228,2165,0.7320177827816008,1.0876733224874788,0.3116748714638361
18,68163,34302,64073,33487,8042,8650,4605,2221,0.7155461316053214,1.0536089122387073,0.2726409647949176
19,60519,33173,67931,38405,7644,8776,4918,2300,0.6993152535867145,1.0192584752480192,0.2383371281511561
20,53558,31813,70889,43769,6961,8322,5364,2075,0.6834563847668228,0.9848052859592628,0.20681048474851674
21,47248,30239,73226,49316,6310,7884,5547,2036,0.6680986449395273,0.9504331670442541,0.178910136128356
22,41680,28177,75207,54966,5568,7631,5650,1943,0.6533679970294773,0.91632550862929,0.15435165561824374
23,36709,26117,76471,60735,4971,7033,5769,1785,0.6393862723951619,0.882664289829473,0.13324809916715175
24,32257,24118,77083,66577,4452,6454,5842,1626,0.6262703094216784,0.8496291078113972,0.11494878394280197
25,28541,21830,77133,72534,3716,6007,5957,1501,0.6141312601862433,0.8173962195645572,0.09905016029913825
26,25228,19598,76916,78299,3313,5548,5765,1481,0.6030741248900656,0.7861376014940469,0.08606169299243681
27,22442,17434,75843,84323,2786,4951,6024,1237,0.5931975741084047,0.7560200318520296,0.07482594199803416
28,19933,15545,74435,90132,2509,4401,5809,1207,0.5845941123059899,0.727204200903601,0.06559730534185512
29,17760,13819,72512,95954,2173,3899,5822,983,0.5773506200374438,0.6998438535747002,0.05754164954603183
30,15959,12217,70308,101563,1801,3405,5609,881,0.5715492848443775,0.6740849691564078,0.050753576494180726
31,14346,10829,67862,107010,1613,3001,5447,790,0.5672688913961643,0.6500649824422666,0.045265221188956935
32,12937,9569,65153,112389,1409,2670,5379,662,0.5645863914041303,0.6279120504541932,0.04049778185541826
33,11760,8365,62582,117341,1177,2381,4952,629,0.5635786177363276,0.607744368669318,0.03645508288827435
34,10686,7380,59911,122073,1074,2061,4732,523,0.5643239527126532,0.589669540395972,0.03318224841950401
35,9808,6433,57258,126552,878,1826,4479,513,0.5669037182249715,0.573784002663482,0.03028966566476023
36,8948,5638,54555,130913,860,1658,4361,434,0.5714030365910627,0.5601725116888927,0.028021604914425718
37,8259,4931,51749,135116,689,1397,4203,375,0.5779109256942392,0.5489076906658763,0.025855734815560263
38,7643,4324,48908,139180,616,1223,4064,341,0.586519444840551,0.5400496422885739,0.02422032047469055
39,7072,3860,46114,143011,571,1037,3831,304,0.5973217961603358,0.5336456280777153,0.022826652440267232
40,6548,3429,43515,146567,524,957,3556,244,0.6104093990567985,0.5297298162199591,0.021584076350648396
41,6103,3045,40954,149959,445,831,3392,241,0.6258680740056253,0.5283230992658321,0.02049092074294417
42,5706,2716,38552,153088,397,727,3129,201,0.6437735758862737,0.5294329826589328,0.019644750668169644
43,5339,2442,36183,156100,367,643,3012,175,0.66418678738434,0.5330535446911424,0.01894924904407522
44,4989,2157,34044,158874,350,635,2774,193,0.6871489086006176,0.5391654680975004,0.018343440115093486
45,4691,1904,31969,161502,298,553,2628,138,0.7126769586681743,0.5477361431221699,0.017777726733977605
46,4438,1661,30056,163911,253,496,2409,144,0.7407598475255379,0.5587198415055956,0.017374522223711494
47,4181,1495,28092,166301,257,426,2390,118,0.7713551964144845,0.5720579604645535,0.017116371808437413
48,3939,1356,26299,168475,242,381,2174,100,0.8043870019143596,0.5876793353633547,0.01681571027501969
49,3711,1228,24685,170448,228,359,1973,88,0.839744166225381,0.6055006194079686,0.016538761353808877
50,3523,1113,23084,172355,188,306,1907,90,0.8772798669791956,0.625426728337231,0.016277927931798972
51,3301,1069,21603,174104,222,268,1749,72,0.9168117181823457,0.6473513477385164,0.01614963841578202
52,3150,937,20183,175808,151,284,1704,84,0.9581226796531891,0.6711575002811314,0.015813814827675885
53,2930,914,18904,177330,220,243,1522,59,1.000962701104422,0.6967181698409828,0.015765162542394646
54,2634,988,17626,178830,296,222,1500,60,1.0450511319358726,0.7238969791865605,0.015309999082860534
55,2391,982,16500,180208,243,252,1378,59,1.0900799805544248,0.752548917610472,0.014356353343901774
56,2158,957,15491,181478,233,261,1270,75,1.135718158545732,0.7825211146243083,0.013577510585414228
57,1984,887,14615,182598,174,244,1120,67,1.1816168854204931,0.8136536555888427,0.01274964619368712
58,1823,826,13705,183733,161,225,1135,71,1.2274164480477703,0.8457804349278237,0.012175971164633882
59,1643,784,12818,184844,180,224,1111,62,1.2727544932008674,0.8787300423730908,0.011601157205525906
60,1517,730,12028,185814,126,180,970,55,1.3172759690764417,0.9123266775125208,0.010821422085962968
61,1366,681,11308,186737,151,203,923,54,1.3606447101283878,0.9463910877612923,0.010320490126323821
62,1257,611,10662,187564,109,181,827,38,1.4025564705544797,0.9807415247519803,0.009579460693887097
63,1166,545,9986,188399,91,159,835,49,1.4427529545504212,1.0151947140407367,0.009067702319349396
64,1079,500,9320,189198,87,133,799,38,1.4810360782956344,1.0495668329557457,0.008634440336463548
65,1003,463,8701,189932,76,115,734,38,1.5172813599236392,1.0836744913707097,0.008185732936788034
66,945,412,8162,190581,58,110,649,33,1.5514490207687164,1.117335710170527,0.007780516839155113
67,880,370,7617,191233,65,107,652,29,1.583591164408953,1.1503708921886024,0.007482468251832303
68,829,330,7150,191793,51,93,560,34,1.6138533602118856,1.1826037804354421,0.007100954784932298
69,774,316,6687,192327,55,71,534,19,1.6424691697266758,1.2138623985059525,0.0068080347085170715
70,728,271,6281,192824,46,91,497,26,1.6697466631088422,1.2439799681479706,0.00646191958623122
71,688,243,5894,193282,40,71,458,13,1.6960467728210247,1.272795799096399,0.00617361025306853
72,652,223,5512,193721,36,57,439,12,1.7217543497769492,1.3001561464252995,0.0059228349632327055
73,627,189,5127,194168,25,62,447,29,1.7472438818947522,1.3259150308435919,0.005696015054976892
74,599,179,4760,194573,28,38,405,12,1.7728428176151796,1.3499350175577332,0.005557862233223588
75,572,158,4476,194908,27,51,335,14,1.7987961076739634,1.3720879495458067,0.00538739434248352
76,550,136,4194,195234,22,44,326,17,1.8252357739558873,1.392255631330682,0.005220174313513838
77,533,115,3901,195568,17,41,334,10,1.8521589508037077,1.4103304596040278,0.005093437114710196
78,513,109,3620,195877,20,28,309,9,1.8794169442525976,1.4262159973365178,0.005008646156433172
