Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,876002,1299,109,96,109,34,0.15462952398492155,1.0,0,0.5,0.35647254756150754,0
1,875881,1327,202,121,93,37,0.15792411209763005,1.0261321158169134,0,0.5,0.2938488947329463,0
2,875761,1351,298,120,96,47,0.1653794441591155,1.05197792270444,0,0.5,0.353576095660335,0
3,875651,1372,387,110,89,36,0.1589123006627261,1.0772542485937369,0,0.5,0.3843572934565561,0
4,875537,1377,496,114,109,38,0.16156432921751523,1.10168416076895,0,0.5,0.2785637943838467,0
5,875430,1403,577,107,81,22,0.16370219791824664,1.125,0,0.5,0.3119513132978971,0
6,875295,1420,695,135,118,57,0.18621865350341207,1.1469463130731183,0,0.5,0.42893211994926644,0
7,875170,1443,797,125,102,48,0.1816655077577673,1.1672826515897146,0,0.5,0.42547657193054417,0
8,875066,1433,911,104,114,39,0.17956443742743725,1.1857862063693485,0,0.5,0.38009257129209006,0
9,874911,1492,1007,155,96,52,0.1880529330197708,1.2022542485937369,0,0.5,0.326725060950281,0
10,874768,1500,1142,143,135,36,0.19153262742812166,1.2165063509461096,0,0.5,0.24756772767424562,0
11,874630,1517,1263,138,121,54,0.1907645139066718,1.2283863644106503,0,0.5,0.35072903417459456,0
12,874483,1523,1404,147,141,38,0.1831310089095607,1.2377641290737884,0,0.5,0.3118439814782988,0
13,874335,1541,1534,148,130,51,0.20708219298664485,1.2445369001834514,0,0.5,0.35562184248554046,0
14,874198,1551,1661,137,127,56,0.20028233660634234,1.2486304738420684,0,0.5,0.4255345894731645,0
15,874070,1570,1770,128,109,53,0.17924787822366794,1.25,0,0.5,0.40109258786526797,0
16,873886,1632,1892,184,122,88,0.20813416045380992,1.2486304738420684,0,0.5,0.4166646328990802,0
17,873732,1669,2009,154,117,67,0.19186411451341182,1.2445369001834514,0,0.5,0.4206343329322852,0
18,873558,1643,2209,174,125,65,0.21780965048650897,1.2377641290737884,0,0.5,0.4008745015079486,0
19,873376,1701,2333,182,124,81,0.21916122904155194,1.2283863644106503,0,0.5,0.47237583129426386,0
20,873202,1737,2471,174,138,75,0.19798426890958604,1.2165063509461096,0,0.5,0.42069051338070956,0
21,873053,1748,2609,149,138,51,0.18716287997896094,1.2022542485937369,0,0.5,0.43024786718378033,0
22,872881,1769,2760,172,151,75,0.19569751243853195,1.1857862063693485,0,0.5,0.4938543288572461,0
23,872717,1778,2915,164,155,87,0.1811717208648141,1.1672826515897146,0,0.5,0.5437338882690135,0
24,872547,1820,3043,170,128,77,0.1790269374684954,1.1469463130731183,0,0.5,0.4292849318964813,0
25,872367,1877,3166,180,123,84,0.19097795961930436,1.125,0,0.5,0.5070023518545446,0
26,872177,1933,3300,190,134,73,0.19154379005836814,1.10168416076895,0,0.5,0.40164270930382273,0
