Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,288489,1159,66,308,66,126,0.3351730203845712,1.0,0,0.0,0.4125235347459841,0
1,288100,1471,143,389,77,154,0.3277873323639975,1.0,0,0.0,0.42259780489089077,0
2,287628,1826,260,472,117,195,0.3564932901294625,1.0,0,0.0,0.39720766654420875,0
3,287045,2271,398,583,138,171,0.3261563747266239,1.0,0,0.0,0.32224734430225593,0
4,286294,2838,582,751,184,356,0.3431323463877911,1.0,0,0.0,0.5087587407634185,0
5,285409,3501,804,885,222,412,0.3125851183759543,1.0,0,0.0,0.47775834590862215,0
6,284181,4445,1088,1228,284,388,0.3483944756516133,1.0,0,0.0,0.32080980435175593,0
7,282825,5455,1434,1356,346,575,0.3233417486476533,1.0,0,0.0,0.414303233166156,0
8,281163,6686,1865,1662,431,692,0.32448330198493824,1.0,0,0.0,0.4315983211924207,0
9,279150,8194,2370,2013,505,850,0.32617397396597037,1.0,0,0.0,0.42355827375758803,0
10,276413,10273,3028,2737,658,1241,0.34659131334320326,1.0,0,0.0,0.4673910661390144,0
11,272996,12835,3883,3417,855,1464,0.35555639205746004,1.0,0,0.0,0.43677889682300614,0
12,268982,15937,4795,4014,912,2102,0.33090316937953146,1.0,0,0.0,0.5310259348125268,0
13,263810,19916,5988,5172,1193,2124,0.34644143406644873,1.0,0,0.0,0.4143378057303741,0
14,257970,24235,7509,5840,1521,2344,0.328397870426791,1.0,0,0.0,0.40125756654237454,0
15,250827,29523,9364,7143,1855,3081,0.3354932877805955,1.0,0,0.0,0.424058201977286,0
16,242056,36096,11562,8771,2198,3783,0.35130948162313697,1.0,0,0.0,0.44025320334616846,0
17,231162,44236,14316,10894,2754,3995,0.37118831977072714,1.0,0,0.0,0.35984380157460816,0
18,218725,53272,17717,12437,3318,5332,0.36459129051221134,1.0,0,0.0,0.4312221307581831,0
19,205439,62403,21872,13286,4155,6055,0.3450514722836388,1.0,0,0.0,0.454077762982387,0
20,190969,71990,26755,14470,4883,6064,0.3367127541319221,1.0,0,0.0,0.4196289388122275,0
21,174870,82464,32380,16099,5625,7811,0.35689508082989696,1.0,0,0.0,0.4842151697849714,0
22,158304,92676,38734,16566,6354,7874,0.3507674623541654,1.0,0,0.0,0.47792048009892457,0
