Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,591731,2648,187,462,187,116,0.39482755057516916,1.0,0,0.5,0.2649263053850863,0
1,591204,2991,371,527,184,191,0.38784179888377357,1.0,0,0.5,0.3732649575692911,0
2,590626,3334,606,578,235,214,0.3990939404514627,1.0,0,0.5,0.37975752937099577,0
3,589996,3703,867,630,261,294,0.39307144444251335,1.0,0,0.5,0.4531428613529225,0
4,589313,4109,1144,683,277,243,0.38177226279686644,1.0,0,0.5,0.3459505628495763,0
5,588576,4500,1490,737,346,277,0.38508621910750696,1.0,0,0.5,0.3801702420207679,0
6,587616,5147,1803,960,313,384,0.43383095611147393,1.0,0,0.5,0.40016073422593956,0
7,586562,5793,2211,1054,408,327,0.3970620061148941,1.0,0,0.5,0.3148312185223522,0
8,585468,6462,2636,1094,425,394,0.3844152355014785,1.0,0,0.5,0.38246632279995374,0
9,584217,7243,3106,1251,470,485,0.3973086550993786,1.0,0,0.5,0.367472786088401,0
10,582860,8054,3652,1357,546,508,0.39218809993271575,1.0,0,0.5,0.37363465242983324,0
11,581348,8928,4290,1512,638,670,0.39083778730489,1.0,0,0.5,0.42820767860897146,0
12,579410,10174,4982,1938,692,728,0.4411712849552931,1.0,0,0.5,0.3822716739385807,0
13,577537,11237,5792,1873,810,784,0.3832079120546414,1.0,0,0.5,0.4305588874275409,0
14,575323,12557,6686,2214,894,605,0.40178477895687315,1.0,0,0.5,0.2543626026442425,0
15,572790,14125,7651,2533,965,991,0.41105860040455255,1.0,0,0.5,0.3847667729246704,0
16,570025,15817,8724,2765,1073,931,0.4032785090489419,1.0,0,0.5,0.33342670574400246,0
17,566921,17734,9911,3104,1187,1054,0.4168782260759918,1.0,0,0.5,0.3333573171519552,0
18,563044,20248,11274,3877,1363,1354,0.45974533575366444,1.0,0,0.5,0.33292878404194315,0
19,559103,22571,12892,3941,1618,1734,0.419539478400282,1.0,0,0.5,0.4370402020203497,0
20,554183,25740,14643,4920,1725,2156,0.46350595204269784,1.0,0,0.5,0.4219588326227271,0
21,549464,28487,16615,4719,1972,1971,0.39231006097764143,1.0,0,0.5,0.41796340101271723,0
22,544069,31616,18881,5395,2266,1816,0.42114944375891594,1.0,0,0.5,0.337036590310629,0
23,537941,35376,21249,6128,2368,2434,0.42517766763233883,1.0,0,0.5,0.40850683300610235,0
24,531633,38948,23985,6308,2736,2050,0.3968046217663161,1.0,0,0.5,0.3247796273140832,0
25,524962,42560,27044,6671,3059,2446,0.3889231258803355,1.0,0,0.5,0.3586648103656125,0
26,517413,46748,30405,7549,3361,2911,0.4080711153385199,1.0,0,0.5,0.39085170664290625,0
