Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,883588,256,1524,118,257,1,118,0,0.31345679951435557,1.0,0,0.5,0.44,0,3.9098114844459766
1,883390,453,1410,233,198,1,115,0,0.3006832901172657,1.0,0,0.5,0.44092436974789917,0,3.7496444277025742
2,883220,627,1311,333,170,1,100,1,0.25297707198939656,1.0,0,0.5,0.44184873949579834,0,3.154121148195381
3,882927,668,1444,458,293,258,125,114,0.39463065056589974,1.0,0,0.5,0.4427731092436975,0,4.918627403654577
4,882706,691,1547,554,221,199,96,87,0.33872903053205594,1.0,0,0.5,0.4436974789915966,0,4.220819804390314
5,882461,773,1603,673,245,175,119,82,0.32442629270597934,1.0,0,0.5,0.4446218487394958,0,4.0414748325723275
6,882156,791,1781,794,305,299,121,131,0.363851174155401,1.0,0,0.5,0.44554621848739495,0,4.531035730494779
7,881896,830,1854,943,260,222,149,111,0.3051644650372263,1.0,0,0.5,0.4464705882352941,0,3.799090570862635
8,881563,907,1983,1071,333,257,128,121,0.36588507154697614,1.0,0,0.5,0.4473949579831933,0,4.553300974382528
9,881248,908,2141,1230,315,317,159,135,0.3186492371898925,1.0,0,0.5,0.44831932773109245,0,3.964051986354364
10,880859,1037,2253,1379,389,261,149,122,0.3524469599194988,1.0,0,0.5,0.4492436974789916,0,4.382566136953743
11,880495,1076,2379,1587,364,334,208,155,0.3187619410248342,1.0,0,0.5,0.4501680672268908,0,3.9620656800709066
12,880083,1186,2553,1731,412,318,144,151,0.3500529715942077,1.0,0,0.5,0.4510924369747899,0,4.348963018607084
13,879625,1260,2750,1924,458,390,193,179,0.3577623926498312,1.0,0,0.5,0.45201680672268907,0,4.44242970293443
14,879128,1385,2880,2167,497,373,243,174,0.3633654065178711,1.0,0,0.5,0.45294117647058824,0,4.509454456383881
15,878649,1447,3114,2361,479,428,194,199,0.3365811044805658,1.0,0,0.5,0.4538655462184874,0,4.1747787496180715
16,878175,1458,3371,2568,474,464,207,211,0.3070978016126733,1.0,0,0.5,0.45478991596638657,0,3.807028173387402
17,877700,1436,3598,2839,475,498,271,242,0.2672286105494074,1.0,0,0.5,0.45571428571428574,0,3.3109861629547903
18,877237,1420,3778,3149,463,490,310,226,0.25742081898913094,1.0,0,0.5,0.4566386554621849,0,3.187784264623724
19,876703,1485,3987,3415,534,475,266,239,0.29971800195960707,1.0,0,0.5,0.457563025210084,0,3.7093143125920878
20,876093,1631,4158,3720,610,476,305,227,0.3176072943299528,1.0,0,0.5,0.4584873949579832,0,3.9279775077106156
21,875451,1800,4280,4072,642,474,352,223,0.3333450126201787,1.0,0,0.5,0.45941176470588235,0,4.119591171449182
22,874789,1923,4467,4425,662,540,353,247,0.29749964866242884,1.0,0,0.5,0.4603361344537815,0,3.6738217791382004
23,874133,1969,4683,4831,656,622,406,271,0.3173920574247868,1.0,0,0.5,0.4612605042016807,0,3.9165338488256896
24,873400,2060,4972,5185,733,643,354,293,0.3152621984666864,1.0,0,0.5,0.46218487394957986,0,3.886989801939329
25,872728,2070,5263,5557,672,663,372,314,0.273853258868038,1.0,0,0.5,0.463109243697479,0,3.373845082042306
26,871731,2406,5539,5949,997,668,392,315,0.38962007056698217,1.0,0,0.5,0.4640336134453782,0,4.794597172279206
27,870879,2528,5732,6490,852,734,541,340,0.32678384260148985,1.0,0,0.5,0.4649579831932773,0,4.017415098332199
28,869919,2816,5966,6929,960,673,439,323,0.36313874324033985,1.0,0,0.5,0.46588235294117647,0,4.4594337513649736
29,868991,2741,6508,7391,928,1004,462,434,0.3204261590738986,1.0,0,0.5,0.46680672268907564,0,3.9307150028315836
30,867809,3074,6866,7889,1182,856,498,393,0.37449524632083986,1.0,0,0.5,0.4677310924369748,0,4.587739744254026
31,866748,3189,7309,8407,1061,961,518,463,0.32557269609243683,1.0,0,0.5,0.46865546218487397,0,3.9835395928440347
32,865803,3217,7728,8917,945,929,510,409,0.2671991366642316,1.0,0,0.5,0.46957983193277314,0,3.2657463545626597
33,864615,3226,8268,9566,1188,1189,649,546,0.3210173756648052,1.0,0,0.5,0.4705042016806723,0,3.918137021088216
34,863270,3496,8695,10215,1345,1076,649,480,0.33195509816662844,1.0,0,0.5,0.4714285714285714,0,4.045333263234897
35,861816,4011,8890,10977,1454,957,762,449,0.33809091549243286,1.0,0,0.5,0.4723529411764706,0,4.113167238471677
36,860608,4023,9444,11621,1208,1198,644,567,0.2909685660068427,1.0,0,0.5,0.47327731092436975,0,3.534921439384937
37,859380,3906,10234,12177,1228,1346,556,628,0.2844313784967672,1.0,0,0.5,0.4742016806722689,0,3.450571748911781
38,858227,3588,10958,12925,1153,1472,748,675,0.2298931225021762,1.0,0,0.5,0.4751260504201681,0,2.78520051200238
39,856677,3944,11357,13736,1550,1210,811,571,0.305163717314888,1.0,0,0.5,0.47605042016806726,0,3.6904414335484454
40,855249,4150,11737,14585,1428,1229,849,561,0.25718736971877065,1.0,0,0.5,0.4769747899159664,0,3.1050637836821937
41,853589,4662,12066,15410,1660,1154,825,528,0.2827089582151318,1.0,0,0.5,0.47789915966386554,0,3.4065651085095663
42,851666,5032,12710,16332,1923,1566,922,760,0.3256685890258818,1.0,0,0.5,0.4788235294117647,0,3.915376196536657
43,849508,5756,13173,17304,2158,1435,972,682,0.3439667725622303,1.0,0,0.5,0.47974789915966387,0,4.124889114929473
44,847545,6054,14003,18140,1963,1666,836,833,0.30294605201191116,1.0,0,0.5,0.48067226890756304,0,3.624569045310079
45,845081,6586,14868,19211,2464,1936,1071,983,0.36845331883764754,1.0,0,0.5,0.4815966386554622,0,4.3955084995222675
46,841975,7545,15968,20270,3106,2159,1059,1026,0.4322718450546987,1.0,0,0.5,0.4825210084033614,0,5.137885956693978
47,839111,8446,16473,21729,2864,1964,1459,943,0.37649937064093497,1.0,0,0.5,0.48344537815126054,0,4.459765080953929
48,835989,9101,17802,22868,3122,2468,1139,1197,0.4001332984328522,1.0,0,0.5,0.48436974789915965,0,4.722082506436885
49,833033,8947,19620,24168,2956,3118,1300,1505,0.34326719442445414,1.0,0,0.5,0.4852941176470588,0,4.036666033864261
50,829661,9458,20835,25818,3372,2865,1650,1428,0.3756601110053836,1.0,0,0.5,0.486218487394958,0,4.399710206553768
51,826400,9610,22576,27200,3261,3123,1382,1462,0.3417268645461635,1.0,0,0.5,0.48714285714285716,0,3.9865548532239576
52,822361,10686,23788,28952,4039,2964,1752,1482,0.375051548643205,1.0,0,0.5,0.4880672268907563,0,4.353933413314478
53,818936,10744,25369,30747,3425,3376,1795,1660,0.3071467949199938,1.0,0,0.5,0.4889915966386555,0,3.550784084172421
54,814684,11722,26811,32580,4252,3275,1833,1636,0.3627651146673461,1.0,0,0.5,0.48991596638655466,0,4.17198768074329
55,810129,12246,28707,34724,4555,4040,2144,1956,0.37399916826120666,1.0,0,0.5,0.4908403361344538,0,4.277136682345671
56,805785,13168,30010,36855,4344,3434,2131,1656,0.32511471828450283,1.0,0,0.5,0.491764705882353,0,3.6981466007491663
57,802382,12331,31846,39272,3403,4253,2417,2103,0.2555924048502099,1.0,0,0.5,0.4926890756302521,0,2.8950591114444655
58,797325,12825,33943,41739,5057,4564,2467,2246,0.3570270846298125,1.0,0,0.5,0.49361344537815127,0,4.018508201322003
59,792371,13424,36212,43826,4954,4356,2087,2138,0.3274010874011154,1.0,0,0.5,0.49453781512605044,0,3.662157377772054
60,787302,15080,36854,46600,5069,3416,2774,1676,0.3232414479209458,1.0,0,0.5,0.4954621848739496,0,3.592499464009827
61,781822,15513,38525,49987,5480,5058,3387,2581,0.3347833226842123,1.0,0,0.5,0.4963865546218488,0,3.6948772610128255
62,775340,17058,40432,53035,6482,4955,3048,2454,0.3905788941842879,1.0,0,0.5,0.49731092436974794,0,4.274932633277739
63,768126,19201,42112,56427,7214,5072,3392,2526,0.4036909161793889,1.0,0,0.5,0.4982352941176471,0,4.377334716206824
64,761736,20104,44078,59952,6390,5491,3525,2784,0.35338552857747874,1.0,0,0.5,0.4991596638655462,0,3.799982142525324
65,755226,20115,47372,63158,6510,6500,3206,3211,0.3409755159420294,1.0,0,0.5,0.5000840336134454,0,3.6352011071156842
