Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,772382,642,3508,295,636,1,295,0,0.1678951111115091,1.0,0,0.0,0.41,0,2.0866990054087435
1,771854,1181,3254,550,528,1,255,0,0.15579730170838438,1.0209056926535307,0,0.0,0.41352941176470587,0,1.9350166465980425
2,771296,1756,3014,791,558,1,241,0,0.17455002786326548,1.0415823381635518,0,0.0,0.41705882352941176,0,2.1663599400573044
3,770706,2369,2781,1025,590,1,234,0,0.20120079063641033,1.0618033988749895,0,0.0,0.4205882352941176,0,2.4952153740284952
4,770268,2813,2556,1251,438,1,226,0,0.15334518821285964,1.08134732861516,0,0.0,0.4241176470588235,0,1.9006476956428606
5,769868,3213,2355,1460,400,8,209,5,0.15462054064716318,1.1,0,0.0,0.4276470588235294,0,1.915459926156481
6,769488,2972,2814,1645,380,644,185,259,0.1624715192720155,1.1175570504584946,0,0.0,0.43117647058823527,0,2.011725438672805
7,768990,2937,3145,1855,498,541,210,231,0.1920949071943329,1.1338261212717717,0,0.0,0.43470588235294116,0,2.376983449888167
8,768370,2988,3450,2127,620,577,272,252,0.19185211652040357,1.1486289650954788,0,0.0,0.43823529411764706,0,2.3720651304482137
9,767659,3108,3743,2449,711,615,322,277,0.20109205985161438,1.1618033988749894,0,0.0,0.4417647058823529,0,2.484007388674829
10,766936,3393,3910,2728,723,446,279,204,0.2008752776274884,1.1732050807568877,0,0.0,0.4452941176470588,0,2.478992590344537
11,766235,3694,4019,3027,701,408,299,185,0.19455376263724966,1.18270909152852,0,0.0,0.4488235294117647,0,2.398784504685014
12,765505,4044,4125,3324,730,403,297,181,0.18896112838649917,1.1902113032590307,0,0.0,0.45235294117647057,0,2.327609494244275
13,764561,4495,4249,3706,944,506,382,238,0.23456331341832004,1.195629520146761,0,0.0,0.45588235294117646,0,2.885770858603412
14,763594,4842,4434,4149,967,628,443,295,0.235525937389694,1.1989043790736547,0,0.0,0.4594117647058823,0,2.893948930176006
15,762651,5063,4901,4417,943,735,268,358,0.21396468361259147,1.2,0,0.0,0.4629411764705882,0,2.6257752748678342
16,761665,5326,5216,4833,986,731,416,333,0.19330869723995395,1.1989043790736547,0,0.0,0.4664705882352941,0,2.3692179153997954
17,760326,5964,5542,5216,1339,709,383,326,0.26452567852343845,1.195629520146761,0,0.0,0.47,0,3.236363492331104
18,758986,6569,5872,5639,1340,753,423,352,0.23208931843676978,1.1902113032590307,0,0.0,0.47352941176470587,0,2.834513520555762
19,757896,6721,6327,6141,1090,957,502,444,0.19996113414077396,1.1827090915285203,0,0.0,0.47705882352941176,0,2.4386238723378004
20,756871,6779,6839,6604,1025,975,463,494,0.16771975894253324,1.1732050807568877,0,0.0,0.48058823529411765,0,2.0426582359908676
21,755545,7167,7301,7098,1326,956,494,466,0.197000410280186,1.1618033988749894,0,0.0,0.4841176470588235,0,2.3950637693600694
22,754164,7562,7700,7693,1381,994,595,481,0.1947452450427026,1.1486289650954788,0,0.0,0.4876470588235294,0,2.3633186095618153
23,752694,7693,8467,8273,1470,1347,580,675,0.1941220333171165,1.1338261212717717,0,0.0,0.49117647058823527,0,2.351163875569528
24,750984,8059,9093,9005,1710,1358,732,671,0.20345608819622737,1.1175570504584946,0,0.0,0.49470588235294116,0,2.4586176163389784
25,749351,8591,9377,9830,1633,1109,825,560,0.18317921526164233,1.1,0,0.0,0.498235294117647,0,2.20877307702439
26,747680,9237,9647,10593,1671,1033,763,518,0.17415295533776054,1.08134732861516,0,0.0,0.5017647058823529,0,2.095251822284068
27,746110,9472,10253,11331,1570,1344,738,663,0.16997966833435393,1.0618033988749895,0,0.0,0.5052941176470588,0,2.0407483448698667
28,744280,9921,10793,12180,1830,1389,849,674,0.17597995064976887,1.0415823381635518,0,0.0,0.5088235294117647,0,2.107604684315703
29,742462,10269,11371,13080,1818,1478,900,760,0.17753989992206587,1.0209056926535307,0,0.0,0.5123529411764706,0,2.1210935154851973
30,740391,10633,12190,13985,2071,1724,905,881,0.18550310456278146,1.0000000000000002,0,0.0,0.5158823529411765,0,2.2100491280210077
31,738125,11267,12857,14959,2266,1641,974,894,0.19302709068037033,0.9790943073464694,0,0.0,0.5194117647058824,0,2.292650184541598
32,736255,11483,13610,15885,1870,1679,926,850,0.15156972466305185,0.9584176618364482,0,0.0,0.5229411764705882,0,1.79568573852043
33,733967,12206,14039,17035,2288,1579,1150,839,0.18340845786450002,0.9381966011250106,0,0.0,0.526470588235294,0,2.1661349410647492
34,731746,12597,14584,18328,2221,1838,1293,940,0.1702183865808567,0.91865267138484,0,0.0,0.53,0,2.0042709943583388
35,729421,13118,15290,19448,2325,1826,1120,948,0.16988367126089773,0.9,0,0.0,0.5335294117647058,0,1.9939741087831686
36,727229,13246,15971,20855,2192,2088,1407,1113,0.1542664376622151,0.8824429495415054,0,0.0,0.5370588235294117,0,1.805228804527674
37,724979,13242,17067,22034,2250,2275,1179,1198,0.15000217529261428,0.8661738787282284,0,0.0,0.5405882352941176,0,1.7498974511705447
38,722834,13500,17518,23478,2145,1895,1444,1054,0.13532108840022644,0.8513710349045212,0,0.0,0.5441176470588235,0,1.5739599201341572
39,720282,13758,18476,24822,2552,2302,1344,1216,0.1587742452468647,0.8381966011250105,0,0.0,0.5476470588235294,0,1.8402305378804322
40,719349,12474,19436,26091,933,2229,1269,1222,0.05509090395623147,0.8267949192431123,1,0.0,0.5511764705882353,0,0.6376893403557315
41,718008,11476,20311,27563,1341,2347,1472,1265,0.07368173030404382,0.8172909084714799,1,0.0,0.5547058823529412,0,0.8512923169483583
42,716766,10510,20858,29232,1242,2216,1669,1222,0.06389535221280297,0.8097886967409693,1,0.0,0.558235294117647,0,0.736947040887238
43,715398,9621,21469,30892,1368,2271,1660,1229,0.06890855787922073,0.8043704798532388,1,0.0,0.5617647058823529,0,0.7932507609497496
44,714123,8758,21671,32843,1275,2153,1951,1208,0.061186654871123534,0.8010956209263453,1,0.0,0.5652941176470587,0,0.7031036394617053
45,712619,7727,22503,34571,1504,2560,1728,1475,0.07474608470610417,0.8,1,0.0,0.5688235294117647,0,0.8571078264137646
46,711241,8168,21389,36630,1378,945,2059,546,0.06592259758065812,0.8010956209263453,1,0.0,0.5723529411764705,0,0.7544678018373764
47,709864,8209,20849,38519,1377,1349,1889,774,0.06775479461382262,0.8043704798532388,1,0.0,0.5758823529411764,0,0.7739355565598623
48,708767,8068,20253,40365,1097,1250,1846,717,0.05607391179945715,0.8097886967409693,1,0.0,0.5794117647058823,0,0.6395197446700305
