Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,726815,562,43,52,43,21,0.20022792899090625,1.0,0,0.5,0.3751913745085314,0
1,726770,560,90,45,47,22,0.1996899364578324,1.0261321158169134,0,0.5,0.42610989351916895,0
2,726714,562,144,56,54,25,0.1962065174993895,1.05197792270444,0,0.5,0.46585746902442726,0
3,726663,561,196,51,52,18,0.20527546659931942,1.0772542485937369,0,0.5,0.3595220872690124,0
4,726598,596,226,65,30,29,0.22354382784846225,1.10168416076895,0,0.5,0.36056140475673365,0
5,726510,641,269,88,43,39,0.2359640834527349,1.125,0,0.5,0.47097533209243675,0
6,726454,639,327,56,58,21,0.22190661495962802,1.1469463130731183,0,0.5,0.3622508674533595,0
7,726378,667,375,76,48,35,0.24214030218504187,1.1672826515897146,0,0.5,0.34709977433800654,0
8,726297,684,439,81,64,38,0.24402806645452912,1.1857862063693485,0,0.5,0.43652741290463665,0
9,726209,719,492,88,53,47,0.23436929988553162,1.2022542485937369,0,0.5,0.48259931503940123,0
10,726110,772,538,99,46,34,0.25083929640047703,1.2165063509461096,0,0.5,0.34563275771145296,0
11,726023,799,598,87,60,27,0.22479431438676295,1.2283863644106503,0,0.5,0.3636889773805237,0
12,725914,843,663,109,65,38,0.2489061494746602,1.2377641290737884,0,0.5,0.3983697043012347,0
13,725811,888,721,103,58,43,0.24284744519252732,1.2445369001834514,0,0.5,0.3666856115480362,0
14,725701,948,771,110,50,32,0.2414643916336914,1.2486304738420684,0,0.5,0.36885456126325566,0
15,725585,1004,831,116,60,38,0.26222750411568957,1.25,0,0.5,0.36243725977060337,0
16,725472,1032,916,113,85,58,0.223457751153285,1.2486304738420684,0,0.5,0.48320537374006545,0
17,725351,1076,993,121,77,55,0.2452614357169375,1.2445369001834514,0,0.5,0.4704052704214934,0
18,725214,1018,1188,137,107,56,0.2623754403502667,1.2377641290737884,0,0.5,0.39228050464527936,0
19,725101,1048,1271,113,83,46,0.258704103675338,1.2283863644106503,0,0.5,0.4228979530806136,0
20,724975,1088,1357,126,86,63,0.24774043455961645,1.2165063509461096,0,0.5,0.4648360945436155,0
21,724828,1169,1423,147,66,59,0.2592669441224058,1.2022542485937369,0,0.5,0.4019851059323699,0
22,724693,1213,1514,135,91,45,0.26843874564547754,1.1857862063693485,0,0.5,0.3881580946641456,0
23,724547,1265,1608,146,94,75,0.22503577735393898,1.1672826515897146,0,0.5,0.5234586897931084,0
24,724395,1328,1697,152,89,69,0.24625827092262412,1.1469463130731183,0,0.5,0.46068287200610514,0
25,724232,1385,1803,163,106,69,0.23273562037244752,1.125,0,0.5,0.4128189146426868,0
26,724096,1404,1920,136,117,59,0.2303291103653791,1.10168416076895,0,0.5,0.4255134556769818,0
27,723919,1451,2050,177,130,92,0.23352757685472622,1.0772542485937369,0,0.5,0.4966990853168016,0
28,723752,1507,2161,167,111,67,0.24371893682080695,1.05197792270444,0,0.5,0.4041334310371289,0
29,723605,1535,2280,147,119,70,0.22912294598039312,1.0261321158169132,0,0.5,0.47043697242814964,0
30,723457,1558,2405,148,125,54,0.20402638234839576,1.0000000000000002,0,0.5,0.4661117104020527,0
31,723308,1593,2519,149,114,64,0.22568741648504712,0.9738678841830868,0,0.5,0.4181499954128643,0
32,723131,1652,2637,177,118,73,0.22608014183196587,0.9480220772955602,0,0.5,0.4662281976936985,0
33,722968,1644,2808,163,121,81,0.1943402385923551,0.9227457514062631,0,0.5,0.49593682143427437,0
34,722784,1709,2927,184,119,80,0.22131979384671058,0.89831583923105,0,0.5,0.3941192753049445,0
35,722620,1732,3068,164,141,68,0.21681340316547398,0.8750000000000001,0,0.5,0.47044591846245076,0
36,722416,1803,3201,204,133,94,0.21049559255669845,0.8530536869268818,0,0.5,0.5153359196958489,0
37,722266,1802,3352,150,151,64,0.192151326272069,0.8327173484102854,0,0.5,0.45959655602916016,0
38,722110,1817,3493,156,141,64,0.17116323975888353,0.8142137936306515,0,0.5,0.45330758220827844,0
39,721927,1866,3627,183,134,93,0.217345188081558,0.7977457514062631,0,0.5,0.4204594816116099,0
40,721755,1892,3773,172,146,72,0.17649147879783855,0.7834936490538904,0,0.5,0.3828565709918632,0
41,721593,1899,3928,162,155,72,0.17687435142839109,0.7716136355893499,0,0.5,0.5397993728147167,0
42,721419,1938,4063,174,135,88,0.1821114549815837,0.7622358709262116,0,0.5,0.4883455853057272,0
43,721225,1975,4220,194,157,94,0.1944099585539379,0.7554630998165486,0,0.5,0.472333470082314,0
44,721048,2004,4368,177,148,73,0.1927062751717384,0.7513695261579316,0,0.5,0.46448804554325673,0
45,720870,2031,4519,178,151,97,0.18448594996288165,0.75,0,0.5,0.5416702945525806,0
46,720666,2077,4677,204,158,115,0.20194962223049964,0.7513695261579316,0,0.5,0.5928146929317593,0
47,720443,2143,4834,223,157,124,0.2031211264782412,0.7554630998165486,0,0.5,0.5838546111830114,0
48,720208,2143,5069,235,164,107,0.20803762566517295,0.7622358709262116,0,0.5,0.47028268161133824,0
49,719998,2204,5218,210,149,113,0.21406580308646692,0.7716136355893497,0,0.5,0.5143775775243105,0
50,719751,2250,5419,247,201,124,0.2095945319822352,0.7834936490538904,0,0.5,0.5132478666611623,0
51,719507,2314,5599,244,180,123,0.21247274668941912,0.7977457514062631,0,0.5,0.4950572385977298,0
52,719247,2382,5791,260,192,123,0.21208789978574583,0.8142137936306515,0,0.5,0.4975817839669818,0
53,718966,2470,5984,281,193,149,0.22785204914490143,0.8327173484102854,0,0.5,0.4709692043209769,0
54,718716,2545,6159,250,175,145,0.21580019951627433,0.8530536869268817,0,0.5,0.5559395457903755,0
55,718421,2658,6341,295,182,151,0.2455657259893054,0.8750000000000001,0,0.5,0.5130471684741608,0
56,718084,2795,6541,337,200,192,0.2563228633816895,0.89831583923105,0,0.5,0.5872707330370887,0
57,717714,2922,6784,370,243,200,0.2632851698192123,0.9227457514062631,0,0.5,0.5891372377748167,0
58,717305,3128,6987,409,203,255,0.2736763989417258,0.9480220772955602,0,0.5,0.6283169403967616,0
59,716901,3304,7215,404,228,212,0.2540089739040518,0.9738678841830867,0,0.5,0.5196817015930918,0
60,716436,3534,7450,465,235,227,0.27820410231301884,0.9999999999999997,0,0.5,0.5089557400821857,0
61,715899,3794,7727,537,277,284,0.2806301855787539,1.0261321158169132,0,0.5,0.5150288239597443,0
62,715410,3960,8050,489,323,261,0.28277322170729063,1.0519779227044397,0,0.5,0.5278306463311858,0
63,714818,4261,8341,592,291,365,0.29590833694763685,1.0772542485937369,0,0.5,0.626671849553674,0
64,714083,4682,8655,735,314,384,0.31690592748501406,1.1016841607689498,0,0.5,0.5248055126371238,0
65,713387,5016,9017,696,362,368,0.3242885501468905,1.1249999999999998,0,0.5,0.5144975807543221,0
66,712579,5434,9407,808,390,435,0.3232946539994806,1.1469463130731183,0,0.5,0.5523349500555793,0
67,711235,6350,9835,1344,428,796,0.5169050108562963,1.1672826515897143,0,0.5,0.5795478279153533,1
68,709670,7425,10325,1565,476,1060,0.5160434512356724,1.1857862063693485,0,0.5,0.6539642692214626,1
69,707979,8581,10860,1691,535,1012,0.4700473007231514,1.2022542485937369,0,0.5,0.5743984020274987,1
70,705880,10045,11495,2099,635,1022,0.5091694206759128,1.2165063509461096,0,0.5,0.4786621253342396,1
71,703446,11727,12247,2434,752,1540,0.4884450486308422,1.2283863644106503,0,0.5,0.6355333993773268,1
72,700448,13831,13141,2998,894,1795,0.5369918355886233,1.2377641290737884,0,0.5,0.5920440992441862,1
73,696902,16300,14218,3546,1077,2287,0.5303621069159221,1.2445369001834514,0,0.5,0.6401573185642222,1
74,692855,19095,15470,4047,1252,2330,0.5187845396979159,1.2486304738420684,0,0.5,0.5825790041645088,1
75,688573,21909,16938,4282,1468,2698,0.49227111634772286,1.25,0,0.5,0.6227282706028077,1
76,683284,25494,18642,5289,1704,2846,0.5026223171921019,1.2486304738420684,0,0.5,0.5381127322526249,1
77,676741,30082,20597,6543,1955,3820,0.5565423578077333,1.2445369001834514,0,0.5,0.5954814009422632,1
78,669334,35219,22867,7407,2270,4440,0.5335284639377033,1.2377641290737884,0,0.5,0.598638163505036,1
79,662366,39553,25501,6968,2634,4494,0.43455988297103487,1.22838636441065,0,0.5,0.6521472906839715,1
80,653497,45427,28496,8869,2995,5278,0.4990576309914047,1.2165063509461098,0,0.5,0.6001377006725489,1
81,643717,51712,31991,9780,3495,5821,0.48357156749467006,1.2022542485937369,0,0.5,0.6006897738796939,1
82,632909,58467,36044,10808,4053,7442,0.47974731836464596,1.1857862063693487,0,0.5,0.6817880483336375,1
83,621025,65890,40505,11884,4461,6948,0.47186681227679994,1.1672826515897143,0,0.5,0.5938551628520529,1
84,608518,73383,45519,12507,5014,8165,0.44258196528923816,1.1469463130731183,0,0.5,0.6491402482002773,1
85,595187,81071,51162,13331,5643,8797,0.4316718509256393,1.125,0,0.5,0.661363418421357,1
86,581384,88570,57466,13803,6272,8573,0.4204275156279229,1.1016841607689503,0,0.5,0.6244520475966714,1
87,567176,95900,64344,14208,6878,8311,0.41041617892004906,1.0772542485937369,0,0.5,0.5770004334091693,1
88,557683,98005,71732,9493,7388,5931,0.25757579247426066,1.0519779227044401,0,0.5,0.6327966293860794,0
89,547128,101061,79231,10555,7499,6451,0.28075946184529754,1.0261321158169132,0,0.5,0.6143531923017365,0
90,537169,103223,87028,9959,7797,5999,0.26546864136946846,1.0,0,0.5,0.6054655818797656,0
91,528097,104380,94943,9072,7915,6079,0.2350745024273535,0.9738678841830866,0,0.5,0.6668287665225658,0
92,519783,104605,103032,8314,8089,5793,0.2252888149995867,0.9480220772955604,0,0.5,0.6989134159255846,0
93,511533,104820,111067,8250,8035,5679,0.22217340520753157,0.9227457514062632,0,0.5,0.6768637214705526,0
94,503463,104816,119141,8070,8074,5382,0.22606682878353815,0.89831583923105,0,0.5,0.6659142539037072,0
95,495651,104571,127198,7812,8057,5250,0.2159727861132083,0.8749999999999998,0,0.5,0.666626887720408,0
96,488032,104244,135144,7619,7946,5242,0.21633097684239788,0.8530536869268818,0,0.5,0.7009769865084327,0
97,481566,102648,143206,6466,8062,4608,0.18364368896022742,0.8327173484102858,0,0.5,0.7131320789603098,0
98,475428,100861,151131,6138,7925,3905,0.18029482692619028,0.8142137936306516,0,0.5,0.635821932718389,0
99,469416,99105,158899,6012,7768,4009,0.1814042979318184,0.7977457514062631,0,0.5,0.6692751039698371,0
100,463944,96804,166672,5472,7773,3679,0.1719651849878919,0.7834936490538903,0,0.5,0.671744404557842,0
101,458401,94868,174151,5543,7479,3641,0.18008629160534526,0.7716136355893499,0,0.5,0.6529935492948327,0
102,453262,92720,181438,5139,7210,3537,0.17633445591709504,0.7622358709262116,0,0.5,0.6953813936288129,0
103,448362,90406,188652,4900,7214,3333,0.1724948509992391,0.7554630998165487,0,0.5,0.6791717317492584,0
104,443972,87914,195534,4390,6882,3232,0.16028767954177298,0.7513695261579316,0,0.5,0.7378055408766235,0
105,439991,85197,202232,3981,6698,2799,0.14958967976665435,0.75,0,0.5,0.7002621964556626,0
106,435819,82896,208705,4172,6473,3020,0.16689007234484202,0.7513695261579316,0,0.5,0.7233043948849603,0
107,431852,80309,215259,3967,6554,3186,0.15673343771035306,0.7554630998165486,0,0.5,0.8005075829223994,0
108,427956,77922,221542,3896,6283,2624,0.16374000019949317,0.7622358709262116,0,0.5,0.6753873215925816,0
109,424392,75536,227492,3564,5950,2176,0.15710077189216354,0.7716136355893496,0,0.5,0.6063371444240522,0
110,420485,73557,233378,3907,5886,3146,0.1765796856644385,0.7834936490538904,0,0.5,0.7932744657778991,0
111,416956,71308,239156,3529,5778,2788,0.17280578939742564,0.7977457514062631,0,0.5,0.7919149718680067,0
112,413252,69571,244597,3704,5441,2253,0.1787040146983321,0.8142137936306515,0,0.5,0.6139859368798712,0
