Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
0,20746,7,30,2,7,0,2,0,0.270495086453915,0.5582011953330099,0.2700786398449891
1,20744,8,29,4,2,1,2,0,0.27333469530188065,0.5640461686858949,0.27282182288827594
2,20738,13,29,5,6,1,1,1,0.2771191501421378,0.5718382176788313,0.276572511452899
3,20732,15,31,7,6,4,2,1,0.28183189340171105,0.5815425411294682,0.2811946021344568
4,20730,15,32,8,2,2,1,1,0.28745229014000245,0.5931157971735148,0.2867193110022868
5,20720,21,33,11,10,4,3,2,0.29395573319238144,0.6065062968400275,0.2931778854499912
6,20714,24,34,13,6,3,2,2,0.3013137683347696,0.6216542349069027,0.3003714832762293
7,20709,22,39,15,5,7,2,2,0.30949423927521563,0.6384919570055155,0.308437030182671
8,20702,22,42,19,7,7,4,1,0.3184614522417864,0.6569442617815546,0.31729700334256217
9,20694,24,40,27,8,6,8,3,0.32817635990659705,0.6769287367625245,0.3268658649404076
10,20683,33,39,30,11,2,3,1,0.3385967643640609,0.6983561264318556,0.3371143344599411
11,20673,35,41,36,10,8,6,6,0.34967753886797076,0.7211307308657069,0.3479615365122078
12,20663,39,44,39,10,6,3,2,0.3613708680272478,0.7451508331520567,0.3594236206267642
13,20657,37,49,42,6,8,3,4,0.3736265061643878,0.7703091536831259,0.37143346148062284
14,20648,40,50,47,9,6,5,2,0.38639205355385114,0.7964933292921476,0.38401254030608145
15,20638,39,55,53,10,11,6,5,0.399613250279716,0.8235864150945469,0.3969792827411872
16,20627,47,56,55,11,3,2,1,0.41323428748226537,0.851467406792183,0.41031172600716825
17,20608,55,61,61,19,11,6,3,0.4271981358008232,0.8800117811079211,0.4239507311601434
18,20598,50,73,64,10,15,3,6,0.44144689086342753,0.9090920519368146,0.43768763660878107
19,20576,56,85,68,22,16,4,3,0.455922135720458,0.9385783397299982,0.45182026228385824
20,20555,69,90,71,21,8,3,3,0.4705653201656304,0.9683389515682824,0.4658336313556898
21,20536,71,95,83,19,17,12,7,0.48531815692910324,0.9982409693346992,0.47994778521422743
22,20513,79,103,90,23,15,7,2,0.5001230347573657,1.0281508433590791,0.4941316642664067
23,20479,97,109,100,34,16,10,5,0.5149234484045041,1.0579349888832954,0.5081849746029152
24,20457,98,123,107,22,21,7,9,0.5296644455381375,1.0874603826832265,0.5218666432607899
25,20421,115,130,119,36,19,12,12,0.5442930904960898,1.1165951571827633,0.5357038129554249
26,20382,133,137,133,39,21,14,11,0.5587589446979225,1.145209189406417,0.548973606431382
27,20345,143,154,143,37,27,10,13,0.5730145632947307,1.1731746821401148,0.5619043939895694
28,20294,170,167,154,51,24,11,8,0.5870160073007681,1.2003667347045806,0.5745893994964699
29,20246,175,201,163,48,43,9,13,0.6007233699536014,1.2266639007920912,0.5865325989818806
30,20191,192,224,178,55,38,15,14,0.6141013153486244,1.2519487308751647,0.5981763401755232
31,20111,233,242,199,80,39,21,17,0.6271196264316572,1.2761082967646649,0.6091976125706803
32,20037,255,273,220,74,52,21,22,0.6397537581409939,1.299034695974505,0.6190083151298306
33,19948,291,309,237,89,53,17,20,0.6519853897863213,1.3206255336403467,0.6285220714528996
34,19841,333,353,258,107,65,21,30,0.6638029685424276,1.3407843798399175,0.6370720046420181
35,19697,410,388,290,144,67,32,26,0.6752022331157882,1.3594212002724562,0.644536324621138
36,19568,463,440,314,129,76,24,36,0.6861867030999081,1.3764527583737542,0.6502679572267929
37,19430,506,497,352,138,95,38,43,0.6967681151594441,1.3918029870708577,0.6559710597758001
38,19263,557,567,398,167,116,46,48,0.7069667818759912,1.4054033285160803,0.6608787381212657
39,19053,656,637,439,210,111,41,38,0.716811842787195,1.4171930402829946,0.6643226619008774
