Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,864384,976,2516,9684,976,0,237,0,0.37026654441681256,1.0,0,0.0,0.48,0,4.558840374578121
1,854041,1983,2306,19229,1009,1,211,0,0.38859021637527275,1.0,0,0.0,0.48361344537815126,0,4.72719781244807
2,843841,2958,2128,28631,977,1,179,0,0.40882543715031006,1.0,0,0.0,0.4872268907563025,0,4.913961234991835
3,834034,3662,1999,37874,694,1,130,1,0.3320039569905628,1.0,0,0.0,0.49084033613445377,0,3.9442116246277616
4,824342,3377,2806,47050,685,976,169,467,0.3806816719263744,1.0,0,0.0,0.49445378151260505,0,4.469949217135172
5,814306,3516,3581,56186,1134,1009,234,519,0.4349709932490012,1.0,0,0.0,0.4980672268907563,0,5.045231802221802
6,804332,3720,4355,65182,1181,977,203,502,0.37642178716451125,1.0,0,0.0,0.5016806722689076,0,4.312640858083858
7,794377,4299,4793,74135,1270,706,268,353,0.32830740171251654,1.0,0,0.0,0.5052941176470588,0,3.7148435555714676
8,784165,5242,5138,83059,1634,691,346,332,0.3723792043019542,1.0,0,0.0,0.5089075630252101,0,4.1593557526186515
9,774227,5564,5911,91902,1470,1148,375,595,0.3199856320426034,1.0,0,0.0,0.5125210084033613,0,3.528840135424482
10,764169,6093,6690,100665,1697,1181,402,600,0.33439988108883545,1.0,0,0.0,0.5161344537815126,0,3.639893892323236
11,753733,6991,7500,109393,2183,1285,475,633,0.3667421614351615,1.0,0,0.0,0.5197478991596638,0,3.9374183754530825
12,743061,7901,8549,118117,2533,1634,585,852,0.40650902001794437,1.0,0,0.0,0.5233613445378151,0,4.302569039774399
13,732448,9020,9285,126875,2589,1470,734,742,0.3554249730580172,1.0,0,0.0,0.5269747899159664,0,3.708155434762275
14,721893,9955,10136,135644,2645,1710,859,923,0.3471725159952091,1.0,0,0.0,0.5305882352941176,0,3.5698614494924774
15,711639,10232,11576,144182,2459,2183,743,1127,0.29911153327994205,1.0,0,0.0,0.5342016806722689,0,3.031978332418933
16,700847,10802,13200,152787,3107,2544,920,1389,0.3260184213860309,1.0,0,0.0,0.5378151260504201,0,3.2546069866039873
17,689785,11706,14858,161287,3493,2589,931,1351,0.3402225237915624,1.0,0,0.0,0.5414285714285714,0,3.342796982165933
18,678589,12809,16346,169893,3747,2645,1157,1446,0.33066445524463645,1.0,0,0.0,0.5450420168067227,0,3.1961527134897127
19,667392,14218,17446,178581,3869,2460,1360,1340,0.3045462055997627,1.0,0,0.0,0.5486554621848739,0,2.895125422302134
20,655910,15394,19221,187127,4275,3114,1339,1684,0.3143007914176169,1.0,0,0.0,0.5522689075630252,0,2.9364520958499862
21,643911,16817,21464,195460,4916,3493,1250,1938,0.3478245310689208,1.0,0,0.0,0.5558823529411765,0,3.1902098093737155
22,631783,18244,23953,203672,5175,3748,1259,2082,0.3279148833976738,1.0,0,0.0,0.5594957983193277,0,2.950952766443783
23,619614,19729,26127,212189,5347,3869,1695,2204,0.3153306653076982,1.0,0,0.0,0.563109243697479,0,2.783047524584702
24,607170,21192,28811,220486,5753,4290,1606,2384,0.3168839531211669,1.0,0,0.0,0.5667226890756303,0,2.740587962882579
25,594639,22262,31991,228779,5974,4916,1736,2819,0.3060884533181987,1.0,0,0.0,0.5703361344537815,0,2.5925881391682672
26,582325,22980,34940,237426,5893,5175,2226,2993,0.2768579807723522,1.0,0,0.0,0.5739495798319327,0,2.2964430302950793
27,568271,25398,37646,246362,7766,5354,2648,3095,0.344056995842025,1.0,0,0.0,0.5775630252100841,0,2.7849607588675327
28,553138,28646,41043,254855,8996,5753,2356,3408,0.3791557377164448,1.0,0,0.0,0.5811764705882353,0,2.9873377098004523
29,539240,30585,43660,264197,7925,5986,3369,3459,0.31459536610665473,1.0,0,0.0,0.5847899159663865,0,2.416393255437698
30,523873,34249,45615,273958,9544,5893,3938,3445,0.364838327365043,1.0,0,0.0,0.5884033613445379,0,2.7224484518395773
31,509698,34995,50025,282977,8518,7772,3362,4642,0.3141390522377531,1.0,0,0.0,0.5920168067226891,0,2.2806994200892006
32,494969,35233,54641,292866,9225,9001,4385,5340,0.33088315976092525,1.0,0,0.0,0.5956302521008403,0,2.3328448582391146
33,479254,37688,58784,301993,10370,7925,3782,4729,0.3388155531011057,1.0,0,0.0,0.5992436974789916,0,2.3129288750330077
34,462892,39318,64554,310955,11187,9557,3787,5701,0.35721601014483995,1.0,0,0.0,0.6028571428571429,0,2.3552867235283808
35,444739,43968,68342,320683,13155,8518,4730,5251,0.3952409146031886,1.0,0,0.0,0.6064705882352941,0,2.503803858421468
36,429934,44737,72867,330199,10003,9239,4714,5591,0.29823855769925295,1.0,0,0.0,0.6100840336134454,0,1.8264120981168042
37,416863,42785,77844,340245,8428,10380,5403,6416,0.2421833870138488,1.0,0,0.0,0.6136974789915967,0,1.4380397531330342
38,402370,41597,82642,351135,9992,11187,6389,6866,0.28063519175669677,1.0,0,0.0,0.6173109243697479,0,1.6084253798478463
39,387110,39344,89960,361330,10915,13168,5850,8107,0.2961175693347036,1.0,0,0.0,0.6209243697478992,0,1.6327953681964356
40,371142,41124,92460,373018,11788,10008,7508,6302,0.3048010189079254,1.0,0,0.0,0.6245378151260504,0,1.6113493629997555
41,355692,44150,93934,383979,11443,8428,6954,5296,0.3009152360404273,1.0,0,0.0,0.6281512605042017,0,1.5245843893536009
42,340330,45672,96967,394786,11521,9999,6966,6325,0.30577044006952386,1.0,0,0.0,0.631764705882353,0,1.4822754835689447
43,323801,47626,100436,405906,12855,10915,7446,6956,0.35381902237026386,1.0,0,0.0,0.6353781512605042,0,1.6318962985794963
44,310331,45812,105179,416447,9974,11788,7045,7523,0.276417402797058,1.0,0,0.0,0.6389915966386555,0,1.221866439722267
45,296635,44718,109207,427223,10346,11454,7426,7403,0.28440848855833645,1.0,0,0.0,0.6426050420168068,0,1.2017057523631165
46,283636,42993,114967,436187,9796,11521,5761,7332,0.2701150757337373,1.0,0,0.0,0.646218487394958,0,1.0912980255027334
47,270495,40213,119861,447224,10079,12869,7975,8393,0.27638494401232433,1.0,0,0.0,0.6498319327731092,0,1.064895070288836
48,255887,41927,121284,458695,11688,9974,8551,6524,0.330881680693931,1.0,0,0.0,0.6534453781512606,0,1.2060189706078204
49,243717,40974,122519,470583,9407,10360,9125,6804,0.27527147807807917,1.0,0,0.0,0.6570588235294118,0,0.9556090014180686
50,230615,41664,122911,482618,10471,9796,9404,6470,0.3163344726677291,1.0,0,0.0,0.660672268907563,0,1.039123741030077
51,217702,42001,123143,494965,10423,10089,9857,6741,0.3375580614537333,1.0,0,0.0,0.6642857142857143,0,1.0467527162615753
52,204808,40861,125941,506205,10544,11688,8890,7749,0.35266854950045373,1.0,0,0.0,0.6678991596638656,0,1.028837633410948
53,195137,38928,127247,516517,7460,9407,8101,6335,0.2650063934473611,1.0,0,0.0,0.6715126050420168,0,0.7365956828897411
54,183878,37601,128463,527893,9153,10486,9270,7091,0.33657827337862556,1.0,0,0.0,0.675126050420168,0,0.8815542491726336
