Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,434631,615,3999,355,615,0,355,0,0.2615914429283214,1.0,0,0.5,0.6,0,3.232931939017836
1,434082,1164,3682,672,549,0,317,0,0.2803909457318472,1.0261321158169134,0,0.5,0.6008361204013378,0,3.460892359678449
2,433557,1689,3430,924,525,0,252,0,0.2848636119465517,1.05197792270444,0,0.5,0.6016722408026756,0,3.5118463661485184
3,433031,2215,3194,1160,526,0,236,0,0.29691979486252995,1.0772542485937369,0,0.5,0.6025083612040134,0,3.656036046665042
4,432500,2131,3569,1400,531,615,240,361,0.3158102941613906,1.10168416076895,0,0.5,0.6033444816053511,0,3.8838703430619153
5,431864,2218,3796,1722,636,549,322,311,0.34744142921652854,1.125,0,0.5,0.604180602006689,0,4.266590235076401
6,431299,2258,4030,2013,565,525,291,309,0.30223189547239704,1.1469463130731183,0,0.5,0.6050167224080267,0,3.7065603470583874
7,430600,2431,4277,2292,699,526,279,318,0.37026118683293596,1.1672826515897146,0,0.5,0.6058528428093646,0,4.533509640874153
8,429840,2660,4500,2600,760,531,308,323,0.3750974987971476,1.1857862063693485,0,0.5,0.6066889632107023,0,4.584619793077967
9,429021,2843,4813,2923,819,636,323,392,0.3886286135801718,1.2022542485937369,0,0.5,0.6075250836120402,0,4.7409530376131395
10,428120,3179,4957,3344,901,565,374,333,0.38219966330778865,1.2165063509461096,0,0.5,0.6083612040133779,0,4.652733162401344
11,427295,3305,5287,3713,825,699,369,416,0.3598807704987763,1.2283863644106503,0,0.5,0.6091973244147157,0,4.372590247676144
12,426358,3482,5656,4104,937,760,391,468,0.38667374401674864,1.2377641290737884,0,0.5,0.6100334448160535,0,4.687825413770841
13,425222,3799,6064,4515,1136,819,411,498,0.4067069553695126,1.2445369001834514,0,0.5,0.6108695652173913,0,4.9175598548718975
14,424104,4016,6522,4958,1118,901,443,546,0.4038392951642448,1.2486304738420684,0,0.5,0.6117056856187291,0,4.870048351806667
15,422918,4377,6830,5475,1186,825,517,509,0.3812224017892975,1.25,0,0.5,0.6125418060200669,0,4.5844465343473075
16,421713,4645,7279,5963,1205,937,488,589,0.3885702085035351,1.2486304738420684,0,0.5,0.6133779264214047,0,4.659494663860649
17,420475,4747,7827,6551,1238,1136,588,698,0.356382549168035,1.2445369001834514,0,0.5,0.6142140468227425,0,4.260974532570221
18,418887,5217,8324,7172,1588,1118,621,668,0.4202362775819544,1.2377641290737884,0,0.5,0.6150501672240802,0,5.005445678101459
19,417146,5772,8846,7836,1741,1186,664,746,0.4261456943544276,1.2283863644106503,0,0.5,0.6158862876254181,0,5.054736459769451
20,415406,6307,9369,8518,1740,1205,664,749,0.4073592868734489,1.2165063509461096,0,0.5,0.6167224080267558,0,4.811746244396949
21,413669,6806,9892,9233,1737,1238,715,734,0.39113051813386734,1.2022542485937369,0,0.5,0.6175585284280937,0,4.600732777124623
22,411831,7056,10755,9958,1838,1588,725,984,0.4067314845088309,1.1857862063693485,0,0.5,0.6183946488294314,0,4.762984360690297
23,409780,7366,11670,10784,2051,1741,826,1063,0.4144158483937801,1.1672826515897146,0,0.5,0.6192307692307693,0,4.828802500989627
24,407577,7829,12500,11694,2203,1740,910,1061,0.4079534281778434,1.1469463130731183,0,0.5,0.620066889632107,0,4.727946837933374
25,405003,8666,13289,12642,2574,1737,948,1059,0.430550732259675,1.125,0,0.5,0.6209030100334448,0,4.958323993896871
26,402659,9172,14137,13632,2344,1838,990,1158,0.38025868108002964,1.10168416076895,0,0.5,0.6217391304347826,0,4.353804033922987
27,400216,9564,15078,14742,2443,2051,1110,1313,0.39537379942477774,1.0772542485937369,0,0.5,0.6225752508361204,0,4.499400605965276
28,397561,10016,16130,15893,2655,2203,1151,1381,0.3997826280060184,1.05197792270444,0,0.5,0.6234113712374582,0,4.519392099997176
29,394773,10230,17477,17120,2788,2574,1227,1614,0.3891382864768158,1.0261321158169132,0,0.5,0.624247491638796,0,4.368212260217017
30,391710,10949,18488,18453,3063,2344,1315,1508,0.3969953466129034,1.0000000000000002,0,0.5,0.6250836120401337,0,4.421833690336112
31,388727,11489,19417,19967,2983,2443,1514,1541,0.3645711285554045,0.9738678841830868,0,0.5,0.6259197324414716,0,4.029761177489671
32,385569,11992,20628,21411,3158,2655,1444,1693,0.37275444780898553,0.9480220772955602,0,0.5,0.6267558528428093,0,4.086742484282949
33,382401,12372,21850,22977,3168,2788,1566,1750,0.35838115808089155,0.9227457514062631,0,0.5,0.6275919732441472,0,3.8968753762309776
34,379069,12641,23180,24710,3332,3063,1733,1920,0.3498030946599828,0.89831583923105,0,0.5,0.6284280936454849,0,3.770459204096481
35,375748,12979,24367,26506,3321,2983,1796,1848,0.328831658058197,0.8750000000000001,0,0.5,0.6292642140468228,0,3.513359811534673
36,372093,13476,25695,28336,3655,3158,1830,1986,0.3456343612142911,0.8530536869268818,0,0.5,0.6301003344481605,0,3.656964466768346
37,368666,13735,26894,30305,3427,3168,1969,2002,0.3175970536409514,0.8327173484102854,0,0.5,0.6309364548494983,0,3.3293686128751987
38,365062,14007,28148,32383,3604,3332,2078,2168,0.32568435137192897,0.8142137936306515,0,0.5,0.6317725752508361,0,3.3807717436459037
39,361136,14612,29229,34623,3926,3321,2240,2083,0.3434377187899621,0.7977457514062631,0,0.5,0.6326086956521739,0,3.526720996728041
40,357420,14673,30616,36891,3716,3655,2260,2313,0.3083270963847522,0.7834936490538904,0,0.5,0.6334448160535117,0,3.133595052031339
41,353401,15265,31690,39244,4019,3427,2353,2170,0.32691130420724523,0.7716136355893499,0,0.5,0.6342809364548495,0,3.2851109479681715
42,349512,15550,32888,41650,3889,3604,2406,2280,0.3071352585011527,0.7622358709262116,0,0.5,0.6351170568561872,0,3.0524186325425067
43,345287,15849,34306,44158,4225,3926,2508,2528,0.3202946331618169,0.7554630998165486,0,0.5,0.6359531772575251,0,3.1447217072493254
44,341642,15778,35367,46813,3645,3716,2655,2371,0.27370338215836965,0.7513695261579316,0,0.5,0.6367892976588628,0,2.6589106826475692
45,337085,16316,36678,49521,4557,4019,2708,2614,0.32256469052128434,0.75,0,0.5,0.6376254180602007,0,3.091779990456299
46,332721,16791,37729,52359,4364,3889,2838,2505,0.32226896924553294,0.7513695261579316,0,0.5,0.6384615384615384,0,3.0489551215975594
47,328034,17253,39195,55118,4687,4225,2759,2677,0.3251123686061364,0.7554630998165486,0,0.5,0.6392976588628763,0,3.032527033762095
48,323416,18226,39884,58074,4618,3645,2956,2306,0.31033940553414546,0.7622358709262116,0,0.5,0.640133779264214,0,2.8539788779638076
49,318337,18748,41472,61043,5079,4557,2969,2948,0.34722614036960775,0.7716136355893497,0,0.5,0.6409698996655518,0,3.1430541357722883
50,312802,19919,42722,64157,5535,4364,3105,2789,0.36738854577673524,0.7834936490538904,0,0.5,0.6418060200668896,0,3.2677397604656027
51,307602,20432,44150,67416,5200,4687,3259,2962,0.3430017856329411,0.7977457514062631,0,0.5,0.6426421404682274,0,3.000114742500681
52,301809,21607,45314,70870,5793,4618,3454,2977,0.377451156222995,0.8142137936306515,0,0.5,0.6434782608695652,0,3.239256028449326
53,296515,21822,46858,74405,5294,5079,3535,3260,0.3543286026261758,0.8327173484102854,0,0.5,0.644314381270903,0,2.987481392393668
54,290173,22629,48919,77879,6342,5535,3474,3628,0.4143674887813775,0.8530536869268817,0,0.5,0.6451505016722408,0,3.4189677355026915
55,282954,24648,50362,81636,7219,5200,3757,3420,0.44855626594569625,0.8750000000000001,0,0.5,0.6459866220735786,0,3.608985147702415
56,276070,25739,52333,85458,6884,5793,3822,3765,0.4295580128006113,0.89831583923105,0,0.5,0.6468227424749163,0,3.3720450578328243
57,269238,27277,53661,89424,6832,5294,3966,3442,0.4250846152115387,0.9227457514062631,0,0.5,0.6476588628762542,0,3.254348601863178
58,261570,28603,55947,93480,7668,6342,4056,4141,0.47244939929035945,0.9480220772955602,0,0.5,0.6484949832775919,0,3.513949879787856
59,254006,28948,58880,97766,7564,7219,4286,4684,0.4663235736102184,0.9738678841830867,0,0.5,0.6493311036789298,0,3.368089901001966
60,246109,29961,61140,102390,7897,6884,4577,4364,0.46970900690117906,0.9999999999999997,0,0.5,0.6501672240802675,0,3.2870681864036135
61,238002,31236,63192,107170,8107,6832,4780,4474,0.4828312393371697,1.0261321158169132,0,0.5,0.6510033444816054,0,3.267595559165294
62,228790,32780,66049,111981,9212,7668,4811,4943,0.5457411609993651,1.0519779227044397,0,0.5,0.6518394648829431,0,3.550390133787669
63,219286,34720,68624,116970,9504,7564,4989,5035,0.5536676450245941,1.0772542485937369,0,0.5,0.6526755852842809,0,3.4523306189394662
64,210143,35966,71180,122311,9143,7897,5341,5158,0.5467971256098817,1.1016841607689498,0,0.5,0.6535117056856187,0,3.267333609162801
65,199861,38141,73759,127839,10282,8107,5528,5357,0.6224926620638492,1.1249999999999998,0,0.5,0.6543478260869565,0,3.537648030389643
66,189522,39268,77483,133327,10339,9212,5488,6009,0.62717767814168,1.1469463130731183,0,0.5,0.6551839464882943,0,3.379889897542296
67,179938,39348,81080,139234,9584,9504,5907,6165,0.5946875687737483,1.1672826515897143,0,0.5,0.6560200668896321,0,3.0427346380235076
68,169498,40645,84059,145398,10440,9143,6164,6025,0.6516748062200179,1.1857862063693485,0,0.5,0.6568561872909698,0,3.140854649245922
69,159876,39985,87954,151785,9622,10282,6387,6830,0.6149698195068719,1.2022542485937369,0,0.5,0.6576923076923077,0,2.795692529102612
70,150628,38894,91553,158525,9248,10339,6711,6851,0.5971241012269694,1.2165063509461096,0,0.5,0.6585284280936454,0,2.5575412056305713
71,141422,38516,94175,165487,9206,9584,6962,6276,0.5976643801917778,1.2283863644106503,0,0.5,0.6593645484949833,0,2.4034034342436756
72,132713,36785,97319,172783,8709,10440,7296,6859,0.5902668328594963,1.2377641290737884,0,0.5,0.660200668896321,0,2.2274818638899663
73,123502,36374,99474,180250,9211,9622,7467,6285,0.6593112799523607,1.2445369001834514,0,0.5,0.6610367892976589,0,2.315350935415049
74,114215,36413,100872,188100,9287,9248,7850,6191,0.6954558868741744,1.2486304738420684,0,0.5,0.6618729096989966,0,2.2586298373331957
75,105579,35843,102283,195895,8636,9206,7795,6169,0.6912859523170244,1.25,0,0.5,0.6627090301003344,0,2.0753321075886917
76,97851,34862,103134,203753,7728,8709,7858,5816,0.6615122495736113,1.2486304738420684,0,0.5,0.6635451505016722,0,1.8405833465942745
77,90516,32986,104630,211468,7335,9211,7715,6118,0.6547713308169887,1.2445369001834514,0,0.5,0.66438127090301,0,1.6852616520766193
78,83930,30285,105924,219461,6586,9287,7993,6187,0.6432193680090885,1.2377641290737884,0,0.5,0.6652173913043478,0,1.5350717003242378
79,77677,27902,106399,227622,6253,8636,8161,5786,0.6506286779719044,1.22838636441065,0,0.5,0.6660535117056856,0,1.4370701722822912
80,72085,25766,105816,235933,5592,7728,8240,5141,0.6106409306423745,1.2165063509461098,0,0.5,0.6668896321070233,0,1.251650690552649
81,66286,24230,104915,244169,5799,7335,8236,4808,0.7023280347743261,1.2022542485937369,0,0.5,0.6677257525083612,0,1.3237749122227873
82,61178,22752,103299,252371,5108,6586,8202,4403,0.666857158365806,1.1857862063693487,0,0.5,0.6685618729096989,0,1.1600599190884688
83,56762,20915,101552,260371,4416,6253,8000,4216,0.6228463085998398,1.1672826515897143,0,0.5,0.6693979933110368,0,1.0052889606672006
84,52950,19135,99414,268101,3812,5592,7730,3776,0.6005253790129768,1.1469463130731183,0,0.5,0.6702341137123745,0,0.9041690974390674
85,49488,16798,97607,275707,3462,5799,7606,3850,0.5936971917064732,1.125,0,0.5,0.6710702341137124,0,0.8354437734067887
86,46127,15051,95055,283367,3361,5108,7660,3459,0.6222572427704739,1.1016841607689503,0,0.5,0.6719063545150501,0,0.8161641218515028
87,43259,13503,92079,290759,2868,4416,7392,2970,0.6023648619873957,1.0772542485937369,0,0.5,0.672742474916388,0,0.7409492028182652
88,40598,12352,88905,297745,2661,3812,6986,2518,0.6102149118096819,1.0519779227044401,0,0.5,0.6735785953177257,0,0.7044331491597323
89,38252,11236,85632,304480,2346,3462,6735,2305,0.6010648160829244,1.0261321158169132,0,0.5,0.6744147157190635,0,0.65377420793915
90,36199,9928,82454,311019,2053,3361,6522,2272,0.5718907532645295,1.0,0,0.5,0.6752508361204013,0,0.5886565450814009
91,34402,8857,78868,317473,1797,2868,6454,1953,0.5516495912865925,0.9738678841830866,0,0.5,0.6760869565217391,0,0.5396340206847519
92,32853,7745,75440,323562,1549,2661,6089,1808,0.5074485966836639,0.9480220772955604,0,0.5,0.676923076923077,0,0.47404483470337844
93,31424,6828,71929,329419,1429,2346,5857,1584,0.523785908441022,0.9227457514062632,0,0.5,0.6777591973244147,0,0.46802344139134083
94,30190,6009,68308,335093,1234,2053,5674,1406,0.46464955492596094,0.89831583923105,0,0.5,0.6785953177257524,0,0.3988788120795826
95,29031,5371,64805,340393,1159,1797,5300,1230,0.5156471635144889,0.8749999999999998,0,0.5,0.6794314381270903,0,0.4256640356002368
96,28087,4766,61352,345395,944,1549,5002,1052,0.45393490620443916,0.8530536869268818,0,0.5,0.6802675585284281,0,0.3625361041447931
