Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Reporting_Prob
0,9990,10,0,0,0,0,0.3,1.0,0,0.6
1,9986,13,1,4,1,1,0.30783963474507403,1.0261321158169134,0,0.6013966480446927
2,9981,18,1,5,0,1,0.315593376811332,1.05197792270444,0,0.6027932960893855
3,9974,22,4,7,3,6,0.32317627457812104,1.0772542485937369,0,0.6041899441340782
4,9967,27,6,7,2,2,0.330505248230685,1.10168416076895,0,0.605586592178771
5,9957,33,10,10,4,6,0.33749999999999997,1.125,0,0.6069832402234636
6,9948,39,13,9,3,8,0.3440838939219355,1.1469463130731183,0,0.6083798882681564
7,9931,52,17,17,4,9,0.35018479547691433,1.1672826515897146,0,0.6097765363128491
8,9914,60,26,17,9,8,0.35573586191080453,1.1857862063693485,0,0.6111731843575419
9,9889,81,30,25,4,16,0.36067627457812107,1.2022542485937369,0,0.6125698324022346
10,9869,96,35,20,5,11,0.36495190528383287,1.2165063509461096,0,0.6139664804469274
11,9831,125,44,38,9,26,0.36851590932319506,1.2283863644106503,0,0.6153631284916201
12,9788,159,53,43,9,25,0.3713292387221365,1.2377641290737884,0,0.6167597765363129
13,9730,200,70,58,17,38,0.37336107005503544,1.2445369001834514,0,0.6181564245810056
14,9651,258,91,79,21,48,0.3745891421526205,1.2486304738420684,0,0.6195530726256983
15,9572,311,117,79,26,47,0.375,1.25,0,0.620949720670391
16,9456,397,147,116,30,70,0.3745891421526205,1.2486304738420684,0,0.6223463687150838
17,9328,491,181,128,34,79,0.37336107005503544,1.2445369001834514,0,0.6237430167597765
18,9145,630,225,183,44,116,0.3713292387221365,1.2377641290737884,0,0.6251396648044693
19,8933,773,294,212,69,134,0.36851590932319506,1.2283863644106503,0,0.626536312849162
20,8699,936,365,234,71,153,0.36495190528383287,1.2165063509461096,0,0.6279329608938548
21,8401,1146,453,298,88,179,0.36067627457812107,1.2022542485937369,0,0.6293296089385475
22,8093,1364,543,308,90,202,0.35573586191080453,1.1857862063693485,0,0.6307262569832403
23,7701,1641,658,392,115,238,0.35018479547691433,1.1672826515897146,0,0.6321229050279329
24,7284,1914,802,417,144,262,0.3440838939219355,1.1469463130731183,0,0.6335195530726256
25,6821,2202,977,463,175,302,0.33749999999999997,1.125,0,0.6349162011173184
26,6329,2496,1175,492,198,326,0.330505248230685,1.10168416076895,0,0.6363128491620111
27,5818,2745,1437,511,262,301,0.32317627457812104,1.0772542485937369,0,0.6377094972067039
28,5347,2948,1705,471,268,324,0.315593376811332,1.05197792270444,0,0.6391061452513966
29,4867,3149,1984,480,279,294,0.307839634745074,1.0261321158169132,0,0.6405027932960894
30,4443,3290,2267,424,283,276,0.30000000000000004,1.0000000000000002,0,0.6418994413407821
31,4065,3345,2590,378,323,233,0.292160365254926,0.9738678841830868,0,0.6432960893854749
32,3715,3380,2905,350,315,234,0.28440662318866805,0.9480220772955602,0,0.6446927374301675
33,3377,3409,3214,338,309,209,0.27682372542187894,0.9227457514062631,0,0.6460893854748603
34,3066,3410,3524,311,310,212,0.269494751769315,0.89831583923105,0,0.647486033519553
35,2802,3349,3849,264,325,170,0.2625,0.8750000000000001,0,0.6488826815642458
36,2555,3285,4160,247,311,167,0.25591610607806453,0.8530536869268818,0,0.6502793296089385
37,2362,3182,4456,193,296,124,0.24981520452308562,0.8327173484102854,0,0.6516759776536313
38,2215,3028,4757,147,301,99,0.24426413808919545,0.8142137936306515,0,0.653072625698324
39,2073,2855,5072,142,315,94,0.23932372542187894,0.7977457514062631,0,0.6544692737430168
40,1915,2774,5311,158,239,105,0.2350480947161671,0.7834936490538904,0,0.6558659217877095
41,1798,2625,5577,117,266,73,0.23148409067680498,0.7716136355893499,0,0.6572625698324022
42,1684,2501,5815,114,238,68,0.22867076127786345,0.7622358709262116,0,0.6586592178770949
43,1600,2364,6036,84,221,58,0.22663892994496457,0.7554630998165486,0,0.6600558659217877
44,1527,2213,6260,73,224,52,0.22541085784737946,0.7513695261579316,0,0.6614525139664804
45,1450,2082,6468,77,208,58,0.22499999999999998,0.75,0,0.6628491620111732
46,1377,1959,6664,73,196,44,0.22541085784737946,0.7513695261579316,0,0.6642458100558659
47,1319,1828,6853,58,189,38,0.22663892994496457,0.7554630998165486,0,0.6656424581005587
48,1255,1716,7029,64,176,47,0.22867076127786345,0.7622358709262116,0,0.6670391061452514
49,1229,1555,7216,26,187,16,0.2314840906768049,0.7716136355893497,0,0.6684357541899442
50,1187,1449,7364,42,148,28,0.2350480947161671,0.7834936490538904,0,0.6698324022346368
51,1144,1349,7507,43,143,29,0.23932372542187894,0.7977457514062631,0,0.6712290502793296
52,1114,1246,7640,30,133,21,0.24426413808919545,0.8142137936306515,0,0.6726256983240223
53,1077,1173,7750,37,110,21,0.24981520452308562,0.8327173484102854,0,0.674022346368715
54,1049,1088,7863,28,113,18,0.2559161060780645,0.8530536869268817,0,0.6754189944134078
55,1015,1013,7972,34,109,25,0.2625,0.8750000000000001,0,0.6768156424581006
56,985,952,8063,30,91,18,0.269494751769315,0.89831583923105,0,0.6782122905027933
57,965,890,8145,20,82,12,0.27682372542187894,0.9227457514062631,0,0.679608938547486
58,947,807,8246,18,101,12,0.28440662318866805,0.9480220772955602,0,0.6810055865921787
59,921,758,8321,26,75,21,0.292160365254926,0.9738678841830867,0,0.6824022346368714
60,899,711,8390,22,69,15,0.2999999999999999,0.9999999999999997,0,0.6837988826815642
61,880,655,8465,19,75,13,0.307839634745074,1.0261321158169132,0,0.6851955307262569
62,856,615,8529,24,64,19,0.31559337681133187,1.0519779227044397,0,0.6865921787709497
63,838,573,8589,18,60,12,0.32317627457812104,1.0772542485937369,0,0.6879888268156424
64,824,530,8646,14,57,11,0.33050524823068494,1.1016841607689498,0,0.6893854748603352
65,813,497,8690,11,44,8,0.3374999999999999,1.1249999999999998,0,0.6907821229050279
66,800,451,8749,13,59,9,0.3440838939219355,1.1469463130731183,0,0.6921787709497207
67,789,430,8781,11,32,9,0.3501847954769143,1.1672826515897143,0,0.6935754189944134
68,776,399,8825,13,44,9,0.35573586191080453,1.1857862063693485,0,0.6949720670391061
69,762,373,8865,14,40,10,0.36067627457812107,1.2022542485937369,0,0.6963687150837988
70,759,331,8910,3,45,3,0.14598076211353314,1.2165063509461096,1,0.6977653631284916
71,749,307,8944,10,34,5,0.14740636372927804,1.2283863644106503,1,0.6991620111731843
72,749,281,8970,0,26,0,0.14853169548885461,1.2377641290737884,1,0.7005586592178771
73,748,252,9000,1,30,1,0.14934442802201417,1.2445369001834514,1,0.7019553072625698
74,743,231,9026,5,26,5,0.14983565686104822,1.2486304738420684,1,0.7033519553072626
75,743,216,9041,0,15,0,0.15000000000000002,1.25,1,0.7047486033519553
76,740,195,9065,3,24,3,0.14983565686104822,1.2486304738420684,1,0.706145251396648
77,736,187,9077,4,12,2,0.14934442802201417,1.2445369001834514,1,0.7075418994413407
78,732,170,9098,4,21,2,0.14853169548885461,1.2377641290737884,1,0.7089385474860335
79,729,163,9108,3,10,3,0.147406363729278,1.22838636441065,1,0.7103351955307262
80,729,148,9123,0,15,0,0.14598076211353317,1.2165063509461098,1,0.711731843575419
81,727,135,9138,2,15,1,0.14427050983124842,1.2022542485937369,1,0.7131284916201117
82,727,120,9153,0,15,0,0.14229434476432185,1.1857862063693487,1,0.7145251396648045
83,727,111,9162,0,9,0,0.14007391819076573,1.1672826515897143,1,0.7159217877094972
84,725,96,9179,2,17,1,0.1376335575687742,1.1469463130731183,1,0.71731843575419
85,725,86,9189,0,10,0,0.13499999999999998,1.125,1,0.7187150837988827
86,725,75,9200,0,11,0,0.13220209929227403,1.1016841607689503,1,0.7201117318435754
87,724,71,9205,1,5,1,0.1292705098312484,1.0772542485937369,1,0.7215083798882681
88,724,59,9217,0,12,0,0.12623735072453282,1.0519779227044401,1,0.7229050279329609
89,724,52,9224,0,7,0,0.1231358538980296,1.0261321158169132,1,0.7243016759776536
90,724,47,9229,0,5,0,0.12,1.0,1,0.7256983240223464
91,724,39,9237,0,8,0,0.11686414610197038,0.9738678841830866,1,0.7270949720670391
92,724,35,9241,0,4,0,0.11376264927546725,0.9480220772955604,1,0.7284916201117319
93,724,31,9245,0,4,0,0.11072949016875158,0.9227457514062632,1,0.7298882681564246
94,723,31,9246,1,1,1,0.10779790070772599,0.89831583923105,1,0.7312849162011172
95,723,28,9249,0,3,0,0.10499999999999997,0.8749999999999998,1,0.73268156424581
96,723,27,9250,0,1,0,0.10236644243122582,0.8530536869268818,1,0.7340782122905027
97,723,25,9252,0,2,0,0.09992608180923429,0.8327173484102858,1,0.7354748603351955
98,723,22,9255,0,3,0,0.0977056552356782,0.8142137936306516,1,0.7368715083798882
99,723,20,9257,0,2,0,0.09572949016875158,0.7977457514062631,1,0.738268156424581
100,723,19,9258,0,1,0,0.09401923788646684,0.7834936490538903,1,0.7396648044692737
101,723,18,9259,0,1,0,0.23148409067680498,0.7716136355893499,0,0.7410614525139665
102,723,17,9260,0,1,0,0.22867076127786345,0.7622358709262116,0,0.7424581005586592
103,723,16,9261,0,1,0,0.2266389299449646,0.7554630998165487,0,0.743854748603352
104,723,14,9263,0,2,0,0.22541085784737946,0.7513695261579316,0,0.7452513966480447
105,723,12,9265,0,2,0,0.22499999999999998,0.75,0,0.7466480446927374
106,723,11,9266,0,1,0,0.22541085784737946,0.7513695261579316,0,0.7480446927374301
107,723,10,9267,0,1,0,0.22663892994496457,0.7554630998165486,0,0.7494413407821229
108,723,9,9268,0,1,0,0.22867076127786345,0.7622358709262116,0,0.7508379888268156
109,723,8,9269,0,1,0,0.23148409067680487,0.7716136355893496,0,0.7522346368715084
110,723,6,9271,0,2,0,0.2350480947161671,0.7834936490538904,0,0.7536312849162011
111,722,7,9271,1,0,1,0.23932372542187894,0.7977457514062631,0,0.7550279329608939
112,722,7,9271,0,0,0,0.24426413808919545,0.8142137936306515,0,0.7564245810055865
113,722,7,9271,0,0,0,0.24981520452308556,0.8327173484102852,0,0.7578212290502793
114,722,7,9271,0,0,0,0.2559161060780645,0.8530536869268817,0,0.759217877094972
115,722,7,9271,0,0,0,0.2625,0.875,0,0.7606145251396648
116,722,7,9271,0,0,0,0.26949475176931503,0.8983158392310501,0,0.7620111731843575
117,722,7,9271,0,0,0,0.2768237254218789,0.922745751406263,0,0.7634078212290503
118,722,7,9271,0,0,0,0.28440662318866805,0.9480220772955602,0,0.764804469273743
119,722,6,9272,0,1,0,0.2921603652549259,0.9738678841830863,0,0.7662011173184358
120,722,6,9272,0,0,0,0.2999999999999998,0.9999999999999994,0,0.7675977653631285
121,722,6,9272,0,0,0,0.30783963474507403,1.0261321158169134,0,0.7689944134078213
122,722,4,9274,0,2,0,0.3155933768113318,1.0519779227044395,0,0.770391061452514
123,721,4,9275,1,1,1,0.323176274578121,1.0772542485937366,0,0.7717877094972067
124,721,3,9276,0,1,0,0.3305052482306849,1.1016841607689496,0,0.7731843575418994
125,721,3,9276,0,0,0,0.3374999999999999,1.1249999999999998,0,0.7745810055865922
126,721,3,9276,0,0,0,0.34408389392193545,1.1469463130731181,0,0.7759776536312849
127,721,3,9276,0,0,0,0.35018479547691433,1.1672826515897146,0,0.7773743016759777
128,721,2,9277,0,1,0,0.3557358619108045,1.1857862063693483,0,0.7787709497206704
129,720,3,9277,1,0,0,0.36067627457812107,1.2022542485937369,0,0.7801675977653632
130,719,4,9277,1,0,1,0.3649519052838328,1.2165063509461094,0,0.7815642458100558
131,719,4,9277,0,0,0,0.36851590932319506,1.2283863644106503,0,0.7829608938547485
132,719,4,9277,0,0,0,0.3713292387221365,1.2377641290737884,0,0.7843575418994413
133,719,4,9277,0,0,0,0.37336107005503544,1.2445369001834514,0,0.785754189944134
134,719,3,9278,0,1,0,0.3745891421526205,1.2486304738420684,0,0.7871508379888268
135,719,3,9278,0,0,0,0.375,1.25,0,0.7885474860335195
136,719,3,9278,0,0,0,0.3745891421526205,1.2486304738420684,0,0.7899441340782123
