Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
0,901759,451,908,6599,446,3,65,1,0.4440775693155335,1.0,0.4436040604877259
1,894867,630,1079,13147,406,233,62,85,0.44408947967556706,1.0,0.4402085558159364
2,887936,819,1306,19668,494,311,84,113,0.4441032185303401,1.0,0.43685762684175916
3,880976,961,1642,26157,575,440,104,135,0.44411906650082994,1.0,0.43348950865879193
4,873893,1205,2011,32628,747,504,135,168,0.4441373472447761,1.0,0.4301093466441619
5,866721,1512,2456,39057,885,587,142,192,0.44415843404685035,1.0,0.42667154706010846
6,859400,1878,2993,45478,1087,724,187,270,0.4441827574146427,1.0,0.42319304710536726
7,851957,2200,3714,51878,1261,939,218,318,0.444210813832879,1.0,0.41964493415803983
8,844214,2715,4511,58315,1613,1104,307,366,0.4442431758510051,1.0,0.4160408255480541
9,836205,3289,5516,64752,1937,1370,365,466,0.4442805037052833,1.0,0.4122942843866028
10,827891,3943,6750,71188,2301,1657,423,562,0.44432355870622814,1.0,0.4084224531228574
11,819044,4864,8196,77676,2894,1981,535,640,0.4443732186560832,1.0,0.40440689095788146
12,809721,5878,9983,84199,3433,2420,633,844,0.44443049559957576,1.0,0.4001368908495562
13,799797,7072,12123,90799,4098,2914,774,1007,0.4444965562549594,1.0,0.39564101930103135
14,789024,8546,14790,97433,5019,3547,880,1223,0.4445727455219312,1.0,0.3908589979325301
15,777485,10156,17938,104214,5864,4254,1106,1467,0.4446606135189814,1.0,0.3856704681620175
16,764798,12158,21667,111173,7095,5096,1367,1721,0.44476194666569396,1.0,0.3801168748505039
17,750954,14521,26042,118289,8343,5990,1615,2046,0.4448788033960143,1.0,0.3740123699772839
18,735495,17239,31375,125698,10056,7339,2006,2468,0.4450135551669973,1.0,0.367353416649585
19,718617,20155,37593,133446,11588,8676,2458,2938,0.4451689335143784,1.0,0.35991676981887366
20,699718,23822,44754,141527,13730,10073,2912,3471,0.44534808400154696,1.0,0.3517989863582087
21,678766,27821,53274,149964,15919,11924,3404,4062,0.4455546280118586,1.0,0.3427058468182701
22,655633,32080,63127,158992,18252,14000,4147,4819,0.4457927334449146,1.0,0.3326216960692605
23,630285,36692,74288,168568,20635,16024,4863,5644,0.4460671954938524,1.0,0.32148343435452537
24,602359,41677,86883,178923,23392,18416,5821,6384,0.4463835288002271,1.0,0.3092734516750424
25,574126,44614,101141,189961,23899,20962,6704,7366,0.44674807240161357,1.0,0.2958118718664579
26,555305,37151,115406,201986,14692,22161,7896,7781,0.44716810899853154,1.0,0.28221204555180934
27,535147,34756,125035,214917,16167,18569,8940,6621,0.44765200016298584,1.0,0.2732559466274455
28,514347,34148,132919,228441,16952,17560,9676,6051,0.44820933917858513,1.0,0.26366440612701675
29,493331,34322,139645,242557,17317,17143,10417,6144,0.4488511232250602,1.0,0.2537792070623024
30,472372,34528,146071,256890,17413,17213,10787,6108,0.44958994657539825,1.0,0.24381055692973005
31,451579,34618,152142,271531,17398,17317,11246,6183,0.4504402163316202,1.0,0.2338938560231899
32,430853,34724,157679,286620,17481,17381,11844,6136,0.45141839194602734,1.0,0.22408381803037575
33,410677,34468,162783,301955,17079,17342,12238,6264,0.4525432493077492,1.0,0.21433185402583865
34,390633,34527,167397,317333,17091,17039,12425,6123,0.4538361694552307,1.0,0.2048787871323311
35,371244,33730,171918,333001,16583,17383,12862,6156,0.45532145092381576,1.0,0.19551701075698155
36,352212,33418,175418,348846,16364,16677,13177,5976,0.45702664325633996,1.0,0.18650843198105843
37,333563,32713,178663,364955,16119,16824,13579,6009,0.45898289717823376,1.0,0.17770439138333255
38,315909,31586,181350,381056,15258,16392,13705,5772,0.4612253242351729,1.0,0.1691174901291039
39,298721,30681,183188,397312,14920,15826,13988,5673,0.4637933551673962,1.0,0.16105864077147417
40,282271,29466,184722,413451,14304,15527,13993,5598,0.4667310818058729,1.0,0.15326041128331386
41,266592,28474,185376,429471,13651,14646,13992,5260,0.47008756169437765,1.0,0.1458621230822534
42,251571,27289,185583,445470,13106,14291,14084,5217,0.4739170578881839,1.0,0.13888231983692226
43,237265,26202,184981,461468,12500,13590,14192,4902,0.4782791784666455,1.0,0.13226336246649475
44,223706,25015,183740,477461,11854,13047,14288,4601,0.48323887139097493,1.0,0.1260355463346847
45,211035,23607,182080,493203,11067,12478,14138,4579,0.488866220847014,1.0,0.12021680207715006
46,199009,22568,179696,508656,10511,11554,13938,4200,0.49523598188504386,1.0,0.11488522751463405
47,187560,21347,177054,523970,10022,11245,13887,4202,0.5024267822099909,1.0,0.1099114678439238
48,176672,20199,174192,538875,9543,10698,13560,3986,0.5105199151523091,1.0,0.105256862673632
49,166286,19197,171013,553448,9118,10126,13305,3655,0.5195976485521053,1.0,0.10090958291607267
50,156736,18092,167296,567828,8359,9472,13189,3517,0.5297409834937582,1.0,0.09683152434596456
51,147582,17205,163367,581801,8031,8921,12850,3250,0.5410268178932003,1.0,0.09321484049218885
52,139039,16114,159346,595458,7486,8579,12600,3168,0.5535245061435151,1.0,0.08979822521891313
53,130949,15234,155192,608592,7095,7985,12139,3079,0.5672918597837774,1.0,0.08670431192004983
54,123443,14173,150960,621393,6568,7631,11863,2898,0.582370705912515,1.0,0.08382995174120288
55,116348,13292,146338,634001,6211,7102,11724,2617,0.5987822069445655,1.0,0.0812517760864826
56,109656,12556,141650,646120,5860,6599,11287,2464,0.6165222398258418,1.0,0.078850631970506
57,103487,11685,136951,657869,5385,6266,10965,2347,0.635557222135617,1.0,0.07660984199398184
58,97626,10978,132306,669088,5120,5833,10478,2158,0.6558208388446554,1.0,0.07460510025680393
59,92072,10344,127593,679991,4856,5492,10205,2108,0.6772121463337645,1.0,0.07267545225778803
60,86926,9684,123026,690371,4490,5157,9724,1983,0.6995954905317615,1.0,0.07080633038063858
61,81934,9218,118271,700584,4372,4838,9593,1853,0.7228025618125077,1.0,0.06906641078423324
62,77271,8673,113734,710338,4078,4632,9169,1807,0.7466367217824517,1.0,0.06724670544374453
63,72936,8078,109311,719695,3786,4385,8808,1623,0.7708794944422835,1.0,0.06547877333856178
64,68908,7527,104917,728675,3506,4064,8458,1542,0.7952988512022637,1.0,0.06376315614255582
65,65156,6947,100775,737154,3262,3847,7989,1491,0.8196586815276604,1.0,0.062086931564608046
66,61596,6588,96525,745327,3095,3458,7708,1307,0.8437286746712553,1.0,0.0604302975202843
67,58262,6157,92543,753084,2898,3339,7321,1297,0.8672937772966202,1.0,0.05872408375245558
68,54276,6634,88475,760666,3572,3100,7168,1174,0.8901624494572712,1.0,0.05701014789375452
69,49448,7889,84886,767831,4442,3190,6779,1219,0.9121731046261464,1.0,0.05442301596080584
70,44823,8241,82324,774672,4273,3927,6489,1497,0.9331983539038408,1.0,0.050724783643821394
71,40665,7999,80111,781289,3840,4086,6299,1599,0.9531469340473205,1.0,0.04696326520327165
72,36829,7505,78055,787677,3550,4046,6102,1603,0.9719634379185472,1.0,0.04344784233524976
73,33472,6871,75872,793859,3096,3738,5921,1434,0.9896261496928381,1.0,0.04006439583101579
74,30508,6164,73478,799924,2729,3436,5830,1332,1.0061433978067529,1.0,0.03702022494158861
75,27714,5668,70899,805797,2580,3080,5659,1184,1.0215488754436457,1.0,0.03425866193698726
76,25264,5051,68314,811453,2256,2877,5462,1099,1.0358963539624784,1.0,0.031558258249304035
77,23108,4505,65612,816865,1981,2535,5237,933,1.049254149174587,1.0,0.029139380642322726
78,21124,4090,62823,822058,1824,2244,5033,933,1.0616996156384406,1.0,0.02696879410687713
79,19382,3641,59993,827086,1594,2050,4880,806,1.0733138595816027,1.0,0.0249230050156718
80,17840,3256,57207,831804,1408,1798,4584,711,1.084176791276706,1.0,0.02309916090587772
81,16448,2915,54405,836342,1271,1615,4417,600,1.094362591763648,1.0,0.0214611800444576
82,15207,2575,51670,840661,1129,1472,4207,560,1.1039356504855837,1.0,0.019959716325975537
83,14174,2233,48952,844757,927,1272,3990,489,1.1129470386890377,1.0,0.018604395050883522
84,13167,2057,46247,848652,907,1090,3795,440,1.12143161299524,1.0,0.017472809087955083
85,12319,1812,43658,852344,759,1014,3603,409,1.1294058849494613,1.0,0.01634686178451522
86,11561,1590,41138,855844,676,898,3418,358,1.1368668323437383,1.0,0.015395101628809336
87,10848,1405,38799,859088,636,828,3167,328,1.14379185043447,1.0,0.01453583242869193
88,10271,1187,36579,862109,506,730,2950,305,1.1501400285593049,1.0,0.013715066059378701
89,9678,1125,34295,865049,525,588,2872,250,1.155854875299774,1.0,0.01305009120961096
90,9193,1002,32234,867720,422,547,2608,198,1.1608684958080973,1.0,0.012349977083254936
91,8776,857,30227,870293,359,508,2515,199,1.1651070533751076,1.0,0.011773906976491784
92,8373,772,28302,872709,348,436,2361,186,1.1684971450941688,1.0,0.01127253984004382
93,7990,713,26544,874916,329,395,2153,154,1.170972525671373,1.0,0.010777680508213512
94,7639,658,24893,876975,297,354,2005,138,1.1724804707551284,1.0,0.010297929295338923
95,7337,586,23325,878925,249,329,1897,143,1.1729870262184534,1.0,0.009849795806442243
96,7061,537,21876,880701,227,278,1727,124,1.1724804707551284,1.0,0.00945630879097643
97,6831,444,20504,882405,182,284,1656,106,1.170972525671373,1.0,0.009088881173832034
98,6611,410,19144,884029,175,219,1579,85,1.1684971450941688,1.0,0.008774238792996736
99,6415,359,17861,885569,153,214,1497,91,1.1651070533751076,1.0,0.008467018277122504
100,6219,330,16692,886967,154,187,1356,78,1.1608684958080975,1.0,0.008186102809369749
101,6046,297,15500,888369,131,168,1360,63,1.155854875299774,1.0,0.00790171524024638
102,5877,282,14450,889613,129,154,1204,67,1.1501400285593049,1.0,0.007643924169893402
103,5728,252,13492,890753,112,145,1103,54,1.14379185043447,1.0,0.007389247226314547
104,5595,230,12548,891861,97,128,1072,46,1.136866832343738,1.0,0.007158303606609292
105,5455,214,11720,892851,104,126,954,52,1.1294058849494606,1.0,0.006946205793602385
