Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,436100,4167,311,613,311,134,0.16640497397445778,1.0,0,0.0,0.24357841905032174,0
1,435433,4547,598,667,287,291,0.1592195690079318,1.0261321158169134,0,0.0,0.42852186343714915,0
2,434704,4886,988,729,390,306,0.16616463670114417,1.05197792270444,0,0.0,0.44074376393618636,0
3,433844,5366,1368,860,380,315,0.1744434460177636,1.0772542485937369,0,0.0,0.3715026742201232,0
4,432934,5894,1750,910,382,433,0.17592267337789888,1.10168416076895,0,0.0,0.47043130163902225,0
5,431973,6401,2204,961,454,354,0.1728515541930247,1.125,0,0.0,0.3894203801843387,0
6,430852,6998,2728,1121,524,533,0.1829458474813982,1.1469463130731183,0,0.0,0.4926759572953335,0
7,429504,7815,3259,1348,531,474,0.1948788513927566,1.1672826515897146,0,0.0,0.3708455950715195,0
8,428058,8659,3861,1446,602,704,0.1901549493456827,1.1857862063693485,0,0.0,0.5035402940201871,0
9,426626,9419,4533,1432,672,527,0.17714704096898978,1.2022542485937369,0,0.0,0.34910694050922325,0
10,424888,10452,5238,1738,705,646,0.19110212977125637,1.2165063509461096,0,0.0,0.3638757084253527,0
11,422861,11676,6041,2027,803,929,0.20151849692599177,1.2283863644106503,0,0.0,0.47242646460872784,0
12,420570,13104,6904,2291,863,825,0.20336584390266557,1.2377641290737884,0,0.0,0.352262911207735,0
13,418160,14558,7860,2410,956,1156,0.19324952381303434,1.2445369001834514,0,0.0,0.4667493436786451,0
14,415354,16244,8980,2806,1120,1107,0.19827564589379146,1.2486304738420684,0,0.0,0.38788378315096317,0
15,412297,18067,10214,3057,1234,1367,0.19777692317199552,1.25,0,0.0,0.441518122952966,0
16,409156,19831,11591,3141,1377,1331,0.18868222499723505,1.2486304738420684,0,0.0,0.4249932975834953,0
17,405580,21892,13106,3576,1515,1653,0.19572824331177313,1.2445369001834514,0,0.0,0.4471633360953272,0
18,401855,23847,14876,3725,1709,1678,0.18295312386781423,1.2377641290737884,0,0.0,0.4519211135457651,0
19,397459,26400,16719,4396,1843,2018,0.20110729767315752,1.2283863644106503,0,0.0,0.44349329969691387,0
20,392899,28874,18805,4560,2086,1864,0.18824895906818026,1.2165063509461096,0,0.0,0.42023266157996075,0
21,387768,31765,21045,5131,2240,2147,0.2050673794794779,1.2022542485937369,0,0.0,0.41999000598227654,0
22,382337,34820,23421,5431,2376,2327,0.19636921071308655,1.1857862063693485,0,0.0,0.425278259807157,0
23,376904,37627,26047,5433,2626,2182,0.17943899769545085,1.1672826515897146,0,0.0,0.39055029352250026,0
24,371203,40430,28945,5701,2898,2261,0.1766402138895621,1.1469463130731183,0,0.0,0.389650404720908,0
25,365240,43300,32038,5963,3093,2572,0.17623218522579573,1.125,0,0.0,0.4359507379119169,0
26,359008,46171,35399,6232,3361,2741,0.17410871750320067,1.10168416076895,0,0.0,0.43781186271755645,0
27,352268,49401,38909,6740,3510,3390,0.18155426237100072,1.0772542485937369,0,0.0,0.4982999365897174,0
28,345006,52846,42726,7262,3817,3166,0.18436667476941357,1.05197792270444,0,0.0,0.44493125513404275,0
29,338373,55469,46736,6633,4010,2202,0.16024638719096684,1.0261321158169132,0,0.0,0.33165642013760793,0
30,331075,58315,51188,7298,4452,2904,0.17668886407667703,1.0000000000000002,0,0.0,0.39252885132473636,0
31,323433,61384,55761,7642,4573,2970,0.17606104354795235,0.9738678841830868,0,0.0,0.3880859392386421,0
32,316324,63883,60371,7109,4610,3078,0.15981576086430824,0.9480220772955602,0,0.0,0.43191873217428134,0
33,309464,65833,65281,6860,4910,3221,0.1542884113862032,0.9227457514062631,0,0.0,0.4694680094458238,0
34,302797,67422,70359,6667,5078,2929,0.1481763046373648,0.89831583923105,0,0.0,0.43775787354065826,0
35,296911,68076,75591,5886,5152,2104,0.1298597054462546,0.8750000000000001,0,0.0,0.35874918512379167,0
36,290782,69006,80790,6129,5199,3009,0.13539234643589906,0.8530536869268818,0,0.0,0.48620384114910015,0
37,284935,69542,86101,5847,5311,2654,0.13099592392380224,0.8327173484102854,0,0.0,0.46469354181297956,0
38,279077,70047,91454,5858,5353,2371,0.13481225064310454,0.8142137936306515,0,0.0,0.41143883110663626,0
39,273050,70652,96876,6027,5422,2690,0.13644347781894767,0.7977457514062631,0,0.0,0.4577374759583213,0
40,267643,70604,102331,5407,5455,1978,0.12405801845388315,0.7834936490538904,0,0.0,0.37808919113385897,0
41,262559,70180,107839,5084,5508,1714,0.11914822687127395,0.7716136355893499,0,0.0,0.340949805236955,0
42,257206,70115,113257,5353,5418,2682,0.12772449722175258,0.7622358709262116,0,0.0,0.511975432553547,0
43,252192,69731,118655,5014,5398,2011,0.12053825330980407,0.7554630998165486,0,0.0,0.40614509128205606,0
44,247330,69272,123976,4862,5321,2074,0.12134091255028359,0.7513695261579316,0,0.0,0.4235977015179438,0
45,242295,69215,129068,5035,5092,2266,0.13210586668418692,0.75,0,0.0,0.4444024756676567,0
46,237478,68579,134521,4817,5453,1721,0.1284076717953815,0.7513695261579316,0,0.0,0.3603241304603847,0
47,232861,67923,139794,4617,5273,1978,0.1245233576977624,0.7554630998165486,0,0.0,0.42217678820467813,0
48,228121,67472,144985,4740,5191,2416,0.13203567180919973,0.7622358709262116,0,0.0,0.5142131627596626,0
49,223272,67208,150098,4849,5113,2250,0.14079010601100536,0.7716136355893497,0,0.0,0.4546665194930545,0
50,218376,66933,155269,4896,5171,2189,0.14290163923883623,0.7834936490538904,0,0.0,0.4480919112951452,0
51,213995,66241,160342,4381,5073,2012,0.1321531553426898,0.7977457514062631,0,0.0,0.460756794595377,0
