Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,920441,1732,126,159,126,75,0.19986467165680766,1.0,0,0.5,0.4582776849837713,0
1,920255,1789,255,186,129,77,0.1987612908043841,1.0261321158169134,0,0.5,0.410129782945824,0
2,920073,1840,386,182,131,57,0.2087255442181603,1.05197792270444,0,0.5,0.3323354118625632,0
3,919880,1873,546,193,160,99,0.22138580940858657,1.0772542485937369,0,0.5,0.5204743262062664,0
4,919701,1938,660,179,114,78,0.1944840459371046,1.10168416076895,0,0.5,0.4444174159937151,0
5,919495,1999,805,206,145,98,0.23009868279607681,1.125,0,0.5,0.4961653475495129,0
6,919267,2073,959,228,154,127,0.22263596595290602,1.1469463130731183,0,0.5,0.5516617401997739,0
7,919018,2171,1110,249,151,112,0.22827450232037189,1.1672826515897146,0,0.5,0.44326836558070476,0
8,918759,2266,1274,259,164,105,0.25728907549050567,1.1857862063693485,0,0.5,0.4146513986360932,0
9,918431,2434,1434,328,160,182,0.2682406446829417,1.2022542485937369,0,0.5,0.4918470906257626,0
10,918134,2544,1621,297,187,137,0.2554186376871561,1.2165063509461096,0,0.5,0.4963431897978006,0
11,917811,2675,1813,323,192,157,0.2612697039717205,1.2283863644106503,0,0.5,0.48715401738764086,0
12,917466,2812,2021,345,208,157,0.2573013533474662,1.2377641290737884,0,0.5,0.45053486307890284,0
13,917133,2928,2238,333,217,223,0.2455523804574899,1.2445369001834514,0,0.5,0.6581356257340758,0
14,916757,3096,2446,376,208,187,0.2684498496588091,1.2486304738420684,0,0.5,0.4962700327148641,0
15,916323,3307,2669,434,223,170,0.27079922885300617,1.25,0,0.5,0.41693232621130405,0
16,915899,3459,2941,424,272,220,0.26653822955058865,1.2486304738420684,0,0.5,0.508481412914669,0
17,915512,3556,3231,387,290,201,0.25490630296922884,1.2445369001834514,0,0.5,0.5299998255098967,0
18,914993,3819,3487,519,256,300,0.2767315583865452,1.2377641290737884,0,0.5,0.6185538895243048,0
19,914480,4005,3814,513,298,244,0.26888676243661735,1.2283863644106503,0,0.5,0.468923350284874,0
20,913976,4201,4122,504,308,242,0.24842783715750819,1.2165063509461096,0,0.5,0.5320762443611503,0
21,913475,4359,4465,501,343,291,0.2350958138860874,1.2022542485937369,0,0.5,0.5840982966298077,0
22,912902,4578,4819,573,354,262,0.23702043752025553,1.1857862063693485,0,0.5,0.4794084789938904,0
