Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,536705,119,690,5486,119,0,64,0,0.34353911955508937,1.0,0,0.5,0.6,0,4.2444558738677305
1,531233,224,647,10896,105,0,43,0,0.33369258078231473,1.0261321158169134,0,0.5,0.6007374631268436,0,4.0807668224385685
2,525813,332,593,16262,108,0,54,0,0.343251701109648,1.05197792270444,0,0.5,0.6014749262536873,0,4.154839012789304
3,520446,441,545,21568,109,0,48,0,0.36182052107760393,1.0772542485937369,0,0.5,0.6022123893805309,0,4.334899698728238
4,515156,527,506,26811,86,0,39,0,0.3520935352178004,1.10168416076895,0,0.5,0.6029498525073747,0,4.175485663643213
5,509906,507,593,31994,99,119,32,78,0.3892494243079365,1.125,0,0.5,0.6036873156342183,0,4.569074975855495
6,504680,529,656,37135,127,105,42,66,0.40931275555555235,1.1469463130731183,0,0.5,0.6044247787610619,0,4.755339812932232
7,499514,541,714,42231,120,108,50,61,0.400003013035278,1.1672826515897146,0,0.5,0.6051622418879056,0,4.599611073971083
8,494368,583,769,47280,151,109,54,71,0.4288854655085076,1.1857862063693485,0,0.5,0.6058997050147492,0,4.880921957009895
9,489284,638,795,52283,141,86,60,51,0.41040025280835085,1.2022542485937369,0,0.5,0.6066371681415929,0,4.622520195558957
10,484217,714,766,57303,175,99,69,57,0.46399329115238197,1.2165063509461096,0,0.5,0.6073746312684366,0,5.172040503267333
11,479231,731,829,62209,144,127,64,73,0.43486810555251365,1.2283863644106503,0,0.5,0.6081120943952802,0,4.797474150369169
12,474278,772,890,67060,161,120,59,73,0.47448122804195314,1.2377641290737884,0,0.5,0.6088495575221239,0,5.180386921576461
13,469369,788,976,71867,167,151,65,90,0.46765120655116443,1.2445369001834514,0,0.5,0.6095870206489675,0,5.052969133695061
14,464493,830,1046,76631,183,141,71,95,0.44908400762169354,1.2486304738420684,0,0.5,0.6103244837758112,0,4.801942402215085
15,459652,852,1134,81362,197,175,87,103,0.4693507362546581,1.25,0,0.5,0.6110619469026548,0,4.966344489432001
16,454839,925,1192,86044,217,144,86,92,0.4720014689480678,1.2486304738420684,0,0.5,0.6117994100294986,0,4.942096596106588
17,450051,1004,1269,90676,240,161,84,94,0.4817018285799567,1.2445369001834514,0,0.5,0.6125368731563422,0,4.990570664232001
18,445290,1098,1323,95289,261,167,113,102,0.4924033523087681,1.2377641290737884,0,0.5,0.6132743362831858,0,5.047474418728622
19,440581,1172,1399,99848,257,183,107,117,0.49675267371381415,1.2283863644106503,0,0.5,0.6140117994100295,0,5.038208787695809
20,435910,1241,1463,104386,266,197,119,136,0.4727301922349214,1.2165063509461096,0,0.5,0.6147492625368731,0,4.743734302419996
21,431274,1301,1577,108848,277,217,103,142,0.4824017269777753,1.2022542485937369,0,0.5,0.6154867256637168,0,4.789303001855733
22,426659,1364,1690,113287,303,240,127,154,0.5046739935633451,1.1857862063693485,0,0.5,0.6162241887905604,0,4.956807122922266
23,422118,1378,1808,117696,275,261,143,163,0.48316319172864863,1.1672826515897146,0,0.5,0.6169616519174042,0,4.695024865702433
24,417643,1375,1915,122067,254,257,150,142,0.40177998507734125,1.1469463130731183,0,0.5,0.6176991150442478,0,3.862813036548251
25,413083,1493,2029,126395,384,266,152,162,0.48476606552855595,1.125,0,0.5,0.6184365781710914,0,4.609774876766401
26,408577,1592,2149,130682,376,277,157,176,0.46318071496042196,1.10168416076895,0,0.5,0.6191740412979351,0,4.356468392642364
27,404157,1624,2273,134946,335,303,179,182,0.44229387579797463,1.0772542485937369,0,0.5,0.6199115044247787,0,4.115013028565424
28,399743,1722,2390,139145,373,275,158,173,0.4299664129647643,1.05197792270444,0,0.5,0.6206489675516224,0,3.9566313033557496
29,395384,1830,2460,143326,362,254,184,156,0.44266675917425785,1.0261321158169132,0,0.5,0.6213864306784661,0,4.029082732719953
30,391074,1803,2551,147572,357,384,194,230,0.39970969434446163,1.0000000000000002,0,0.5,0.6221238938053097,0,3.598436211005202
31,386774,1817,2731,151678,390,376,196,232,0.41628639831704856,0.9738678841830868,0,0.5,0.6228613569321534,0,3.7064630622163475
32,382495,1894,2849,155762,412,335,217,208,0.40641984792734115,0.9480220772955602,0,0.5,0.623598820058997,0,3.578581025160413
