Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,844418,1093,78,268,78,162,0.29571567837204205,1.0,0,0.0,0.632547215139119,0
1,844074,1355,160,344,82,219,0.32169353370606774,1.0261321158169134,0,0.0,0.5703077249659988,0
2,843683,1633,273,391,113,224,0.3106999648243197,1.05197792270444,0,0.0,0.5678072186324005,0
3,843192,2008,389,491,116,310,0.3060154671943884,1.0772542485937369,0,0.0,0.6240998597410552,0
4,842474,2576,539,718,150,470,0.3430069143308703,1.10168416076895,0,0.0,0.6504886867631048,0
5,841698,3177,714,776,175,438,0.3142355554454571,1.125,0,0.0,0.5355751173547846,0
6,840492,4111,986,1206,272,820,0.3793376982756441,1.1469463130731183,0,0.0,0.6449291596679358,0
7,839051,5202,1336,1441,350,967,0.37218987117225755,1.1672826515897146,0,0.0,0.6718606678930711,0
8,837270,6584,1735,1781,399,1002,0.3524386323373569,1.1857862063693485,0,0.0,0.5568684276937947,0
9,834932,8398,2259,2338,524,1379,0.36477489951590414,1.2022542485937369,0,0.0,0.584027682960174,0
10,831615,11048,2926,3317,667,2154,0.3870197331579672,1.2165063509461096,0,0.0,0.6505639986431236,0
11,827283,14510,3796,4332,870,2208,0.39227749890810115,1.2283863644106503,0,0.0,0.49334175067526365,0
12,822302,18329,4958,4981,1162,2667,0.3450859356975375,1.2377641290737884,0,0.0,0.5306156586982927,0
13,815969,23280,6340,6333,1382,3581,0.35681203845548126,1.2445369001834514,0,0.0,0.5660484434045878,0
14,807667,29842,8080,8302,1740,5048,0.37319944116092424,1.2486304738420684,0,0.0,0.6131950375411305,0
15,796872,38351,10366,10795,2286,6647,0.38251860740786275,1.25,0,0.0,0.6181319216261824,0
16,783165,49135,13289,13707,2923,9473,0.37893183578140527,1.2486304738420684,0,0.0,0.685606302315314,0
17,764747,63730,17112,18418,3823,10718,0.41224258750790255,1.2445369001834514,0,0.0,0.5795859302852919,0
18,742910,80619,22060,21837,4948,13719,0.3856381532263734,1.2377641290737884,0,0.0,0.6268874954112582,0
19,716159,100988,28442,26751,6382,16120,0.38524754720380683,1.2283863644106503,0,0.0,0.5962068745435775,0
20,684898,124441,36250,31261,7709,16082,0.37232288949683223,1.2165063509461096,0,0.0,0.5107716068848969,0
21,648796,150959,45834,36102,9584,18507,0.3687349419786547,1.2022542485937369,0,0.0,0.5149688173511469,0
22,610007,178301,57281,38789,11447,26709,0.3470591858645457,1.1857862063693485,0,0.0,0.6894631056864265,0
23,562415,212251,70923,47592,13642,25786,0.38505343386571905,1.1672826515897146,0,0.0,0.5423600122629163,0
24,513502,244867,87220,48913,16297,26799,0.36548917757828775,1.1469463130731183,0,0.0,0.550747315484318,0
25,465317,274286,105986,48185,18766,28129,0.3412813723823218,1.125,0,0.0,0.5848552803978313,0
26,421527,297108,126954,43790,20968,26656,0.3043154885287268,1.10168416076895,0,0.0,0.6103926191532372,0
27,372247,323742,149600,49280,22646,30381,0.35460786331434097,1.0772542485937369,0,0.0,0.6186915486937892,0
28,330152,340669,174768,42095,25168,28464,0.31479557587289403,1.05197792270444,0,0.0,0.6780197594500343,0
29,287890,356620,201079,42262,26311,25154,0.33668147159347367,1.0261321158169132,0,0.0,0.5963006135353754,0
30,252313,364798,228478,35577,27399,22378,0.3128727374893003,1.0000000000000002,0,0.0,0.6287553984752754,0
31,223207,365921,256461,29106,27983,18929,0.2851333515822227,0.9738678841830868,0,0.0,0.6559280042084052,0
32,194520,366313,284756,28687,28295,16918,0.31651161129681515,0.9480220772955602,0,0.0,0.5871340379221703,0
33,169425,363417,312747,25095,27991,15438,0.3186127980742369,0.9227457514062631,0,0.0,0.6178347573971338,0
34,149760,355132,340697,19665,27950,10001,0.28183489707059894,0.89831583923105,0,0.0,0.5125557378684222,0
35,132367,345466,367756,17393,27059,12327,0.29702388857286016,0.8750000000000001,0,0.0,0.7147605881352199,0
36,117663,333848,394078,14704,26311,9632,0.28422114455200725,0.8530536869268818,0,0.0,0.6539695384844394,0
37,106436,319463,419690,11227,25612,7516,0.25265696661457754,0.8327173484102854,0,0.0,0.6715776393458197,0
38,96098,305157,444334,10338,24644,6373,0.26953326026639396,0.8142137936306515,0,0.0,0.6105379749448007,0
39,87891,290036,467662,8207,23328,5339,0.24910492559663444,0.7977457514062631,0,0.0,0.6502800480254561,0
40,80506,275266,489817,7385,22155,4757,0.25632689216517324,0.7834936490538904,0,0.0,0.6500925330912704,0
41,74427,260110,511052,6079,21235,3628,0.25014754915633713,0.7716136355893499,0,0.0,0.6102817628409452,0
42,68662,245912,531015,5765,19963,4302,0.2701871385995757,0.7622358709262116,0,0.0,0.7447216385414233,0
43,63519,231974,550096,5143,19081,3406,0.27041356079481593,0.7554630998165486,0,0.0,0.6525019757268946,0
44,59550,218285,567754,3969,17658,2817,0.23938691649401891,0.7513695261579316,0,0.0,0.7006520053378554,0
45,55621,205303,584665,3929,16911,2120,0.2670586430907424,0.75,0,0.0,0.5584304909783943,0
46,52433,192691,600465,3188,15800,2219,0.24079472409405595,0.7513695261579316,0,0.0,0.6857649342260052,0
47,49532,180934,615123,2901,14658,1789,0.2501375404618377,0.7554630998165486,0,0.0,0.6161849582840581,0
48,46942,169466,629181,2590,14058,1729,0.2569894518295454,0.7622358709262116,0,0.0,0.6554213138082489,0
49,44523,158858,642208,2419,13027,1601,0.2624706825336642,0.7716136355893497,0,0.0,0.639730445536208,0
50,42463,148594,654532,2060,12324,1426,0.25901802666728924,0.7834936490538904,0,0.0,0.6865669708643332,0
51,40486,139195,665908,1977,11376,1157,0.2771345130076938,0.7977457514062631,0,0.0,0.5946848768805716,0
52,38657,130453,676479,1829,10571,1437,0.28154821963966864,0.8142137936306515,0,0.0,0.766174979566051,0
53,37042,121929,686618,1615,10139,1040,0.2794456065715671,0.8327173484102854,0,0.0,0.6224517587799138,0
54,35551,114070,695968,1491,9350,828,0.2852889530876488,0.8530536869268817,0,0.0,0.5648388972040491,0
55,34280,106616,704693,1271,8699,769,0.284831498800806,0.8750000000000001,0,0.0,0.6263345660525712,0
56,33058,99464,713067,1222,8374,756,0.28165856304507847,0.89831583923105,0,0.0,0.6301531605639781,0
57,31851,93078,720660,1207,7593,700,0.3257067699885646,0.9227457514062631,0,0.0,0.5881367422415932,0
58,30685,86939,727965,1166,7305,870,0.34155059513689084,0.9480220772955602,0,0.0,0.7407923781810754,0
59,29474,81499,734616,1211,6651,813,0.3830447307089483,0.9738678841830867,0,0.0,0.6736212994902215,0
60,28591,76252,740746,883,6130,523,0.3410824009156342,0.9999999999999997,0,0.0,0.5878556444459688,0
61,27641,71352,746596,950,5850,684,0.3787940571500309,1.0261321158169132,0,0.0,0.7071855874817363,0
62,26810,66640,752139,831,5543,502,0.3633376307495021,1.0519779227044397,0,0.0,0.6221490946718956,0
63,26014,62374,757201,796,5062,476,0.3908507974360997,1.0772542485937369,0,0.0,0.5987245973745112,0
