Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
0,290586,455,2623,212,455,0,212,0
1,290187,694,2585,410,399,160,198,66
2,289808,835,2623,610,379,238,200,93
3,289410,947,2715,804,398,286,194,113
4,288992,1042,2859,983,418,323,179,127
5,288517,1156,2964,1239,475,361,256,139
6,288085,1190,3142,1459,432,398,220,158
7,287548,1340,3302,1686,537,387,227,166
8,287052,1416,3447,1961,496,420,275,163
9,286569,1412,3627,2268,483,487,307,196
10,285981,1527,3820,2548,588,473,280,177
11,285360,1606,4082,2828,621,542,280,215
12,284687,1703,4349,3137,673,576,309,247
13,284001,1814,4589,3472,686,575,335,234
14,283275,1917,4860,3824,726,623,352,270
15,282482,2074,5105,4215,793,636,391,277
16,281652,2211,5427,4586,830,693,371,317
17,280723,2396,5747,5010,929,744,424,337
18,279755,2543,6139,5439,968,821,429,352
19,278713,2749,6511,5903,1042,836,464,367
20,277551,2983,6941,6401,1162,928,498,433
21,276408,3132,7354,6982,1143,994,581,437
22,275147,3317,7860,7552,1261,1076,570,453
23,273751,3633,8322,8170,1396,1080,618,454
24,272196,3941,8906,8833,1555,1247,663,584
25,270623,4217,9514,9522,1573,1297,689,587
26,268842,4615,10153,10266,1781,1383,744,648
27,266990,4935,10909,11042,1852,1532,776,708
28,264960,5315,11778,11823,2030,1650,781,778
29,262734,5782,12598,12762,2226,1759,939,789
30,260262,6341,13524,13749,2472,1913,987,929
31,257550,6917,14597,14812,2712,2136,1063,1056
32,254806,7262,15842,15966,2744,2399,1154,1120
33,251708,7988,16977,17203,3098,2372,1237,1119
34,248501,8564,18243,18568,3207,2631,1365,1229
35,244786,9445,19729,19916,3715,2834,1348,1358
36,240835,10255,21292,21494,3951,3141,1578,1548
37,236610,11004,23172,23090,4225,3476,1596,1693
38,231864,12081,25118,24813,4746,3669,1723,1818
39,226667,13234,27213,26762,5197,4044,1949,1921
40,221052,14388,29557,28879,5615,4461,2117,2107
41,216559,14101,32115,31101,4493,4780,2222,2258
42,213297,12659,34317,33603,3262,4704,2502,2266
43,209876,11807,35927,36266,3421,4273,2663,2125
44,206241,11600,37020,39015,3635,3842,2749,1914
45,202434,11499,38191,41752,3807,3908,2737,1922
46,198314,11780,39120,44662,4120,3839,2910,1907
47,194136,12012,39978,47750,4178,3946,3088,2021
48,189817,12356,40938,50765,4319,3975,3015,2026
49,185275,12789,41881,53931,4542,4109,3166,2127
50,180653,13047,43044,57132,4622,4364,3201,2224
51,175884,13414,44139,60439,4769,4402,3307,2259
52,170978,13863,45160,63875,4906,4457,3436,2346
53,165817,14472,46177,67410,5161,4552,3535,2412
54,160671,14791,47436,70978,5146,4827,3568,2485
55,155366,15131,48808,74571,5305,4965,3593,2534
56,149899,15593,49951,78433,5467,5005,3862,2652
57,144251,16028,51406,82191,5648,5213,3758,2724
58,138355,16691,52567,86263,5896,5233,4072,2776
59,132472,17014,54116,90274,5883,5560,4011,2944
60,126405,17512,55462,94497,6067,5569,4223,3011
61,120026,18150,56891,98809,6379,5741,4312,3111
62,113529,18574,58561,103212,6497,6073,4403,3243
63,107085,18856,60150,107785,6444,6162,4573,3334
64,100570,19066,61809,112431,6515,6305,4646,3373
65,94024,19157,63598,117097,6546,6455,4666,3587
66,87771,19010,65060,122035,6253,6400,4938,3523
67,81405,18932,66582,126957,6366,6444,4922,3537
68,75143,18881,67791,132061,6262,6313,5104,3468
69,69189,18554,68821,137312,5954,6281,5251,3460
70,63381,18220,69627,142648,5808,6142,5336,3401
71,57771,17747,70419,147939,5610,6083,5291,3419
72,52611,16887,71104,153274,5160,6020,5335,3388
73,47775,16091,71274,158736,4836,5632,5462,3157
74,43204,15304,71030,164338,4571,5358,5602,2930
75,39111,14242,70667,169856,4093,5155,5518,2910
76,35290,13341,69948,175297,3821,4722,5441,2681
77,31857,12351,68960,180708,3433,4423,5411,2464
78,28819,11224,67981,185852,3038,4165,5144,2365
79,26137,10279,66261,191199,2682,3627,5347,2100
80,23670,9265,64620,196321,2467,3481,5122,1993
81,21425,8414,62725,201312,2245,3096,4991,1776
82,19534,7440,60731,206171,1891,2865,4859,1671
83,17856,6584,58620,210816,1678,2534,4645,1484
84,16383,5932,56263,215298,1473,2125,4482,1231
85,15077,5305,53875,219619,1306,1933,4321,1121
86,13974,4674,51485,223743,1103,1734,4124,1027
87,12944,4114,49066,227752,1030,1590,4009,915
88,12038,3625,46691,231522,906,1395,3770,822
89,11253,3181,44338,235104,785,1229,3582,733
90,10591,2735,42018,238532,662,1108,3428,644
91,10014,2392,39823,241647,577,920,3115,548
92,9477,2106,37691,244602,537,823,2955,521
93,9034,1832,35551,247459,443,717,2857,427
94,8640,1606,33478,250152,394,620,2693,390
95,8275,1486,31392,252723,365,485,2571,287
96,7962,1298,29393,255223,313,501,2500,316
97,7579,1264,27564,257469,383,417,2246,253
98,7144,1277,25859,259596,435,422,2127,265
99,6771,1233,24281,261591,373,417,1995,256
100,6449,1158,22759,263510,322,397,1919,240
101,6177,1037,21424,265238,272,393,1728,240
102,5932,947,20080,266917,245,335,1679,208
103,5724,818,18911,268423,208,337,1506,212
104,5541,718,17722,269895,183,283,1472,183
105,5367,682,16556,271271,174,210,1376,129
106,5238,554,15589,272495,129,257,1224,167
107,5097,498,14555,273726,141,197,1231,130
108,4979,466,13572,274859,118,150,1133,86
109,4870,422,12632,275952,109,153,1093,99
110,4787,376,11798,276915,83,129,963,84
111,4700,349,10994,277833,87,114,918,68
112,4639,290,10279,278668,61,120,835,73
113,4577,242,9607,279450,62,110,782,72
114,4525,203,8929,280219,52,91,769,54
115,4467,201,8338,280870,58,60,651,37
116,4412,200,7763,281501,55,56,631,37
117,4354,185,7226,282111,58,73,610,47
118,4314,163,6749,282650,40,62,539,35
119,4266,157,6343,283110,48,54,460,34
120,4240,137,5866,283633,26,46,523,31
121,4214,116,5456,284090,26,47,457,30
122,4188,108,5066,284514,26,34,424,26
123,4172,93,4691,284920,16,31,406,22
124,4152,82,4362,285280,20,31,360,17
125,4124,82,4052,285618,28,28,338,19
126,4105,71,3771,285929,19,30,311,21
127,4083,67,3495,286231,22,26,302,20
128,4067,56,3259,286494,16,27,263,18
129,4054,50,3043,286729,13,19,235,15
130,4045,46,2826,286959,9,13,230,7
131,4028,51,2605,287192,17,12,233,8
132,4015,44,2425,287392,13,20,200,8
133,4005,41,2255,287575,10,13,183,11
134,3996,34,2108,287738,9,16,163,12
135,3989,30,1956,287901,7,11,163,5
136,3983,30,1824,288039,6,6,138,4
137,3973,33,1675,288195,10,7,156,6
138,3968,24,1559,288325,5,14,130,6
139,3957,27,1442,288450,11,8,125,6
140,3950,22,1354,288550,7,12,100,8
141,3943,23,1248,288662,7,6,112,4
142,3940,21,1164,288751,3,5,89,3
143,3935,17,1081,288843,5,9,92,6
144,3931,18,1013,288914,4,3,71,2
145,3929,15,940,288992,2,5,78,3
146,3927,11,875,289063,2,6,71,5
147,3924,8,824,289120,3,6,57,2
148,3924,3,764,289185,0,5,65,3
149,3922,3,709,289242,2,2,57,2
150,3921,3,653,289299,1,1,57,1
151,3920,4,606,289346,1,0,47,0
152,3918,4,562,289392,2,2,46,1
153,3917,4,523,289432,1,1,40,0
154,3915,3,487,289471,2,3,39,2
155,3913,3,453,289507,2,2,36,2
156,3910,4,424,289538,3,2,31,1
157,3910,2,391,289573,0,2,35,2
158,3909,2,368,289597,1,1,24,1
159,3909,1,338,289628,0,1,31,1
160,3909,1,313,289653,0,0,25,0
161,3908,2,283,289683,1,0,30,0
162,3908,2,256,289710,0,0,27,0
163,3908,1,231,289736,0,1,26,1
164,3907,2,212,289755,1,0,19,0
