Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,754948,113,598,13183,113,0,48,0,0.29009055801341554,1.0,0,0.5,0.672,0,3.5606029358293383
1,741957,202,556,26135,82,1,43,1,0.26335594999255096,1.0,0,0.5,0.6753277310924369,0,3.1768359199390632
2,729199,284,507,38872,71,1,50,1,0.25203664741042214,1.0,0,0.5,0.678655462184874,0,2.9880143003216593
3,716655,260,592,51368,76,113,28,63,0.33688813440831783,1.0,0,0.5,0.6819831932773109,0,3.9252630248541474
4,704350,220,655,63650,51,91,28,63,0.23808714443556897,1.0,0,0.5,0.6853109243697479,0,2.726449000301639
5,692229,214,691,75741,78,84,48,56,0.23421317321767143,1.0,0,0.5,0.6886386554621848,0,2.6359308980794407
6,680318,206,709,87648,75,89,71,57,0.22805410728663114,1.0,0,0.5,0.691966386554622,0,2.522451201954145
7,668607,236,715,99326,78,51,45,35,0.27071302327746216,1.0,0,0.5,0.6952941176470588,0,2.9427473777849373
8,657085,248,750,110801,90,78,43,46,0.3012469296060569,1.0,0,0.5,0.6986218487394958,0,3.2182301230323644
9,645745,272,778,122089,105,81,53,57,0.30075980961221643,1.0,0,0.5,0.7019495798319328,0,3.157575666685104
10,634595,308,781,133209,108,81,78,63,0.30567010434085934,1.0,0,0.5,0.7052773109243698,0,3.1537155856500365
11,623676,286,825,144106,68,90,46,65,0.24863034562967595,1.0,0,0.5,0.7086050420168067,0,2.5210768181390613
12,612911,296,863,154837,101,105,67,76,0.2981053038581976,1.0,0,0.5,0.7119327731092436,0,2.970571650173764
13,602346,274,899,165398,85,117,81,84,0.3082839454449007,1.0,0,0.5,0.7152605042016807,0,3.0190468490755276
14,591978,277,891,175773,69,68,76,45,0.23555284103446458,1.0,0,0.5,0.7185882352941176,0,2.267079902793751
15,581739,279,948,185953,117,115,58,75,0.3110823958416644,1.0,0,0.5,0.7219159663865546,0,2.9422293831914423
16,571691,285,997,195946,101,95,46,72,0.29715382235916354,1.0,0,0.5,0.7252436974789916,0,2.761948584012264
17,561820,311,990,205799,96,71,78,52,0.2490055942163176,1.0,0,0.5,0.7285714285714286,0,2.274464762308308
18,552133,289,1028,215484,81,117,79,96,0.24682126633489326,1.0,0,0.5,0.7318991596638655,0,2.21563998593475
19,542562,318,1047,225007,130,101,82,79,0.3515848256046596,1.0,0,0.5,0.7352268907563025,0,3.101361628099715
20,533178,345,1072,234356,107,97,72,73,0.3062309826365275,1.0,0,0.5,0.7385546218487395,0,2.654570491404255
21,523962,349,1091,243549,99,95,76,66,0.2800664461228026,1.0,0,0.5,0.7418823529411765,0,2.3857986303329537
22,514901,321,1141,252588,102,130,80,107,0.30787552881372104,1.0,0,0.5,0.7452100840336134,0,2.577340624954701
23,505998,313,1175,261482,99,124,90,92,0.261924867699596,1.0,0,0.5,0.7485378151260506,0,2.15475772665678
24,497234,327,1192,270215,113,99,82,84,0.30569363086243445,1.0,0,0.5,0.7518655462184874,0,2.471269565922708
25,488637,320,1184,278827,95,102,110,80,0.27744356543911747,1.0,0,0.5,0.7551932773109243,0,2.2041133205111394
26,480165,329,1197,287285,117,116,103,92,0.29519319439022773,1.0,0,0.5,0.7585210084033613,0,2.3044630786361777
27,471850,321,1208,295597,105,113,102,80,0.2842526976912023,1.0,0,0.5,0.7618487394957983,0,2.1806274144361555
28,463678,330,1225,303743,104,95,78,78,0.2614992606509367,1.0,0,0.5,0.7651764705882353,0,1.971332441842814
29,455645,322,1253,311768,105,125,97,97,0.26764492515736826,1.0,0,0.5,0.7685042016806722,0,1.9827069788612137
30,447752,319,1269,319648,102,105,89,83,0.2955949329188802,1.0,0,0.5,0.7718319327731092,0,2.1518273976365503
31,440001,310,1264,327413,95,104,109,82,0.28735822168397307,1.0,0,0.5,0.7751596638655462,0,2.0556548825891703
32,432377,305,1298,335020,100,117,83,97,0.27202026404327223,1.0,0,0.5,0.7784873949579832,0,1.912215151263815
33,424866,321,1275,342538,118,102,125,88,0.3109452993332722,1.0,0,0.5,0.7818151260504201,0,2.147874425865946
34,417497,331,1273,349899,105,95,97,75,0.30690894308344013,1.0,0,0.5,0.7851428571428573,0,2.0832232599563207
35,410264,323,1294,357128,95,112,91,92,0.3059804550629664,1.0,0,0.5,0.7884705882352941,0,2.04093892854372
36,403163,297,1323,364232,86,118,89,97,0.2735661197836869,1.0,0,0.5,0.791798319327731,0,1.7931469916827931
37,396193,268,1341,371213,76,105,87,87,0.22720652214072348,1.0,0,0.5,0.7951260504201682,0,1.4635262125784567
38,389321,273,1333,378099,98,104,112,71,0.32225229975314756,1.0,0,0.5,0.798453781512605,0,2.039749187612591
39,382577,268,1327,384854,87,92,98,74,0.24874195095505638,1.0,0,0.5,0.801781512605042,0,1.5471798719784526
40,375985,243,1295,391503,51,76,108,63,0.1413991934685053,1.0,1,0.5,0.8051092436974789,0,0.8643514492616162
41,369514,194,1275,398060,43,109,129,89,0.12943026886616998,1.0,1,0.5,0.808436974789916,0,0.7775703000391162
42,363146,157,1287,404453,50,87,75,73,0.12342441682335654,1.0,1,0.5,0.8117647058823529,0,0.7287108936513391
43,356902,143,1236,410764,35,51,102,41,0.12932278834233787,1.0,1,0.5,0.81509243697479,0,0.7504071350966303
44,350756,141,1180,416982,44,60,116,54,0.13608137817272828,1.0,1,0.5,0.8184201680672268,0,0.7760268020339921
45,344727,123,1123,423086,32,50,107,42,0.12153559187227536,1.0,1,0.5,0.821747899159664,0,0.6811640099551317
