Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,469540,243,16,44,16,19,0.38840602800768087,1.0,0,0.5,0.38668153371679903,0
1,469477,286,36,63,20,23,0.41628471665594063,1.0,0,0.5,0.3315522417278191,0
2,469418,325,56,59,20,24,0.41628349500897727,1.0,0,0.5,0.43462282164716415,0
3,469339,376,84,79,28,24,0.4321489644500401,1.0,0,0.5,0.37250001120108595,0
4,469273,401,125,66,41,22,0.3791202170058532,1.0,0,0.5,0.36792606876078915,0
5,469194,453,152,79,27,23,0.40372874080931787,1.0,0,0.5,0.4206099987131589,0
6,469100,499,200,94,48,42,0.3714020814940621,1.0,0,0.5,0.440337688549353,0
7,468985,573,241,115,41,43,0.4188332753689635,1.0,0,0.5,0.35249814790301703,0
8,468873,646,280,112,39,45,0.42314124751815985,1.0,0,0.5,0.4043377537680205,0
9,468755,708,336,118,56,56,0.41557368370028097,1.0,0,0.5,0.41601522083616466,0
10,468627,779,393,128,57,55,0.39944854543604075,1.0,0,0.5,0.41781248658583325,0
11,468458,884,457,169,64,63,0.4260571388309514,1.0,0,0.5,0.39714635053175495,0
12,468286,987,526,172,69,75,0.4484642455688231,1.0,0,0.5,0.3780312209416379,0
13,468079,1130,590,207,64,100,0.4210808846052846,1.0,0,0.5,0.4916537209867651,0
14,467844,1271,684,235,94,105,0.44081760634732314,1.0,0,0.5,0.45057998197592525,0
15,467573,1428,798,271,114,125,0.42873536656212347,1.0,0,0.5,0.4603176617658782,0
16,467243,1627,929,330,131,125,0.42402437309509095,1.0,0,0.5,0.39324771618630505,0
17,466882,1855,1062,361,133,124,0.4300761355466497,1.0,0,0.5,0.3612321794762415,0
18,466431,2128,1240,451,135,178,0.4426933822561659,1.0,0,0.5,0.39741131454636397,0
19,466010,2378,1411,421,171,155,0.41558113742004826,1.0,0,0.5,0.40034526473527837,0
20,465483,2693,1623,527,212,197,0.4492791374561968,1.0,0,0.5,0.3607191339658868,0
21,464923,3043,1833,560,210,230,0.462986437995827,1.0,0,0.5,0.43303289493120284,0
22,464266,3446,2087,657,254,211,0.42828155462453316,1.0,0,0.5,0.3218460851766084,0
23,463563,3851,2385,703,298,302,0.4257682740599225,1.0,0,0.5,0.4171726981831609,0
24,462769,4328,2702,794,317,376,0.4283856008770954,1.0,0,0.5,0.46980830610928037,0
25,461847,4938,3014,922,312,465,0.43870253187137825,1.0,0,0.5,0.49275907457297574,0
26,460807,5633,3359,1040,345,471,0.4317747669413258,1.0,0,0.5,0.4495541980335322,0
27,459518,6465,3816,1289,457,741,0.4406537483695044,1.0,0,0.5,0.5713405671280293,0
28,458190,7299,4310,1328,494,590,0.4421470973283751,1.0,0,0.5,0.45910652575853234,0
29,456708,8217,4874,1482,564,652,0.4269302891065413,1.0,0,0.5,0.437163931496103,0
30,455009,9286,5504,1699,630,800,0.4421494729666486,1.0,0,0.5,0.48810699273900254,0
31,452911,10634,6254,2098,750,924,0.47180153589320273,1.0,0,0.5,0.446489968791771,0
32,450740,12016,7043,2171,789,933,0.4288520038874854,1.0,0,0.5,0.43196847466223043,0
33,448031,13835,7933,2709,890,898,0.4814075579335158,1.0,0,0.5,0.3446782456995114,0
34,445120,15682,8997,2911,1064,1237,0.44274900481336094,1.0,0,0.5,0.4183405656530547,0
35,441528,18037,10234,3592,1237,1744,0.4924347067935422,1.0,0,0.5,0.4771663189360513,0
36,437910,20228,11661,3618,1427,1757,0.4277944926598522,1.0,0,0.5,0.47640889762001376,0
37,433622,22982,13195,4288,1534,1925,0.45823266827593273,1.0,0,0.5,0.4560583639410002,0
38,428707,26158,14934,4915,1724,2023,0.4568858651086506,1.0,0,0.5,0.4150943519445828,0
39,422546,30362,16891,6161,1957,2660,0.5021068479181804,1.0,0,0.5,0.41781079540850513,0
40,416219,34389,19191,6327,2300,2274,0.468053668011038,1.0,0,0.5,0.34959965249805613,0
41,408338,39559,21902,7881,2711,3121,0.525218696845295,1.0,0,0.5,0.4138173043234158,0
42,399949,44918,24932,8389,3030,3837,0.49121532493701175,1.0,0,0.5,0.47373169823996586,0
43,391250,50142,28407,8699,3475,3894,0.4616241115213272,1.0,0,0.5,0.4587718507836947,0
44,380973,56598,32228,10277,3821,5194,0.50180642574977,1.0,0,0.5,0.5063036044899387,0
45,370898,62344,36557,10075,4329,3923,0.4550902354504284,1.0,0,0.5,0.38318411669094266,0
46,359399,69011,41389,11499,4832,5038,0.47397250527481866,1.0,0,0.5,0.44025349118173407,0
47,346716,76478,46605,12683,5216,5423,0.4909596842183163,1.0,0,0.5,0.4243744774958795,0
48,332655,84657,52487,14061,5882,6012,0.513814038320918,1.0,0,0.5,0.4268046658207893,0
49,318479,92473,58847,14176,6360,5438,0.4791342091153184,1.0,0,0.5,0.38315131868893154,0
50,301750,102030,66019,16729,7172,7351,0.554888816956553,1.0,0,0.5,0.44038884166096537,0
51,286520,109441,73838,15230,7819,6819,0.4840527229917747,1.0,0,0.5,0.44455721023889533,0
52,268888,118588,82323,17632,8485,7400,0.5396633856332599,1.0,0,0.5,0.41982095822312215,0
53,251546,126868,91385,17342,9062,7991,0.5315773813810559,1.0,0,0.5,0.4554545307886326,0
54,234184,134550,101065,17362,9680,8330,0.5280185915088048,1.0,0,0.5,0.4794767752664915,0
55,216700,141789,111310,17484,10245,8248,0.541008796982174,1.0,0,0.5,0.47180472097158943,0
56,200592,147096,122111,16108,10798,8044,0.5154043166516029,1.0,0,0.5,0.5027512605769087,0
57,183899,152526,133374,16693,11263,8548,0.5558891983891145,1.0,0,0.5,0.5156258154908753,0
58,168824,155754,145221,15075,11847,7443,0.5228182848357027,1.0,0,0.5,0.49555492997399053,0
59,154991,157631,157177,13833,11956,6925,0.5169148722563527,1.0,0,0.5,0.5007457624284206,0
60,141568,158890,169341,13423,12164,6011,0.5449857262202555,1.0,0,0.5,0.44706063970136684,0
61,129451,158757,181591,12117,12250,4372,0.534422438655116,1.0,0,0.5,0.36766397149134855,0
62,118006,157866,193927,11445,12336,5022,0.5519720184957398,1.0,0,0.5,0.44325738067144854,0
63,107104,156544,206151,10902,12224,5726,0.5692225903239478,1.0,0,0.5,0.5200007114012993,0
64,96774,154799,218226,10330,12075,6073,0.6045560927840112,1.0,0,0.5,0.576371553435455,0
65,88454,151427,229918,8320,11692,4277,0.5514717274060131,1.0,0,0.5,0.5176364917846495,0
66,80974,147434,241391,7480,11473,4220,0.5577450443070269,1.0,0,0.5,0.5626986984382205,0
67,74104,143114,252581,6870,11190,3034,0.5702493736861629,1.0,0,0.5,0.4332617420898839,0
68,68493,137837,263469,5611,10888,2499,0.5224921570535885,1.0,0,0.5,0.44734712807990973,0
69,63573,132346,273880,4920,10411,2297,0.5193749913777714,1.0,0,0.5,0.46514644240954667,0
70,58823,126884,284092,4750,10212,2669,0.563593542591427,1.0,0,0.5,0.5580400905338336,0
71,54399,121380,294020,4424,9928,2187,0.5713519518745117,1.0,0,0.5,0.48553059118902087,0
72,50602,115931,303266,3797,9246,1701,0.5602367953625016,1.0,0,0.5,0.45393997802067404,0
73,46896,110521,312382,3706,9116,1756,0.6067263775613597,1.0,0,0.5,0.4631027766481474,0
74,43816,105172,320811,3080,8386,1323,0.5755943401861685,1.0,0,0.5,0.42598217945130296,0
75,40977,99930,328892,2839,8081,1253,0.6150829169352073,1.0,0,0.5,0.4427016785737985,0
76,38638,94593,336568,2339,7676,1196,0.5537649225559467,1.0,0,0.5,0.5097650602128263,0
77,36256,89808,343735,2382,7167,1278,0.619680419101455,1.0,0,0.5,0.5379710789506239,0
78,34399,84749,350651,1857,6916,898,0.562951844443148,1.0,0,0.5,0.48907611100369586,0
79,32561,80135,357103,1838,6452,854,0.5865542525723358,1.0,0,0.5,0.48394660134399686,0
80,31056,75376,363367,1505,6264,717,0.5461787432721713,1.0,0,0.5,0.47815910206425716,0
81,29642,70968,369189,1414,5822,649,0.5646010362565496,1.0,0,0.5,0.48902401541082274,0
82,28417,66742,374640,1225,5451,593,0.5558464660070184,1.0,0,0.5,0.49457348420374736,0
83,27287,62670,379842,1130,5202,527,0.6049018839381155,1.0,0,0.5,0.4416962292233746,0
84,26195,59016,384588,1092,4746,422,0.5970799866252687,1.0,0,0.5,0.40227179549008557,0
85,25173,55513,389113,1022,4525,565,0.6124731808140399,1.0,0,0.5,0.5363790278646825,0
86,24307,52078,393414,866,4301,317,0.5690563814647043,1.0,0,0.5,0.3674884437179038,0
87,23480,48931,397388,827,3974,437,0.5853418740863344,1.0,0,0.5,0.5168970326185741,0
88,22742,45904,401153,738,3765,390,0.6550538407772969,1.0,0,0.5,0.500639893665849,0
89,22112,42970,404717,630,3564,319,0.5944558584016831,1.0,0,0.5,0.5183185590200439,0
90,21485,40198,408116,627,3329,249,0.6014139931928986,1.0,0,0.5,0.38681598927648014,0
91,20900,37792,411107,585,2991,260,0.6170608639755066,1.0,0,0.5,0.44983357214825065,0
92,20341,35449,414009,559,2902,226,0.6342410934101652,1.0,0,0.5,0.43295424217646694,0
93,19870,33172,416757,471,2748,243,0.6345571652140902,1.0,0,0.5,0.5342350969190017,0
94,19422,31053,419324,448,2567,216,0.6538717931745673,1.0,0,0.5,0.5155105995403793,0
95,19020,29044,421735,402,2411,195,0.6199219188050327,1.0,0,0.5,0.49749336810056444,0
96,18649,27186,423964,371,2229,204,0.6202308148885526,1.0,0,0.5,0.5136826016221638,0
97,18316,25524,425959,333,1995,156,0.6195535482899321,1.0,0,0.5,0.5005749704469155,0
98,18045,23819,427935,271,1976,127,0.5544729508068641,1.0,0,0.5,0.45869413582145424,0
99,17740,22295,429764,305,1829,135,0.6215030944947165,1.0,0,0.5,0.45579142113374627,0
100,17482,20868,431449,258,1685,120,0.623474594676173,1.0,0,0.5,0.4350628183527648,0
101,17248,19527,433024,234,1575,114,0.6266468641680365,1.0,0,0.5,0.4801886001338062,0
102,17018,18324,434457,230,1433,114,0.6337125877950529,1.0,0,0.5,0.47873675621740314,0
103,16812,17118,435869,206,1412,116,0.5997230561919399,1.0,0,0.5,0.5429779602008947,0
104,16636,15968,437195,176,1326,76,0.5818500248576453,1.0,0,0.5,0.43280358011195164,0
105,16467,14919,438413,169,1218,87,0.5993517493492343,1.0,0,0.5,0.4667420180827997,0
106,16311,13925,439563,156,1150,84,0.5964780663826326,1.0,0,0.5,0.5473468482901126,0
107,16148,13022,440629,163,1066,107,0.5924227396236131,1.0,0,0.5,0.5896746185470627,0
108,16015,12174,441610,133,981,62,0.5894811466385382,1.0,0,0.5,0.4515624280309477,0
109,15886,11334,442579,129,923,74,0.6142201430778763,1.0,0,0.5,0.5283097618590824,0
110,15766,10543,443490,120,911,61,0.6135091357992956,1.0,0,0.5,0.5158279312126343,0
111,15660,9876,444263,106,773,55,0.5825135670491648,1.0,0,0.5,0.5191525196188604,0
112,15571,9170,445058,89,795,49,0.6049881145771364,1.0,0,0.5,0.5359225944511008,0
113,15480,8576,445743,91,685,44,0.597715536805955,1.0,0,0.5,0.42604050048606873,0
114,15385,8033,446381,95,638,53,0.572974937938694,1.0,0,0.5,0.5999652172129466,0
115,15307,7518,446974,78,593,40,0.5726380169787302,1.0,0,0.5,0.5615464501310746,0
