Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,258466,265,27,33,27,14,0.24605900095340036,1.0,0,0.5,0.38569012752050963,0
1,258437,272,49,29,22,6,0.27878612357320565,1.0261321158169134,0,0.5,0.40068456220302956,0
2,258407,278,73,30,24,12,0.27400029609227106,1.05197792270444,0,0.5,0.39540694013046496,0
3,258360,304,94,47,21,16,0.2689259949387061,1.0772542485937369,0,0.5,0.46482011249931765,0
4,258319,321,118,41,24,18,0.3030711455917895,1.10168416076895,0,0.5,0.39121544568040495,0
5,258275,344,139,44,21,22,0.30923694636274435,1.125,0,0.5,0.4283602531902157,0
6,258220,369,169,55,30,25,0.3064304241366072,1.1469463130731183,0,0.5,0.39546077583721856,0
7,258158,413,187,62,18,23,0.3077936405649388,1.1672826515897146,0,0.5,0.4275095979786114,0
8,258097,445,216,61,29,29,0.3123964379221803,1.1857862063693485,0,0.5,0.42460140508607025,0
9,258015,505,238,82,22,30,0.31832585962165233,1.2022542485937369,0,0.5,0.4565987972486976,0
10,257922,559,277,93,39,34,0.32463050588939163,1.2165063509461096,0,0.5,0.4106719328360012,0
11,257832,612,314,90,37,37,0.30901492160980804,1.2283863644106503,0,0.5,0.46915803309280313,0
12,257701,705,352,131,38,67,0.3532906905896984,1.2377641290737884,0,0.5,0.4753428604914221,0
13,257595,755,408,106,56,59,0.3453620175206967,1.2445369001834514,0,0.5,0.5506430922412022,0
14,257454,841,463,141,55,71,0.34390458702091237,1.2486304738420684,0,0.5,0.4933976439971406,0
15,257307,875,576,147,64,72,0.3356414221987971,1.25,0,0.5,0.4746646267173916,0
16,257139,974,645,168,69,63,0.3565721383242784,1.2486304738420684,0,0.5,0.41231214029630114,0
17,256975,1062,721,164,76,60,0.3453154805923226,1.2445369001834514,0,0.5,0.3656403219026897,0
18,256781,1160,817,194,96,92,0.358223161948918,1.2377641290737884,0,0.5,0.49002618517122426,0
19,256609,1259,890,172,73,85,0.30491889538748246,1.2283863644106503,0,0.5,0.5419597099023332,0
20,256402,1371,985,207,95,88,0.33657056489250975,1.2165063509461096,0,0.5,0.40269099352910764,0
21,256170,1487,1101,232,116,113,0.33014807219795816,1.2022542485937369,0,0.5,0.49939529451468684,0
22,255928,1629,1201,242,100,123,0.3407236265113875,1.1857862063693485,0,0.5,0.5207356087054673,0
23,255658,1777,1323,270,122,103,0.30323820712379523,1.1672826515897146,0,0.5,0.3726425004754039,0
24,255382,1906,1470,276,147,122,0.3284790515814848,1.1469463130731183,0,0.5,0.4044999192153856,0
25,255111,2039,1608,271,138,166,0.3468294223710171,1.125,0,0.5,0.5758921299997947,0
26,254791,2214,1753,320,145,162,0.3240863519124659,1.10168416076895,0,0.5,0.4863905733162285,0
27,254480,2352,1926,311,173,124,0.27008245572692346,1.0772542485937369,0,0.5,0.4072200288672101,0
28,254089,2546,2123,391,197,187,0.3080993987645758,1.05197792270444,0,0.5,0.5086280957462446,0
29,253716,2720,2322,373,199,200,0.27907215973761107,1.0261321158169132,0,0.5,0.5472516497751538,0
30,253342,2878,2538,374,216,201,0.30385847913451364,1.0000000000000002,0,0.5,0.5446036601313512,0
31,252902,3086,2770,440,232,204,0.30182938510510654,0.9738678841830868,0,0.5,0.45671297504428565,0
32,252502,3248,3008,400,238,209,0.2639357312698643,0.9480220772955602,0,0.5,0.5012233628401668,0
33,252114,3362,3282,388,274,172,0.2707341079496335,0.9227457514062631,0,0.5,0.42856882405948993,0
34,251629,3598,3531,485,249,259,0.2745765154070823,0.89831583923105,0,0.5,0.5415470838600679,0
35,251200,3706,3852,429,280,185,0.25992664604919463,0.8750000000000001,0,0.5,0.48898843807285397,0
36,250709,3927,4122,491,270,256,0.2807915454044917,0.8530536869268818,0,0.5,0.49479576901136607,0
37,250236,4101,4421,473,299,219,0.25983958794431805,0.8327173484102854,0,0.5,0.44895734542175075,0
38,249696,4317,4745,540,324,209,0.25503742389475154,0.8142137936306515,0,0.5,0.402957840988136,0
39,249134,4550,5074,562,329,294,0.2646892266885834,0.7977457514062631,0,0.5,0.5313533197192337,0
40,248594,4725,5439,540,365,266,0.24562875932139347,0.7834936490538904,0,0.5,0.4853492677999481,0
41,248086,4863,5809,508,370,227,0.2332382778125711,0.7716136355893499,0,0.5,0.44900616999947,0
42,247491,5114,6153,595,344,283,0.25866147273960494,0.7622358709262116,0,0.5,0.4739128626559557,0
43,246891,5308,6559,600,406,304,0.2406518650887457,0.7554630998165486,0,0.5,0.5061292092420597,0
44,246211,5561,6986,680,427,302,0.26977799805305847,0.7513695261579316,0,0.5,0.4198373419361912,0
45,245544,5821,7393,667,407,310,0.23872159870190332,0.75,0,0.5,0.44472855089956365,0
46,244822,6078,7858,722,465,403,0.24827510815963036,0.7513695261579316,0,0.5,0.5210787064593587,0
47,244099,6318,8341,723,483,337,0.25048044022281096,0.7554630998165486,0,0.5,0.46156190146832987,0
48,243376,6566,8816,723,475,334,0.24525335304743612,0.7622358709262116,0,0.5,0.4784126909373632,0
49,242585,6853,9320,791,504,408,0.2597413782302514,0.7716136355893497,0,0.5,0.5104314909079921,0
50,241729,7166,9863,856,543,407,0.2765610407891589,0.7834936490538904,0,0.5,0.4709739695444754,0
51,240788,7568,10402,941,539,475,0.27666537495069277,0.7977457514062631,0,0.5,0.5064118755674879,0
52,239763,8010,10985,1025,583,510,0.28361715765971557,0.8142137936306515,0,0.5,0.4816725220862085,0
53,238678,8475,11605,1085,620,542,0.3011290079867528,0.8327173484102854,0,0.5,0.5058730677174598,0
54,237467,8975,12316,1211,650,553,0.32012288234525915,0.8530536869268817,0,0.5,0.47844334269449473,0
55,236215,9541,13002,1252,686,583,0.31444093066008294,0.8750000000000001,0,0.5,0.47814133489571503,0
56,234803,10201,13754,1412,752,662,0.32614561633187106,0.89831583923105,0,0.5,0.47067355863260524,0
57,233287,10962,14509,1516,755,731,0.3152180151191464,0.9227457514062631,0,0.5,0.49183095129219345,0
58,231879,11538,15341,1408,832,752,0.29103119899708135,0.9480220772955602,0,0.5,0.534095866518733,0
59,229951,12562,16245,1928,904,995,0.37467141320383496,0.9738678841830867,0,0.5,0.5270525474295369,0
60,228031,13564,17163,1920,918,1036,0.3429371298360029,0.9999999999999997,0,0.5,0.5320895820408511,0
61,225868,14696,18194,2163,1031,1122,0.3505644036799372,1.0261321158169132,0,0.5,0.5190447648469705,0
62,223375,16030,19353,2493,1159,1368,0.39201853363935363,1.0519779227044397,0,0.5,0.547980603210462,0
63,220779,17382,20597,2596,1244,1392,0.3729161290405657,1.0772542485937369,0,0.5,0.5409538634393158,0
64,217862,18949,21947,2917,1350,1343,0.3973629194559702,1.1016841607689498,0,0.5,0.44752881111041154,0
65,214560,20776,23422,3302,1475,1924,0.41478145072777584,1.1249999999999998,0,0.5,0.5735295640688715,0
66,211125,22706,24927,3435,1505,1901,0.4100008507518298,1.1469463130731183,0,0.5,0.5570166317002107,0
67,207050,25112,26596,4075,1669,1819,0.44324978420656025,1.1672826515897143,0,0.5,0.45647676869644654,0
68,202466,27759,28533,4584,1937,2224,0.45261214714607906,1.1857862063693485,0,0.5,0.4829703663531003,0
69,197229,30818,30711,5237,2147,2210,0.48971312120630833,1.2022542485937369,0,0.5,0.42224581092177,0
70,191991,33720,33047,5238,2336,3016,0.4362286673113748,1.2165063509461096,0,0.5,0.572773804405975,0
71,185716,37360,35682,6275,2635,3224,0.5033112669891381,1.2283863644106503,0,0.5,0.5197294546075605,0
72,179187,41061,38510,6529,2828,3520,0.48096173429339006,1.2377641290737884,0,0.5,0.54537374705704,0
73,172332,44785,41641,6855,3131,3869,0.4849729277534624,1.2445369001834514,0,0.5,0.563118284619024,0
74,164913,48791,45054,7419,3413,4298,0.5015744634986178,1.2486304738420684,0,0.5,0.5750502328898275,0
75,157222,52654,48882,7691,3828,3790,0.503157534718045,1.25,0,0.5,0.49762340408271916,0
76,149722,56110,52926,7500,4044,4757,0.4840485761904989,1.2486304738420684,0,0.5,0.6268585468657862,0
77,141651,59902,57205,8071,4279,4238,0.5081252290377228,1.2445369001834514,0,0.5,0.5211454150175758,0
78,133710,63199,61849,7941,4644,4930,0.4986635041810923,1.2377641290737884,0,0.5,0.620473106793034,0
