Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,500082,682,1877,145,682,0,145,0,0.3257960431839077,1.0,0,0.0,0.51,0,4.050548763974508
1,499475,1289,1736,286,607,0,141,0,0.3102693394072147,1.0261321158169134,0,0.0,0.5109422492401215,0,3.8528265082067357
2,498872,1892,1611,411,603,0,125,0,0.3677793553989579,1.05197792270444,0,0.0,0.5118844984802432,0,4.561454142184471
3,498326,2438,1495,527,546,0,116,0,0.3497690220678159,1.0772542485937369,0,0.0,0.5128267477203647,0,4.333329629578151
4,497771,2993,1401,621,555,0,94,0,0.370274629464646,1.10168416076895,0,0.0,0.5137689969604863,0,4.5822669232846165
5,497174,2908,1971,733,597,682,112,354,0.40636947563833214,1.125,0,0.0,0.5147112462006079,0,5.022920727730389
6,496338,3137,2434,877,836,607,144,312,0.424422275321657,1.1469463130731183,0,0.0,0.5156534954407295,0,5.237240677161869
7,495353,3519,2850,1064,985,603,187,299,0.41460470515453685,1.1672826515897146,0,0.0,0.5165957446808511,0,5.1059418050725185
8,494160,4166,3207,1253,1193,546,189,279,0.4264828451343692,1.1857862063693485,0,0.0,0.5175379939209727,0,5.239574161561775
9,492632,5139,3532,1483,1528,555,230,292,0.4608912318347496,1.2022542485937369,0,0.0,0.5184802431610942,0,5.644791455042911
10,491174,6000,3756,1856,1458,597,282,299,0.4386172504566795,1.2165063509461096,0,0.0,0.5194224924012159,0,5.356090597585481
11,489398,6940,4320,2128,1776,836,272,430,0.4904377612136935,1.2283863644106503,0,0.0,0.5203647416413374,0,5.9672320694703895
12,487294,8059,4960,2473,2104,985,345,524,0.5032823068271794,1.2377641290737884,0,0.0,0.5213069908814589,0,6.0971876808185685
13,485129,9031,5762,2864,2165,1193,391,619,0.4474067140642389,1.2445369001834514,0,0.0,0.5222492401215806,0,5.3961817698600925
14,482398,10234,6854,3300,2731,1528,436,812,0.48617411971071667,1.2486304738420684,0,0.0,0.5231914893617021,0,5.830746654645573
15,479286,11888,7729,3883,3112,1458,583,740,0.4730294321383217,1.25,0,0.0,0.5241337386018237,0,5.63650301549386
16,475873,13525,8885,4503,3413,1776,620,922,0.4722870153751895,1.2486304738420684,0,0.0,0.5250759878419453,0,5.587581964982059
17,471636,15658,10276,5216,4237,2104,713,1107,0.4919574795061133,1.2445369001834514,0,0.0,0.5260182370820669,0,5.768479477460223
18,466473,18656,11661,5996,5163,2165,780,1148,0.535641720247137,1.2377641290737884,0,0.0,0.5269604863221885,0,6.211947035340153
19,460732,21666,13477,6911,5741,2731,915,1437,0.5449940033691212,1.2283863644106503,0,0.0,0.52790273556231,0,6.242620547316898
20,454732,24554,15491,8009,6000,3112,1030,1633,0.49020260827709333,1.2165063509461096,0,0.0,0.5288449848024316,0,5.541890895606162
21,447112,28761,17714,9199,7620,3413,1190,1812,0.5384912707946027,1.2022542485937369,0,0.0,0.5297872340425532,0,5.985794877629757
22,439134,32502,20618,10532,7978,4237,1333,2298,0.5035048781348375,1.1857862063693485,0,0.0,0.5307294832826748,0,5.497023364683576
23,430625,35848,24220,12093,8509,5163,1561,2734,0.48101609758875613,1.1672826515897146,0,0.0,0.5316717325227963,0,5.149744548977052
24,420463,40269,28066,13988,10162,5741,1895,3020,0.4928236774409377,1.1469463130731183,0,0.0,0.532613981762918,0,5.151648064182599
25,408035,46697,31978,16076,12428,6000,2088,3192,0.5330608043613986,1.125,0,0.0,0.5335562310030395,0,5.407555732150539
26,395572,51540,37156,18518,12463,7620,2442,4140,0.48716741119074863,1.10168416076895,0,0.0,0.534498480243161,0,4.791048954713009
27,381227,57907,42238,21414,14345,7978,2896,4329,0.495430386955543,1.0772542485937369,0,0.0,0.5354407294832827,0,4.695621997427851
28,367660,62965,47466,24695,13567,8509,3281,4555,0.43427469432918797,1.05197792270444,0,0.0,0.5363829787234042,0,3.969517700300656
29,351663,68800,53955,28368,15997,10162,3673,5480,0.4662993767898083,1.0261321158169132,0,0.0,0.5373252279635259,0,4.076790069235081
30,333897,74138,62275,32476,17766,12428,4072,6644,0.48392492929334396,1.0000000000000002,0,0.0,0.5382674772036474,0,4.017143529162001
31,314079,81493,69864,37350,19818,12463,4874,6778,0.4898485624555502,0.9738678841830868,0,0.0,0.539209726443769,0,3.824965955880751
32,295483,85744,78828,42731,18596,14345,5381,7725,0.4403026381845496,0.9480220772955602,0,0.0,0.5401519756838906,0,3.234525833025514
33,275640,92020,86259,48867,19843,13567,6136,7349,0.4485965729797182,0.9227457514062631,0,0.0,0.5410942249240122,0,3.074149821597298
34,255913,95750,95619,55504,19727,15997,6637,8848,0.42977460674166174,0.89831583923105,0,0.0,0.5420364741641337,0,2.7343867205699564
35,236557,97340,106105,62784,19356,17766,7280,9575,0.4191041591187507,0.8750000000000001,0,0.0,0.5429787234042553,0,2.46481660608724
36,216691,97388,117865,70842,19866,19818,8058,10688,0.41722074317657454,0.8530536869268818,0,0.0,0.5439209726443769,0,2.2476754538629535
37,195457,100026,127449,79854,21234,18596,9012,10091,0.4390543228734489,0.8327173484102854,0,0.0,0.5448632218844984,0,2.1335180570331045
38,175981,99659,137548,89598,19476,19843,9744,10818,0.4095391860473761,0.8142137936306515,0,0.0,0.5458054711246201,0,1.7917940112643174
39,158937,96976,146803,100070,17044,19727,10472,10820,0.37043645129890707,0.7977457514062631,0,0.0,0.5467477203647416,0,1.4637454667615644
40,141702,94855,154878,111351,17235,19356,11221,10564,0.3935491876019945,0.7834936490538904,0,0.0,0.5476899696048633,0,1.3864424173897496
41,126799,89892,162883,123212,14903,19866,11861,10958,0.36059218558022166,0.7716136355893499,0,0.0,0.5486322188449848,0,1.136734329799023
42,111742,83715,171545,135784,15057,21234,12572,11627,0.3906171638382326,0.7622358709262116,0,0.0,0.5495744680851063,0,1.0851620550694479
43,98435,77546,177816,148989,13307,19476,13205,10711,0.37115306870141,0.7554630998165486,0,0.0,0.550516717325228,0,0.9083002588980026
44,87570,71367,181404,162445,10865,17044,13456,9442,0.32977313959001925,0.7513695261579316,0,0.0,0.5514589665653495,0,0.7179553983677446
45,77508,64194,184613,176471,10062,17235,14026,9552,0.33949648870854937,0.75,0,0.0,0.5524012158054711,0,0.6541971595972801
46,67478,59321,185220,190767,10030,14903,14296,8349,0.3848815316549316,0.7513695261579316,0,0.0,0.5533434650455927,0,0.6456781810007507
47,58512,53230,186069,204975,8966,15057,14208,8324,0.38900122851524155,0.7554630998165486,0,0.0,0.5542857142857143,0,0.565877925272477
48,50994,47441,185028,219323,7518,13307,14348,7472,0.37289584821822613,0.7622358709262116,0,0.0,0.5552279635258359,0,0.4727520974142136
49,44292,43278,181711,233505,6702,10865,14182,6016,0.3805104313638751,0.7716136355893497,0,0.0,0.5561702127659575,0,0.4190045075332436
50,38139,39369,177794,247484,6153,10062,13952,5581,0.4075768501782733,0.7834936490538904,0,0.0,0.557112462006079,0,0.3864609766617697
51,33276,34202,174142,261166,4863,10030,13682,5580,0.3895538249314639,0.7977457514062631,0,0.0,0.5580547112462007,0,0.32227411558842606
52,28801,29711,169663,274611,4475,8966,13445,5017,0.41719803760385177,0.8142137936306515,0,0.0,0.5589969604863222,0,0.29872850181360794
53,24874,26120,164102,287690,3927,7518,13079,4178,0.43160400367989726,0.8327173484102854,0,0.0,0.5599392097264437,0,0.26690575084463775
54,21677,22615,158234,300260,3197,6702,12570,3772,0.40956126282395,0.8530536869268817,0,0.0,0.5608814589665654,0,0.22072162645327148
55,18598,19541,152223,312424,3079,6153,12164,3521,0.46765253982171645,0.8750000000000001,0,0.0,0.5618237082066869,0,0.21623021363970663
56,16014,17262,145450,324060,2584,4863,11636,2714,0.48691820226105625,0.89831583923105,0,0.0,0.5627659574468085,0,0.19385752812848198
57,14289,14512,138734,335251,1725,4475,11191,2557,0.40027094872816665,0.9227457514062631,0,0.0,0.5637082066869301,0,0.14219448200568366
58,12592,12282,131891,346021,1697,3927,10770,2230,0.4572279791761847,0.9480220772955602,0,0.0,0.5646504559270517,0,0.14313780400077064
59,11126,10551,125071,356038,1466,3197,10017,1824,0.46600393527229683,0.9738678841830867,0,0.0,0.5655927051671732,0,0.12890075956370042
60,9624,8974,118484,365704,1502,3079,9626,1714,0.571517720999223,0.9999999999999997,0,0.0,0.5665349544072948,0,0.13674521931041544
61,8559,7455,112193,374579,1065,2584,8875,1471,0.5241414524809942,1.0261321158169132,0,0.0,0.5674772036474164,0,0.1115317125920578
62,7638,6651,105217,383280,921,1725,8701,1005,0.5169904415348618,1.0519779227044397,0,0.0,0.568419452887538,0,0.09817230870696665
63,6762,5830,98961,391233,876,1697,7953,942,0.578556942994758,1.0772542485937369,0,0.0,0.5693617021276596,0,0.09726310121330331
64,6011,5115,92893,398767,751,1466,7534,850,0.5915378530348857,1.1016841607689498,0,0.0,0.5703039513677811,0,0.08840078170913415
65,5346,4278,87353,405809,665,1502,7042,867,0.6155284464588091,1.1249999999999998,0,0.0,0.5712462006079028,0,0.08180953414496409
66,4772,3787,81687,412540,574,1065,6731,591,0.6033417113148765,1.1469463130731183,0,0.0,0.5721884498480243,0,0.07157982338396927
67,4335,3303,76446,418702,437,921,6162,511,0.5549566969680599,1.1672826515897143,0,0.0,0.5731306990881458,0,0.05981016976796638
68,3932,2830,71489,424535,403,876,5833,514,0.6506335759987475,1.1857862063693485,0,0.0,0.5740729483282675,0,0.06360288524409677
69,3610,2401,66743,430032,322,751,5497,441,0.5800778857333952,1.2022542485937369,0,0.0,0.575015197568389,0,0.052061940057438874
70,3379,1967,62199,435241,231,665,5127,385,0.5627751809460484,1.2165063509461096,0,0.0,0.5759574468085107,0,0.04727700593335677
71,3155,1617,58031,439983,224,574,4742,329,0.6234992163344575,1.2283863644106503,0,0.0,0.5768996960486322,0,0.04890599647601597
72,2927,1408,54002,444449,228,437,4466,252,0.6217322412916236,1.2377641290737884,0,0.0,0.5778419452887538,0,0.04524316185863823
73,2743,1189,50294,448560,184,403,4111,238,0.6015795298761136,1.2445369001834514,0,0.0,0.5787841945288754,0,0.041024726485278516
74,2572,1038,46739,452437,171,322,3877,173,0.6337160034756968,1.2486304738420684,0,0.0,0.579726443768997,0,0.040522149605883316
75,2422,957,43210,456197,150,231,3760,130,0.6637954710117788,1.25,0,0.0,0.5806686930091185,0,0.03997010235941653
76,2294,861,40063,459568,128,224,3371,130,0.6443192768827861,1.2486304738420684,0,0.0,0.5816109422492401,0,0.03674695648767844
77,2165,762,37175,462684,129,228,3116,133,0.7371237247900424,1.2445369001834514,0,0.0,0.5825531914893617,0,0.03967574833454099
78,2038,705,34411,465632,127,184,2948,106,0.6796758549349643,1.2377641290737884,0,0.0,0.5834954407294832,0,0.0344375985100385
79,1961,611,31870,468344,77,171,2712,101,0.6717475782029587,1.22838636441065,0,0.0,0.5844376899696049,0,0.03274994234266671
80,1879,543,29489,470875,82,150,2493,90,0.6536593450767809,1.2165063509461098,0,0.0,0.5853799392097264,0,0.030535503907210805
81,1817,477,27292,473200,62,128,2325,76,0.5917421672739868,1.2022542485937369,0,0.0,0.586322188449848,0,0.026730943133282198
82,1749,416,25370,475251,68,129,2051,75,0.6636811721437422,1.1857862063693487,0,0.0,0.5872644376899696,0,0.028858658805122984
83,1687,351,23524,477224,62,127,1973,72,0.7073685565107752,1.1672826515897143,0,0.0,0.5882066869300911,0,0.029667959003275693
84,1641,320,21779,479046,46,77,1822,47,0.6591150771227465,1.1469463130731183,0,0.0,0.5891489361702128,0,0.026890362936677507
85,1593,286,20140,480767,48,82,1721,43,0.5911249154996061,1.125,0,0.0,0.5900911854103343,0,0.023411103093335744
86,1559,258,18657,482312,34,62,1545,32,0.5677992794947131,1.1016841607689503,0,0.0,0.5910334346504559,0,0.022007351953223085
87,1523,226,17267,483770,36,68,1458,41,0.6060922419373683,1.0772542485937369,0,0.0,0.5919756838905775,0,0.02294908978349168
88,1496,191,16023,485076,27,62,1306,34,0.5470353545016494,1.0519779227044401,0,0.0,0.5929179331306991,0,0.020345755707559168
89,1471,170,14838,486307,25,46,1231,27,0.5908886331950725,1.0261321158169132,0,0.0,0.5938601823708206,0,0.021609521233436086
90,1447,146,13738,487455,24,48,1121,28,0.6049721779655011,1.0,0,0.0,0.5948024316109423,0,0.021763601748956814
91,1424,135,12699,488528,23,34,1073,22,0.5773569740693919,0.9738678841830866,0,0.0,0.5957446808510638,0,0.020440016504905022
92,1411,112,11775,489488,13,36,960,23,0.5419437473309998,0.9480220772955604,0,0.0,0.5966869300911855,0,0.019011135639318732
93,1396,100,10902,490388,15,27,900,12,0.49334729926493204,0.9227457514062632,0,0.0,0.597629179331307,0,0.017122414649916793
94,1380,91,10073,491242,16,25,854,17,0.5321952957602741,0.89831583923105,0,0.0,0.5985714285714285,0,0.01825899856373234
95,1366,81,9298,492041,14,24,799,15,0.5545263850880218,0.8749999999999998,0,0.0,0.5995136778115502,0,0.01883214334802077
96,1351,73,8577,492785,15,23,744,12,0.4583747147218651,0.8530536869268818,0,0.0,0.6004559270516717,0,0.015395820478027424
97,1345,66,7940,493435,6,13,650,8,0.4747085017360958,0.8327173484102858,0,0.0,0.6013981762917933,0,0.01587362552942626
98,1331,65,7335,494055,14,15,620,8,0.48200993877396114,0.8142137936306516,0,0.0,0.6023404255319149,0,0.015950007272182955
99,1323,57,6796,494610,8,16,555,6,0.45004182386277014,0.7977457514062631,0,0.0,0.6032826747720365,0,0.01480265294206792
100,1315,51,6231,495189,8,14,519,10,0.444801175586441,0.7834936490538903,0,0.0,0.604224924012158,0,0.014541811672763609
101,1311,40,5774,495661,4,15,472,11,0.45638484155213116,0.7716136355893499,0,0.0,0.6051671732522796,0,0.014875128963287658
102,1299,46,5339,496102,12,6,441,3,0.43199623018311,0.7622358709262116,0,0.0,0.6061094224924012,0,0.013951340704789412
103,1293,38,4917,496538,6,14,436,8,0.4381050578568888,0.7554630998165487,0,0.0,0.6070516717325227,0,0.014083273992537513
104,1285,38,4536,496927,8,8,389,5,0.48830287025172786,0.7513695261579316,0,0.0,0.6079939209726444,0,0.015599807579006534
105,1277,38,4177,497294,8,8,367,5,0.4149279244219481,0.75,0,0.0,0.6089361702127659,0,0.013173173066842247
106,1273,38,3846,497629,4,4,335,3,0.4481445865284086,0.7513695261579316,0,0.0,0.6098784194528876,0,0.014183172827273039
107,1269,30,3577,497910,4,12,281,7,0.4528046623235305,0.7554630998165486,0,0.0,0.6108206686930091,0,0.014285628390820353
108,1263,30,3296,498197,6,6,287,5,0.4497273409052532,0.7622358709262116,0,0.0,0.6117629179331306,0,0.014121456036050495
109,1260,25,3040,498461,3,8,264,5,0.49457124929102686,0.7716136355893496,0,0.0,0.6127051671732523,0,0.015492669199885583
110,1255,22,2743,498766,5,8,247,5,0.46023021582507073,0.7834936490538904,0,0.0,0.6136474164133738,0,0.014359710713416437
111,1250,23,2527,498986,5,4,220,3,0.4858089318044357,0.7977457514062631,0,0.0,0.6145896656534954,0,0.01509740637059168
112,1248,21,2316,499201,2,4,215,2,0.5022946960692565,0.8142137936306515,0,0.0,0.615531914893617,0,0.015584756255505126
113,1246,17,2143,499380,2,6,179,4,0.5478405343716956,0.8327173484102852,0,0.0,0.6164741641337386,0,0.016970672060954674
114,1245,15,1992,499534,1,3,154,0,0.5278193866842308,0.8530536869268817,0,0.0,0.6174164133738602,0,0.016337346714652642
115,1242,13,1830,499701,3,5,167,4,0.5651655184095906,0.875,0,0.0,0.6183586626139818,0,0.017451151530291007
116,1237,13,1695,499841,5,5,140,1,0.5705493804897914,0.8983158392310501,0,0.0,0.6193009118541033,0,0.017546470657145184
117,1234,14,1583,499955,3,2,114,1,0.5646069956842479,0.922745751406263,0,0.0,0.620243161094225,0,0.01732160980701436
118,1232,14,1477,500063,2,2,108,1,0.5606161491593451,0.9480220772955602,0,0.0,0.6211854103343465,0,0.017171298916544838
119,1229,16,1366,500175,3,1,112,1,0.6255104278897716,0.9738678841830863,0,0.0,0.622127659574468,0,0.01911231408284363
120,1227,15,1257,500287,2,3,94,1,0.6493371208527337,0.9999999999999994,0,0.0,0.6230699088145897,0,0.01980804575123174
121,1226,11,1156,500393,1,5,106,4,0.6414120408486221,1.0261321158169134,0,0.0,0.6240121580547112,0,0.019550344532276425
122,1226,8,1069,500483,0,3,90,1,0.6719097485644567,1.0519779227044395,0,0.0,0.6249544072948328,0,0.020479919681037857
123,1225,7,993,500561,1,2,78,1,0.682078666602705,1.0772542485937366,0,0.0,0.6258966565349544,0,0.020772912496278575
124,1223,6,900,500657,2,3,96,1,0.6426338580644562,1.1016841607689496,0,0.0,0.626838905775076,0,0.01953965525126072
125,1222,5,830,500729,1,2,72,2,0.7207255522213916,1.1249999999999998,0,0.0,0.6277811550151975,0,0.021896160215641957
126,1222,4,770,500790,0,1,61,1,0.7260656239709257,1.1469463130731181,0,0.0,0.6287234042553191,0,0.02205839543295933
127,1220,6,709,500851,2,0,61,0,0.7469308309100532,1.1672826515897146,0,0.0,0.6296656534954407,0,0.022655155814557904
128,1219,6,649,500912,1,1,61,1,0.7393105230065135,1.1857862063693483,0,0.0,0.6306079027355623,0,0.02240564394058655
129,1217,6,595,500968,2,2,56,1,0.791600156414358,1.2022542485937369,0,0.0,0.6315501519756839,0,0.023950979898910114
130,1216,6,460,501104,1,1,44,1,0.8019531278573396,1.2165063509461094,0,0.0,0.6324924012158054,0,0.024244285925685206
131,1214,8,429,501135,2,0,31,0,0.9203256097497607,1.2283863644106503,0,0.0,0.6334346504559271,0,0.02777710820896489
132,1214,6,402,501164,0,2,29,1,0.840777922825653,1.2377641290737884,0,0.0,0.6343768996960486,0,0.025376213695049752
133,1214,5,371,501196,0,1,32,1,0.874779455180123,1.2445369001834514,0,0.0,0.6353191489361703,0,0.026402442057571942
134,1214,3,350,501219,0,2,23,1,0.9521088789852556,1.2486304738420684,0,0.0,0.6362613981762918,0,0.02873638533809862
135,1213,3,327,501243,1,1,24,1,0.9181656466709129,1.25,0,0.0,0.6372036474164133,0,0.027689089627888835
136,1212,2,311,501261,1,2,18,2,1.0347614237781981,1.2486304738420684,0,0.0,0.638145896656535,0,0.031179538750561276
137,1211,3,283,501289,1,0,28,0,0.8657918479655051,1.2445369001834514,0,0.0,0.6390881458966565,0,0.026066605073685092
138,1210,4,262,501310,1,0,21,0,0.965163168200061,1.2377641290737884,0,0.0,0.6400303951367781,0,0.02903440612711158
