Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,74882,4520,311,917,311,271,0.24456474648650808,1.0,0,0.0,0.31184767085917675,0
1,73788,5274,651,1094,340,353,0.25126232139658666,1.0261321158169134,0,0.0,0.3316480449652846,0
2,72499,6163,1051,1289,400,421,0.26371766301510485,1.05197792270444,0,0.0,0.32390394286357327,0
3,70847,7329,1537,1652,486,584,0.2951648905751412,1.0772542485937369,0,0.0,0.3698387849696238,0
4,69206,8388,2119,1641,582,586,0.24439359561278257,1.10168416076895,0,0.0,0.3531847353795973,0
5,67206,9756,2751,2000,632,731,0.28606142927008404,1.125,0,0.0,0.35682953673684514,0
6,64772,11445,3496,2434,745,1108,0.2980393732618079,1.1469463130731183,0,0.0,0.43876719520196145,0
7,62097,13188,4428,2675,932,604,0.28787157773842764,1.1672826515897146,0,0.0,0.23097835196488606,0
8,58845,15456,5412,3252,984,1412,0.32608835215967413,1.1857862063693485,0,0.0,0.43740504159502797,0
9,55555,17524,6634,3290,1222,1260,0.2871359578901996,1.2022542485937369,0,0.0,0.37614012353204535,0
10,52030,19655,8028,3525,1394,1070,0.2985586206908768,1.2165063509461096,0,0.0,0.30914514531850024,0
11,48198,21969,9546,3832,1518,1625,0.30762126490088393,1.2283863644106503,0,0.0,0.4100549807141083,0
12,44014,24516,11183,4184,1637,1741,0.33449155170131567,1.2377641290737884,0,0.0,0.42671428703474373,0
13,40005,26621,13087,4009,1904,1551,0.31335855190272033,1.2445369001834514,0,0.0,0.37624912828748497,0
14,35836,28720,15157,4169,2070,1808,0.3319476892445872,1.2486304738420684,0,0.0,0.4263499301186553,0
15,31734,30608,17371,4102,2196,1589,0.34049111695567835,1.25,0,0.0,0.3824663315413828,0
16,28018,31993,19702,3716,2331,1740,0.3218462804641936,1.2486304738420684,0,0.0,0.4683095943623169,0
17,24245,33260,22208,3773,2506,1409,0.3618039758834986,1.2445369001834514,0,0.0,0.37228077112277086,0
18,21218,33829,24666,3027,2458,1457,0.31865389131207866,1.2377641290737884,0,0.0,0.46693488325177274,0
19,18436,34047,27230,2782,2564,1157,0.3246503946135233,1.2283863644106503,0,0.0,0.4148669252067119,0
20,15931,33937,29845,2505,2615,1050,0.33369950428512607,1.2165063509461096,0,0.0,0.409830399750509,0
21,13749,33527,32437,2182,2592,918,0.34413940792169884,1.2022542485937369,0,0.0,0.4152685682292207,0
22,12050,32682,34981,1699,2544,669,0.30450328664254744,1.1857862063693485,0,0.0,0.39991735250242993,0
23,10451,31803,37459,1599,2478,639,0.341159219243339,1.1672826515897146,0,0.0,0.40074005125343576,0
24,9236,30564,39913,1215,2454,495,0.3162601306987968,1.1469463130731183,0,0.0,0.42043219435538925,0
25,8184,29180,42349,1052,2436,406,0.31035594012825096,1.125,0,0.0,0.39412055472200913,0
