Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag
0,459965,1160,72,194,72,90,0.3763017913963853,1.0,0,0.5,0.4806653612906229,0
1,459683,1339,175,282,103,120,0.4803953407350343,1.0,0,0.5,0.47428537346396404,0
2,459417,1509,271,266,96,145,0.3996700119714238,1.0,0,0.5,0.4792537431811603,0
3,459076,1732,389,341,118,178,0.4220711134608992,1.0,0,0.5,0.5455997321517818,0
4,458686,2006,505,390,116,205,0.4335468890683105,1.0,0,0.5,0.5030508059584277,0
5,458234,2292,671,452,166,183,0.44398261280244794,1.0,0,0.5,0.4278710051615989,0
6,457736,2605,856,498,185,269,0.4529483480207458,1.0,0,0.5,0.5403297723254182,0
7,457186,2938,1073,550,217,264,0.40945212008470266,1.0,0,0.5,0.4806404578298515,0
8,456577,3316,1304,609,231,260,0.4208123785147972,1.0,0,0.5,0.43065837469737156,0
9,455826,3812,1559,751,255,356,0.42937636126710405,1.0,0,0.5,0.49152510692954127,0
10,454933,4404,1860,893,301,432,0.45966744766970336,1.0,0,0.5,0.47461900291542913,0
11,453894,5112,2191,1039,331,553,0.46494499757844865,1.0,0,0.5,0.5187064824231303,0
12,452705,5922,2570,1189,379,521,0.46708803066532206,1.0,0,0.5,0.4402765258263509,0
13,451421,6772,3004,1284,434,719,0.4417391368173971,1.0,0,0.5,0.5710932773749682,0
14,449957,7699,3541,1464,537,811,0.4379152988950615,1.0,0,0.5,0.5435894623631947,0
15,448136,8947,4114,1821,573,1074,0.4674998128107046,1.0,0,0.5,0.6013212705240486,0
16,446380,10045,4772,1756,658,687,0.42640608744614605,1.0,0,0.5,0.4034885735406902,0
17,444134,11530,5533,2246,761,914,0.47098786068779175,1.0,0,0.5,0.40535384091223314,0
18,441863,12898,6436,2271,899,1052,0.4168728022005146,1.0,0,0.5,0.46704872744387993,0
19,439274,14520,7403,2589,967,1400,0.4220833173601904,1.0,0,0.5,0.5340774268283173,0
20,436224,16448,8525,3050,1122,1621,0.4577085628985222,1.0,0,0.5,0.5131106962226785,0
21,432761,18650,9786,3463,1261,1787,0.45275172332252916,1.0,0,0.5,0.5067773703448021,0
22,428558,21423,11216,4203,1430,2325,0.4850498024735106,1.0,0,0.5,0.5539319936144527,0
23,424045,24382,12770,4513,1554,2323,0.46047967407277035,1.0,0,0.5,0.504441013315333,0
24,418568,27969,14660,5477,1890,2501,0.4898786276443391,1.0,0,0.5,0.4465802553218824,0
25,413035,31310,16852,5533,2192,2861,0.4395450573763191,1.0,0,0.5,0.5245676097532971,0
26,406708,35218,19271,6327,2419,3191,0.459005234816425,1.0,0,0.5,0.50508762935443,0
27,399736,39600,21861,6972,2590,3323,0.4497866429228435,1.0,0,0.5,0.4858869112802918,0
28,391576,44837,24784,8160,2923,4169,0.48495920011589877,1.0,0,0.5,0.5043985643121056,0
29,381958,50986,28253,9618,3469,4738,0.5145799045774564,1.0,0,0.5,0.49395130234342927,0
30,371710,57266,32221,10248,3968,5861,0.4946690134894049,1.0,0,0.5,0.5697226819422844,0
31,360887,63692,36618,10823,4397,5303,0.48131925052831337,1.0,0,0.5,0.4884789730630134,0
32,349815,69840,41542,11072,4924,5738,0.4530117040427916,1.0,0,0.5,0.5227359942954218,0
33,337233,77082,46882,12582,5340,6954,0.4936184109749774,1.0,0,0.5,0.5458242629632194,0
34,324378,83927,52892,12855,6010,8111,0.47017793879773495,1.0,0,0.5,0.633759541358867,0
35,309414,92538,59245,14964,6353,7397,0.5168742569872676,1.0,0,0.5,0.49153829707400176,0
36,294377,100456,66364,15037,7047,7515,0.5001596804535944,1.0,0,0.5,0.4981591460225642,0
37,279515,107553,74129,14862,7765,8507,0.47760519992455147,1.0,0,0.5,0.5670103189216679,0
38,263943,114800,82454,15572,8325,7292,0.4882814691163404,1.0,0,0.5,0.47210949896693544,0
39,247458,122442,91297,16485,8843,8655,0.5225510351544785,1.0,0,0.5,0.5254048454705704,0
40,229492,130948,100757,17966,9460,10720,0.5575445833323466,1.0,0,0.5,0.5960161367863801,0
41,213428,136845,110924,16064,10167,8743,0.5093937809520833,1.0,0,0.5,0.5397325549093115,0
42,197510,142330,121357,15918,10433,8282,0.5204237550657125,1.0,0,0.5,0.5190127571813316,0
43,181716,147066,132415,15794,11058,7744,0.5382518745957746,1.0,0,0.5,0.4921630108015551,0
44,165534,151907,143756,16182,11341,7955,0.5836869778530669,1.0,0,0.5,0.49531659897543884,0
45,152040,153867,155290,13494,11534,6813,0.5183643440529925,1.0,0,0.5,0.5084359029316392,0
46,139590,154500,167107,12450,11817,6419,0.5103409079664631,1.0,0,0.5,0.5114156358699062,0
