Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
0,376677,781,2373,5325,777,0,165,0,0.6007035034603306,1.0,0.5967451039407063
1,370861,1379,2326,10591,740,143,190,14,0.6007193958433045,1.0,0.5875009862809187
2,365147,1887,2350,15780,711,210,186,30,0.6007377280372054,1.0,0.5784474559592213
3,359497,2308,2482,20878,727,307,175,39,0.6007588744792253,1.0,0.5695551385932455
4,353935,2642,2666,25924,712,380,196,35,0.6007832670301864,1.0,0.5607650541800404
5,348379,3016,2895,30884,784,417,188,50,0.6008114037674157,1.0,0.552114968096804
6,342853,3354,3154,35818,828,495,236,57,0.6008438591195072,1.0,0.5434773356913499
7,337383,3616,3511,40674,846,589,232,57,0.6008812955462756,1.0,0.5348900040034252
8,331893,3984,3829,45480,942,576,258,82,0.6009244769974996,1.0,0.5263940024272168
9,326411,4297,4207,50276,1004,696,318,90,0.6009742844187295,1.0,0.5178712772582912
10,320928,4637,4635,54996,1082,747,319,98,0.6010317336119936,1.0,0.5093660923480196
11,315409,5046,5100,59645,1193,788,323,106,0.601097995804392,1.0,0.5008650548290335
12,309888,5454,5541,64320,1266,861,420,108,0.601174421328908,1.0,0.4923142630881562
13,304327,5945,6028,68909,1384,899,412,122,0.6012625668800816,1.0,0.48376758870610753
14,298740,6388,6637,73452,1485,1050,441,130,0.6013642268732194,1.0,0.4751666123287592
15,293115,6905,7248,77957,1597,1088,477,151,0.6014814695103256,1.0,0.4665341844298216
16,287470,7450,7819,82491,1694,1154,583,164,0.6016166782397326,1.0,0.4578526728207026
17,281814,8000,8486,86934,1780,1234,567,184,0.601772599390184,1.0,0.4491514237150429
18,276143,8569,9202,91327,1872,1310,594,178,0.6019523968644612,1.0,0.44044588310579014
19,270370,9229,9895,95753,2051,1397,704,179,0.6021597148930072,1.0,0.4317313428197172
20,264555,9871,10699,100130,2171,1537,733,207,0.6023987499743625,1.0,0.42287343706009156
21,258646,10584,11527,104500,2343,1632,804,218,0.6026743332662625,1.0,0.41396775360703325
22,252781,11193,12403,108885,2378,1774,898,224,0.6029920248377137,1.0,0.4049348705346858
23,246787,11904,13400,113174,2588,1880,883,275,0.6033582213461238,1.0,0.39599299640166613
24,240873,12496,14370,117534,2589,2005,1035,277,0.6037802788609549,1.0,0.38687355558132497
25,234801,13160,15425,121888,2826,2163,1108,292,0.6042666527107691,1.0,0.3779067003115681
26,228643,13945,16422,126264,2993,2208,1211,325,0.604827056375624,1.0,0.36872195305763145
27,222560,14692,17391,130639,3001,2262,1293,311,0.6054726415696315,1.0,0.3594349274738422
28,216398,15424,18538,134922,3164,2432,1285,358,0.6062162017424614,1.0,0.35030190122289956
29,210238,16188,19567,139290,3244,2481,1452,353,0.607072401250771,1.0,0.34108417841751915
30,204044,16962,20660,143618,3362,2589,1496,350,0.6080580323801742,1.0,0.3319128671577535
31,197863,17477,22001,147946,3431,2919,1578,412,0.6091923021944683,1.0,0.3227350087990406
32,191692,17977,23395,152224,3507,3008,1614,421,0.6104971507978937,1.0,0.3136288991056093
33,185421,18608,24745,156521,3688,3064,1714,460,0.61199760194923,1.0,0.3045941454616666
34,179184,19229,25981,160901,3739,3118,1882,451,0.6137221459761459,1.0,0.29545990681352546
35,172997,19844,27110,165352,3775,3168,2039,486,0.6157031534957459,1.0,0.2864431545363434
36,166759,20370,28447,169733,3907,3387,2050,537,0.6179773164204877,1.0,0.2775741053111372
37,160637,20927,29502,174248,3878,3326,2271,468,0.620586109961038,1.0,0.26869474677787664
38,154485,21475,30685,178669,3988,3440,2257,522,0.6235762656503492,1.0,0.26007763320786376
39,148517,21712,32008,183082,3889,3657,2334,529,0.6270002406117618,1.0,0.25149066387012925
