Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Quarantine_Fraction,Reporting_Prob,MultiWave_Flag,Rt
0,939062,272,1129,85,272,0,85,0,0.2011141721767819,1.0,0,0.0,0.51,0,2.5099553232885667
1,938807,525,1045,170,255,1,85,1,0.2385136912106615,1.0209056926535307,0,0.0,0.5135294117647059,0,2.9759023848916732
2,938563,767,970,246,244,1,76,0,0.2291478321328802,1.0415823381635518,0,0.0,0.5170588235294118,0,2.8583027762821835
3,938326,1019,879,338,237,1,92,0,0.2422621997082913,1.0618033988749895,0,0.0,0.5205882352941177,0,3.021123334527878
4,938092,981,1074,415,234,272,77,138,0.25571899808761867,1.08134732861516,0,0.0,0.5241176470588236,0,3.1881406684455547
5,937848,987,1245,499,244,255,84,133,0.2484184805800743,1.1,0,0.0,0.5276470588235295,0,3.096316923419399
6,937518,1073,1402,586,330,244,87,131,0.2633413032357905,1.1175570504584946,0,0.0,0.5311764705882354,0,3.2811617791836762
7,937200,1137,1542,700,318,254,114,139,0.22330116145280843,1.1338261212717717,0,0.0,0.5347058823529411,0,2.781328657782113
8,936868,1250,1645,831,332,234,131,121,0.21924147699998695,1.1486289650954788,0,0.0,0.538235294117647,0,2.7297958753038625
9,936425,1442,1770,967,443,261,136,135,0.2567453339556894,1.1618033988749894,0,0.0,0.5417647058823529,0,3.195248266827642
10,935894,1643,1972,1095,531,330,128,182,0.2996215054647619,1.1732050807568877,0,0.0,0.5452941176470588,0,3.7267365572442595
11,935379,1851,2168,1217,515,318,122,170,0.2719584396765886,1.18270909152852,0,0.0,0.5488235294117647,0,3.3807978612767204
12,934719,2175,2381,1351,660,347,134,183,0.2945706757763801,1.1902113032590307,0,0.0,0.5523529411764706,0,3.6593136061506457
13,934151,2290,2596,1589,568,453,238,249,0.231189922950417,1.195629520146761,0,0.0,0.5558823529411765,0,2.8702189802388474
14,933460,2451,2922,1794,691,531,205,283,0.27267123870929466,1.1989043790736547,0,0.0,0.5594117647058824,0,3.3827047434790436
15,932769,2616,3166,2076,691,526,282,281,0.24181822875101128,1.2,0,0.0,0.5629411764705883,0,2.9977277530473194
16,931926,2788,3581,2332,843,671,256,389,0.25613432615555043,1.1989043790736547,0,0.0,0.5664705882352942,0,3.172329296814696
17,931008,3139,3894,2587,918,568,255,327,0.2648792667962973,1.195629520146761,0,0.0,0.5700000000000001,0,3.2774073787500364
18,930097,3358,4239,2934,911,692,347,397,0.25306391394634026,1.1902113032590307,0,0.0,0.5735294117647058,0,3.1281495889862776
